_link,_link_main,cod,desc,img_lis_c,sez_perv,sez_tot
128.liste.3,128,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-037.png,0,7
128.liste.4,128,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-037.png,0,7
128.liste.5,128,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-037.png,0,7
128.liste.6,128,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-037.png,0,7
128.liste.7,128,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-037.png,0,7
128.liste.8,128,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-037.png,0,7
128.liste.9,128,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-037.png,0,7
128.liste.10,128,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-037.png,0,7
128.liste.11,128,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-037.png,0,7
128.liste.12,128,13,BUCCI LIBERTAS UDC,7-20241027000000-13-037.png,0,7
128.liste.13,128,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-037.png,0,7
128.liste.14,128,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-037.png,0,7
128.liste.15,128,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-037.png,0,7
128.liste.16,128,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-037.png,0,7
128.liste.17,128,18,FORZA DEL POPOLO,7-20241027000000-18-037.png,0,7
128.liste.18,128,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-037.png,0,7
129.liste.0,129,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-037.png,0,2
129.liste.1,129,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-037.png,0,2
129.liste.2,129,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-037.png,0,2
129.liste.3,129,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-037.png,0,2
129.liste.4,129,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-037.png,0,2
129.liste.5,129,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-037.png,0,2
129.liste.6,129,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-037.png,0,2
129.liste.7,129,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-037.png,0,2
129.liste.8,129,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-037.png,0,2
129.liste.9,129,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-037.png,0,2
129.liste.10,129,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-037.png,0,2
129.liste.11,129,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-037.png,0,2
129.liste.12,129,13,BUCCI LIBERTAS UDC,7-20241027000000-13-037.png,0,2
129.liste.13,129,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-037.png,0,2
129.liste.14,129,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-037.png,0,2
129.liste.15,129,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-037.png,0,2
129.liste.16,129,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-037.png,0,2
129.liste.17,129,18,FORZA DEL POPOLO,7-20241027000000-18-037.png,0,2
129.liste.18,129,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-037.png,0,2
130.liste.0,130,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-037.png,0,26
130.liste.1,130,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-037.png,0,26
130.liste.2,130,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-037.png,0,26
130.liste.3,130,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-037.png,0,26
130.liste.4,130,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-037.png,0,26
130.liste.5,130,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-037.png,0,26
130.liste.6,130,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-037.png,0,26
130.liste.7,130,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-037.png,0,26
130.liste.8,130,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-037.png,0,26
130.liste.9,130,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-037.png,0,26
130.liste.10,130,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-037.png,0,26
130.liste.11,130,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-037.png,0,26
130.liste.12,130,13,BUCCI LIBERTAS UDC,7-20241027000000-13-037.png,0,26
130.liste.13,130,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-037.png,0,26
130.liste.14,130,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-037.png,0,26
130.liste.15,130,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-037.png,0,26
130.liste.16,130,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-037.png,0,26
130.liste.17,130,18,FORZA DEL POPOLO,7-20241027000000-18-037.png,0,26
130.liste.18,130,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-037.png,0,26
131.liste.0,131,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-037.png,0,1
131.liste.1,131,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-037.png,0,1
131.liste.2,131,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-037.png,0,1
131.liste.3,131,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-037.png,0,1
131.liste.4,131,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-037.png,0,1
131.liste.5,131,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-037.png,0,1
131.liste.6,131,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-037.png,0,1
131.liste.7,131,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-037.png,0,1
131.liste.8,131,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-037.png,0,1
131.liste.9,131,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-037.png,0,1
131.liste.10,131,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-037.png,0,1
131.liste.11,131,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-037.png,0,1
131.liste.12,131,13,BUCCI LIBERTAS UDC,7-20241027000000-13-037.png,0,1
131.liste.13,131,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-037.png,0,1
131.liste.14,131,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-037.png,0,1
131.liste.15,131,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-037.png,0,1
131.liste.16,131,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-037.png,0,1
131.liste.17,131,18,FORZA DEL POPOLO,7-20241027000000-18-037.png,0,1
131.liste.18,131,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-037.png,0,1
132.liste.0,132,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-037.png,0,1
132.liste.1,132,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-037.png,0,1
132.liste.2,132,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-037.png,0,1
132.liste.3,132,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-037.png,0,1
132.liste.4,132,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-037.png,0,1
132.liste.5,132,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-037.png,0,1
132.liste.6,132,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-037.png,0,1
132.liste.7,132,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-037.png,0,1
132.liste.8,132,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-037.png,0,1
132.liste.9,132,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-037.png,0,1
132.liste.10,132,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-037.png,0,1
132.liste.11,132,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-037.png,0,1
132.liste.12,132,13,BUCCI LIBERTAS UDC,7-20241027000000-13-037.png,0,1
132.liste.13,132,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-037.png,0,1
132.liste.14,132,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-037.png,0,1
132.liste.15,132,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-037.png,0,1
132.liste.16,132,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-037.png,0,1
132.liste.17,132,18,FORZA DEL POPOLO,7-20241027000000-18-037.png,0,1
132.liste.18,132,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-037.png,0,1
133.liste.0,133,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-039.png,0,5
133.liste.1,133,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-039.png,0,5
133.liste.2,133,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-039.png,0,5
133.liste.3,133,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-039.png,0,5
133.liste.4,133,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-039.png,0,5
133.liste.5,133,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-039.png,0,5
133.liste.6,133,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-039.png,0,5
133.liste.7,133,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-039.png,0,5
133.liste.8,133,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-039.png,0,5
133.liste.9,133,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-039.png,0,5
133.liste.10,133,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-039.png,0,5
133.liste.11,133,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-039.png,0,5
133.liste.12,133,13,BUCCI LIBERTAS UDC,7-20241027000000-13-039.png,0,5
133.liste.13,133,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-039.png,0,5
133.liste.14,133,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-039.png,0,5
133.liste.15,133,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-039.png,0,5
133.liste.16,133,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-039.png,0,5
133.liste.17,133,18,FORZA DEL POPOLO,7-20241027000000-18-039.png,0,5
133.liste.18,133,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-039.png,0,5
134.liste.0,134,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-039.png,0,11
134.liste.1,134,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-039.png,0,11
134.liste.2,134,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-039.png,0,11
134.liste.3,134,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-039.png,0,11
134.liste.4,134,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-039.png,0,11
134.liste.5,134,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-039.png,0,11
134.liste.6,134,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-039.png,0,11
134.liste.7,134,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-039.png,0,11
134.liste.8,134,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-039.png,0,11
134.liste.9,134,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-039.png,0,11
134.liste.10,134,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-039.png,0,11
134.liste.11,134,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-039.png,0,11
134.liste.12,134,13,BUCCI LIBERTAS UDC,7-20241027000000-13-039.png,0,11
134.liste.13,134,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-039.png,0,11
134.liste.14,134,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-039.png,0,11
134.liste.15,134,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-039.png,0,11
134.liste.16,134,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-039.png,0,11
134.liste.17,134,18,FORZA DEL POPOLO,7-20241027000000-18-039.png,0,11
134.liste.18,134,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-039.png,0,11
135.liste.0,135,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-039.png,0,3
135.liste.1,135,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-039.png,0,3
135.liste.2,135,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-039.png,0,3
135.liste.3,135,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-039.png,0,3
135.liste.4,135,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-039.png,0,3
135.liste.5,135,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-039.png,0,3
135.liste.6,135,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-039.png,0,3
135.liste.7,135,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-039.png,0,3
135.liste.8,135,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-039.png,0,3
135.liste.9,135,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-039.png,0,3
135.liste.10,135,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-039.png,0,3
135.liste.11,135,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-039.png,0,3
135.liste.12,135,13,BUCCI LIBERTAS UDC,7-20241027000000-13-039.png,0,3
135.liste.13,135,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-039.png,0,3
135.liste.14,135,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-039.png,0,3
135.liste.15,135,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-039.png,0,3
135.liste.16,135,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-039.png,0,3
135.liste.17,135,18,FORZA DEL POPOLO,7-20241027000000-18-039.png,0,3
135.liste.18,135,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-039.png,0,3
136.liste.0,136,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-039.png,0,8
136.liste.1,136,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-039.png,0,8
136.liste.2,136,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-039.png,0,8
136.liste.3,136,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-039.png,0,8
136.liste.4,136,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-039.png,0,8
136.liste.5,136,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-039.png,0,8
136.liste.6,136,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-039.png,0,8
136.liste.7,136,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-039.png,0,8
136.liste.8,136,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-039.png,0,8
136.liste.9,136,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-039.png,0,8
136.liste.10,136,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-039.png,0,8
136.liste.11,136,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-039.png,0,8
136.liste.12,136,13,BUCCI LIBERTAS UDC,7-20241027000000-13-039.png,0,8
136.liste.13,136,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-039.png,0,8
136.liste.14,136,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-039.png,0,8
136.liste.15,136,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-039.png,0,8
136.liste.16,136,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-039.png,0,8
136.liste.17,136,18,FORZA DEL POPOLO,7-20241027000000-18-039.png,0,8
136.liste.18,136,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-039.png,0,8
137.liste.0,137,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-039.png,0,2
137.liste.1,137,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-039.png,0,2
137.liste.2,137,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-039.png,0,2
137.liste.3,137,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-039.png,0,2
137.liste.4,137,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-039.png,0,2
137.liste.5,137,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-039.png,0,2
137.liste.6,137,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-039.png,0,2
137.liste.7,137,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-039.png,0,2
137.liste.8,137,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-039.png,0,2
137.liste.9,137,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-039.png,0,2
137.liste.10,137,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-039.png,0,2
137.liste.11,137,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-039.png,0,2
137.liste.12,137,13,BUCCI LIBERTAS UDC,7-20241027000000-13-039.png,0,2
137.liste.13,137,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-039.png,0,2
137.liste.14,137,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-039.png,0,2
137.liste.15,137,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-039.png,0,2
137.liste.16,137,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-039.png,0,2
137.liste.17,137,18,FORZA DEL POPOLO,7-20241027000000-18-039.png,0,2
137.liste.18,137,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-039.png,0,2
138.liste.0,138,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-039.png,0,4
138.liste.1,138,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-039.png,0,4
138.liste.2,138,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-039.png,0,4
138.liste.3,138,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-039.png,0,4
138.liste.4,138,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-039.png,0,4
138.liste.5,138,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-039.png,0,4
138.liste.6,138,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-039.png,0,4
138.liste.7,138,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-039.png,0,4
138.liste.8,138,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-039.png,0,4
138.liste.9,138,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-039.png,0,4
138.liste.10,138,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-039.png,0,4
138.liste.11,138,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-039.png,0,4
138.liste.12,138,13,BUCCI LIBERTAS UDC,7-20241027000000-13-039.png,0,4
138.liste.13,138,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-039.png,0,4
138.liste.14,138,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-039.png,0,4
138.liste.15,138,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-039.png,0,4
138.liste.16,138,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-039.png,0,4
138.liste.17,138,18,FORZA DEL POPOLO,7-20241027000000-18-039.png,0,4
138.liste.18,138,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-039.png,0,4
139.liste.0,139,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-039.png,0,2
139.liste.1,139,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-039.png,0,2
139.liste.2,139,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-039.png,0,2
139.liste.3,139,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-039.png,0,2
139.liste.4,139,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-039.png,0,2
139.liste.5,139,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-039.png,0,2
139.liste.6,139,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-039.png,0,2
139.liste.7,139,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-039.png,0,2
139.liste.8,139,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-039.png,0,2
139.liste.9,139,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-039.png,0,2
139.liste.10,139,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-039.png,0,2
139.liste.11,139,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-039.png,0,2
139.liste.12,139,13,BUCCI LIBERTAS UDC,7-20241027000000-13-039.png,0,2
139.liste.13,139,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-039.png,0,2
139.liste.14,139,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-039.png,0,2
139.liste.15,139,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-039.png,0,2
139.liste.16,139,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-039.png,0,2
139.liste.17,139,18,FORZA DEL POPOLO,7-20241027000000-18-039.png,0,2
139.liste.18,139,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-039.png,0,2
