_link,_link_cand,_link_main,pos,desc_lis_c,img_lis_c,voti,perc
744.cand.1.liste.4,744.cand.1,744,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,17,3.24
744.cand.1.liste.5,744.cand.1,744,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,1,0.19
744.cand.2.liste.0,744.cand.2,744,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,4,0.76
744.cand.3.liste.0,744.cand.3,744,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,4,0.76
744.cand.4.liste.0,744.cand.4,744,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,2,0.38
744.cand.5.liste.0,744.cand.5,744,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,2,0.38
744.cand.6.liste.0,744.cand.6,744,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,2,0.38
744.cand.7.liste.0,744.cand.7,744,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,0
744.cand.8.liste.0,744.cand.8,744,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,0,0
745.cand.0.liste.0,745.cand.0,745,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,69,17.92
745.cand.0.liste.1,745.cand.0,745,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,58,15.06
745.cand.0.liste.2,745.cand.0,745,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,30,7.79
745.cand.0.liste.3,745.cand.0,745,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,18,4.68
745.cand.0.liste.4,745.cand.0,745,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,17,4.42
745.cand.0.liste.5,745.cand.0,745,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,6,1.56
745.cand.0.liste.6,745.cand.0,745,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,0,0
745.cand.1.liste.0,745.cand.1,745,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,103,26.75
745.cand.1.liste.1,745.cand.1,745,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,25,6.49
745.cand.1.liste.2,745.cand.1,745,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,21,5.45
745.cand.1.liste.3,745.cand.1,745,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,18,4.68
745.cand.1.liste.4,745.cand.1,745,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,8,2.08
745.cand.1.liste.5,745.cand.1,745,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,2,0.52
745.cand.2.liste.0,745.cand.2,745,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,2,0.52
745.cand.3.liste.0,745.cand.3,745,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,2,0.52
745.cand.4.liste.0,745.cand.4,745,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,1,0.26
745.cand.5.liste.0,745.cand.5,745,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,1,0.26
745.cand.6.liste.0,745.cand.6,745,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,1,0.26
745.cand.7.liste.0,745.cand.7,745,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,2,0.52
745.cand.8.liste.0,745.cand.8,745,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,1,0.26
746.cand.0.liste.0,746.cand.0,746,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,110,27.64
746.cand.0.liste.1,746.cand.0,746,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,35,8.79
746.cand.0.liste.2,746.cand.0,746,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,34,8.54
746.cand.0.liste.3,746.cand.0,746,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,25,6.28
746.cand.0.liste.4,746.cand.0,746,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,11,2.76
746.cand.0.liste.5,746.cand.0,746,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,3,0.75
746.cand.1.liste.0,746.cand.1,746,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,57,14.32
746.cand.1.liste.1,746.cand.1,746,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,35,8.79
746.cand.1.liste.2,746.cand.1,746,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,29,7.29
746.cand.1.liste.3,746.cand.1,746,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,25,6.28
746.cand.1.liste.4,746.cand.1,746,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,17,4.27
746.cand.1.liste.5,746.cand.1,746,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,5,1.26
746.cand.1.liste.6,746.cand.1,746,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,0,0
746.cand.2.liste.0,746.cand.2,746,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,7,1.76
746.cand.3.liste.0,746.cand.3,746,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,5,1.26
746.cand.4.liste.0,746.cand.4,746,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,0
746.cand.5.liste.0,746.cand.5,746,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,0,0
746.cand.6.liste.0,746.cand.6,746,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,0,0
746.cand.7.liste.0,746.cand.7,746,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,0,0
746.cand.8.liste.0,746.cand.8,746,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,0,0
747.cand.0.liste.0,747.cand.0,747,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,62,18.45
747.cand.0.liste.1,747.cand.0,747,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,44,13.10
747.cand.0.liste.2,747.cand.0,747,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,25,7.44
747.cand.0.liste.3,747.cand.0,747,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,22,6.55
747.cand.0.liste.4,747.cand.0,747,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,14,4.17
747.cand.0.liste.5,747.cand.0,747,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,8,2.38
747.cand.0.liste.6,747.cand.0,747,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,1,0.30
747.cand.1.liste.0,747.cand.1,747,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,75,22.32
747.cand.1.liste.1,747.cand.1,747,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,31,9.23
747.cand.1.liste.2,747.cand.1,747,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,20,5.95
747.cand.1.liste.3,747.cand.1,747,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,15,4.46
747.cand.1.liste.4,747.cand.1,747,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,7,2.08
747.cand.1.liste.5,747.cand.1,747,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,3,0.89
747.cand.2.liste.0,747.cand.2,747,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,2,0.60
747.cand.3.liste.0,747.cand.3,747,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,2,0.60
747.cand.4.liste.0,747.cand.4,747,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,2,0.60
747.cand.5.liste.0,747.cand.5,747,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,1,0.30
747.cand.6.liste.0,747.cand.6,747,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,1,0.30
747.cand.7.liste.0,747.cand.7,747,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,1,0.30
747.cand.8.liste.0,747.cand.8,747,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,0
748.cand.0.liste.0,748.cand.0,748,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,115,31.51
748.cand.0.liste.1,748.cand.0,748,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,29,7.95
748.cand.0.liste.2,748.cand.0,748,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,23,6.30
748.cand.0.liste.3,748.cand.0,748,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,19,5.21
748.cand.0.liste.4,748.cand.0,748,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,8,2.19
748.cand.0.liste.5,748.cand.0,748,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,5,1.37
748.cand.1.liste.0,748.cand.1,748,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,68,18.63
748.cand.1.liste.1,748.cand.1,748,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,38,10.41
748.cand.1.liste.2,748.cand.1,748,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,23,6.30
748.cand.1.liste.3,748.cand.1,748,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,16,4.38
748.cand.1.liste.4,748.cand.1,748,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,8,2.19
748.cand.1.liste.5,748.cand.1,748,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,4,1.10
748.cand.1.liste.6,748.cand.1,748,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,0,0
748.cand.2.liste.0,748.cand.2,748,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,4,1.10
748.cand.3.liste.0,748.cand.3,748,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,3,0.82
748.cand.4.liste.0,748.cand.4,748,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,2,0.55
748.cand.5.liste.0,748.cand.5,748,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,0,0
748.cand.6.liste.0,748.cand.6,748,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,0
748.cand.7.liste.0,748.cand.7,748,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,0,0
748.cand.8.liste.0,748.cand.8,748,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,0,0
749.cand.0.liste.0,749.cand.0,749,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,73,15.90
749.cand.0.liste.1,749.cand.0,749,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,66,14.38
749.cand.0.liste.2,749.cand.0,749,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,36,7.84
749.cand.0.liste.3,749.cand.0,749,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,36,7.84
749.cand.0.liste.4,749.cand.0,749,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,28,6.10
749.cand.0.liste.5,749.cand.0,749,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,10,2.18
749.cand.0.liste.6,749.cand.0,749,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,3,0.65
749.cand.1.liste.0,749.cand.1,749,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,123,26.80
749.cand.1.liste.1,749.cand.1,749,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,23,5.01
749.cand.1.liste.2,749.cand.1,749,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,17,3.70
749.cand.1.liste.3,749.cand.1,749,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,13,2.83
749.cand.1.liste.4,749.cand.1,749,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,13,2.83
749.cand.1.liste.5,749.cand.1,749,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,8,1.74
749.cand.2.liste.0,749.cand.2,749,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,4,0.87
749.cand.3.liste.0,749.cand.3,749,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,2,0.44
749.cand.4.liste.0,749.cand.4,749,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,3,0.65
749.cand.5.liste.0,749.cand.5,749,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,1,0.22
749.cand.6.liste.0,749.cand.6,749,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,0,0
749.cand.7.liste.0,749.cand.7,749,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,0
749.cand.8.liste.0,749.cand.8,749,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,0,0
750.cand.0.liste.0,750.cand.0,750,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,125,26.60
750.cand.0.liste.1,750.cand.0,750,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,40,8.51
750.cand.0.liste.2,750.cand.0,750,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,35,7.45
750.cand.0.liste.3,750.cand.0,750,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,15,3.19
750.cand.0.liste.4,750.cand.0,750,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,13,2.77
750.cand.0.liste.5,750.cand.0,750,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,9,1.91
750.cand.1.liste.0,750.cand.1,750,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,52,11.06
750.cand.1.liste.1,750.cand.1,750,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,49,10.43
750.cand.1.liste.2,750.cand.1,750,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,35,7.45
750.cand.1.liste.3,750.cand.1,750,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,33,7.02
750.cand.1.liste.4,750.cand.1,750,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,29,6.17
750.cand.1.liste.5,750.cand.1,750,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,13,2.77
750.cand.1.liste.6,750.cand.1,750,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,1,0.21
750.cand.2.liste.0,750.cand.2,750,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,6,1.28
750.cand.3.liste.0,750.cand.3,750,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,5,1.06
750.cand.4.liste.0,750.cand.4,750,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,4,0.85
750.cand.5.liste.0,750.cand.5,750,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,3,0.64
750.cand.6.liste.0,750.cand.6,750,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,1,0.21
750.cand.7.liste.0,750.cand.7,750,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,1,0.21
750.cand.8.liste.0,750.cand.8,750,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,1,0.21
751.cand.0.liste.0,751.cand.0,751,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,126,24.61
751.cand.0.liste.1,751.cand.0,751,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,89,17.38
751.cand.0.liste.2,751.cand.0,751,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,46,8.98
751.cand.0.liste.3,751.cand.0,751,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,39,7.62
751.cand.0.liste.4,751.cand.0,751,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,37,7.23
751.cand.0.liste.5,751.cand.0,751,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,12,2.34
751.cand.0.liste.6,751.cand.0,751,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,4,0.78
751.cand.1.liste.0,751.cand.1,751,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,82,16.02
751.cand.1.liste.1,751.cand.1,751,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,27,5.27
751.cand.1.liste.2,751.cand.1,751,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,17,3.32
751.cand.1.liste.3,751.cand.1,751,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,12,2.34
751.cand.1.liste.4,751.cand.1,751,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,9,1.76
751.cand.1.liste.5,751.cand.1,751,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,2,0.39
751.cand.2.liste.0,751.cand.2,751,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,5,0.98
751.cand.3.liste.0,751.cand.3,751,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,3,0.59
751.cand.4.liste.0,751.cand.4,751,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,1,0.20
751.cand.5.liste.0,751.cand.5,751,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,0
751.cand.6.liste.0,751.cand.6,751,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,0,0
751.cand.7.liste.0,751.cand.7,751,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,1,0.20
751.cand.8.liste.0,751.cand.8,751,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,0,0
752.cand.0.liste.0,752.cand.0,752,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,78,17.69
752.cand.0.liste.1,752.cand.0,752,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,68,15.42
752.cand.0.liste.2,752.cand.0,752,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,30,6.80
752.cand.0.liste.3,752.cand.0,752,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,30,6.80
752.cand.0.liste.4,752.cand.0,752,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,28,6.35
752.cand.0.liste.5,752.cand.0,752,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,8,1.81
752.cand.0.liste.6,752.cand.0,752,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,2,0.45
752.cand.1.liste.0,752.cand.1,752,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,91,20.63
752.cand.1.liste.1,752.cand.1,752,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,32,7.26
752.cand.1.liste.2,752.cand.1,752,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,27,6.12
752.cand.1.liste.3,752.cand.1,752,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,16,3.63
752.cand.1.liste.4,752.cand.1,752,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,14,3.17
752.cand.1.liste.5,752.cand.1,752,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,5,1.13
752.cand.2.liste.0,752.cand.2,752,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,5,1.13
752.cand.3.liste.0,752.cand.3,752,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,4,0.91
752.cand.4.liste.0,752.cand.4,752,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,1,0.23
752.cand.5.liste.0,752.cand.5,752,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,1,0.23
752.cand.6.liste.0,752.cand.6,752,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,0,0
752.cand.7.liste.0,752.cand.7,752,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,0,0
752.cand.8.liste.0,752.cand.8,752,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,1,0.23
753.cand.0.liste.0,753.cand.0,753,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,86,19.37
753.cand.0.liste.1,753.cand.0,753,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,56,12.61
753.cand.0.liste.2,753.cand.0,753,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,37,8.33
753.cand.0.liste.3,753.cand.0,753,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,31,6.98
753.cand.0.liste.4,753.cand.0,753,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,29,6.53
753.cand.0.liste.5,753.cand.0,753,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,7,1.58
753.cand.0.liste.6,753.cand.0,753,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,1,0.23
753.cand.1.liste.0,753.cand.1,753,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,100,22.52
753.cand.1.liste.1,753.cand.1,753,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,29,6.53
753.cand.1.liste.2,753.cand.1,753,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,22,4.95
753.cand.1.liste.3,753.cand.1,753,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,16,3.60
753.cand.1.liste.4,753.cand.1,753,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,10,2.25
753.cand.1.liste.5,753.cand.1,753,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,5,1.13
753.cand.2.liste.0,753.cand.2,753,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,5,1.13
753.cand.3.liste.0,753.cand.3,753,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,4,0.90
753.cand.4.liste.0,753.cand.4,753,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,4,0.90
753.cand.5.liste.0,753.cand.5,753,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,1,0.23
