_link,_link_main,cogn,nome,a_nome,d_nasc,l_nasc,pos,desc_lis_r,img_lis_r,voti,perc,tot_vot_lis,perc_lis
396.cand.8,396,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0
397.cand.0,397,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,226,56.22,216,58.06
397.cand.1,397,BUCCI,MARCO,,19591031000000,GENOVA,8,,,162,40.30,143,38.44
397.cand.2,397,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,4,1.00,4,1.08
397.cand.3,397,MORRA,NICOLA,,19630705000000,GENOVA,7,,,4,1.00,3,0.81
397.cand.4,397,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,2,0.50,2,0.54
397.cand.5,397,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,2,0.50,2,0.54
397.cand.6,397,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,1,0.25,0,0
397.cand.7,397,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,1,0.25,1,0.27
397.cand.8,397,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,1,0.27
398.cand.0,398,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,173,55.10,163,56.01
398.cand.1,398,BUCCI,MARCO,,19591031000000,GENOVA,8,,,129,41.08,117,40.21
398.cand.2,398,MORRA,NICOLA,,19630705000000,GENOVA,7,,,5,1.59,5,1.72
398.cand.3,398,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,2,0.64,2,0.69
398.cand.4,398,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,2,0.64,1,0.34
398.cand.5,398,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,2,0.64,2,0.69
398.cand.6,398,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,1,0.32,1,0.34
398.cand.7,398,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0
398.cand.8,398,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0
399.cand.0,399,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,182,65.23,175,66.79
399.cand.1,399,BUCCI,MARCO,,19591031000000,GENOVA,8,,,86,30.82,78,29.77
399.cand.2,399,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,3,1.08,2,0.76
399.cand.3,399,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,3,1.08,2,0.76
399.cand.4,399,MORRA,NICOLA,,19630705000000,GENOVA,7,,,3,1.08,3,1.15
399.cand.5,399,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,2,0.72,2,0.76
399.cand.6,399,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0
399.cand.7,399,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0
399.cand.8,399,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0
400.cand.0,400,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,288,64.43,278,65.26
400.cand.1,400,BUCCI,MARCO,,19591031000000,GENOVA,8,,,129,28.86,115,27.00
400.cand.2,400,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,13,2.91,15,3.52
400.cand.3,400,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,6,1.34,6,1.41
400.cand.4,400,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,4,0.89,4,0.94
400.cand.5,400,MORRA,NICOLA,,19630705000000,GENOVA,7,,,4,0.89,5,1.17
400.cand.6,400,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,2,0.45,2,0.47
400.cand.7,400,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,1,0.22,1,0.23
400.cand.8,400,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0
401.cand.0,401,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,349,67.50,339,68.21
401.cand.1,401,BUCCI,MARCO,,19591031000000,GENOVA,8,,,151,29.21,141,28.37
401.cand.2,401,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,7,1.35,6,1.21
401.cand.3,401,MORRA,NICOLA,,19630705000000,GENOVA,7,,,4,0.77,6,1.21
401.cand.4,401,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,3,0.58,3,0.60
401.cand.5,401,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,2,0.39,1,0.20
401.cand.6,401,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,1,0.19,1,0.20
401.cand.7,401,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0
401.cand.8,401,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0
402.cand.0,402,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,299,74.01,276,73.02
402.cand.1,402,BUCCI,MARCO,,19591031000000,GENOVA,8,,,88,21.78,81,21.43
402.cand.2,402,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,6,1.49,6,1.59
402.cand.3,402,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,5,1.24,7,1.85
402.cand.4,402,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,4,0.99,5,1.32
402.cand.5,402,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,2,0.50,2,0.53
402.cand.6,402,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0
402.cand.7,402,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0
402.cand.8,402,MORRA,NICOLA,,19630705000000,GENOVA,7,,,0,0,1,0.26
403.cand.0,403,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,285,75.40,273,75.62
403.cand.1,403,BUCCI,MARCO,,19591031000000,GENOVA,8,,,82,21.69,77,21.33
403.cand.2,403,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,4,1.06,4,1.11
403.cand.3,403,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,3,0.79,3,0.83
403.cand.4,403,MORRA,NICOLA,,19630705000000,GENOVA,7,,,3,0.79,3,0.83
403.cand.5,403,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,1,0.26,1,0.28
403.cand.6,403,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0
403.cand.7,403,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0
403.cand.8,403,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0
404.cand.0,404,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,280,71.61,269,74.93
404.cand.1,404,BUCCI,MARCO,,19591031000000,GENOVA,8,,,108,27.62,88,24.51
404.cand.2,404,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,2,0.51,1,0.28
404.cand.3,404,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,1,0.26,0,0
404.cand.4,404,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0
404.cand.5,404,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0
404.cand.6,404,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0
404.cand.7,404,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0
404.cand.8,404,MORRA,NICOLA,,19630705000000,GENOVA,7,,,0,0,1,0.28
405.cand.0,405,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,298,66.52,289,67.05
405.cand.1,405,BUCCI,MARCO,,19591031000000,GENOVA,8,,,136,30.36,126,29.23
405.cand.2,405,MORRA,NICOLA,,19630705000000,GENOVA,7,,,8,1.79,8,1.86
405.cand.3,405,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,3,0.67,6,1.39
405.cand.4,405,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,2,0.45,2,0.46
405.cand.5,405,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,1,0.22,0,0
405.cand.6,405,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0
405.cand.7,405,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0
405.cand.8,405,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0
406.cand.0,406,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,189,60.38,171,60.21
406.cand.1,406,BUCCI,MARCO,,19591031000000,GENOVA,8,,,106,33.87,97,34.15
406.cand.2,406,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,5,1.60,4,1.41
406.cand.3,406,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,4,1.28,4,1.41
406.cand.4,406,MORRA,NICOLA,,19630705000000,GENOVA,7,,,4,1.28,4,1.41
406.cand.5,406,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,3,0.96,2,0.70
406.cand.6,406,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,2,0.64,2,0.70
406.cand.7,406,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0
406.cand.8,406,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0
407.cand.0,407,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,302,65.51,287,66.13
407.cand.1,407,BUCCI,MARCO,,19591031000000,GENOVA,8,,,150,32.54,137,31.57
407.cand.2,407,MORRA,NICOLA,,19630705000000,GENOVA,7,,,5,1.08,5,1.15
407.cand.3,407,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,2,0.43,2,0.46
407.cand.4,407,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,2,0.43,3,0.69
407.cand.5,407,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0
407.cand.6,407,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0
407.cand.7,407,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0
407.cand.8,407,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0
408.cand.0,408,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,309,58.08,291,59.63
408.cand.1,408,BUCCI,MARCO,,19591031000000,GENOVA,8,,,199,37.41,175,35.86
408.cand.2,408,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,12,2.26,11,2.25
408.cand.3,408,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,4,0.75,4,0.82
408.cand.4,408,MORRA,NICOLA,,19630705000000,GENOVA,7,,,4,0.75,4,0.82
408.cand.5,408,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,2,0.38,1,0.20
408.cand.6,408,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,1,0.19,1,0.20
408.cand.7,408,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,1,0.19,1,0.20
408.cand.8,408,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0
409.cand.0,409,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,245,72.49,229,71.56
409.cand.1,409,BUCCI,MARCO,,19591031000000,GENOVA,8,,,76,22.49,70,21.88
409.cand.2,409,MORRA,NICOLA,,19630705000000,GENOVA,7,,,6,1.78,6,1.88
409.cand.3,409,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,5,1.48,7,2.19
409.cand.4,409,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,3,0.89,3,0.94
409.cand.5,409,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,3,0.89,5,1.56
409.cand.6,409,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0
409.cand.7,409,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0
409.cand.8,409,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0
410.cand.0,410,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,388,74.62,373,74.90
410.cand.1,410,BUCCI,MARCO,,19591031000000,GENOVA,8,,,113,21.73,104,20.88
410.cand.2,410,MORRA,NICOLA,,19630705000000,GENOVA,7,,,7,1.35,7,1.41
410.cand.3,410,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,5,0.96,5,1.00
410.cand.4,410,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,4,0.77,6,1.20
410.cand.5,410,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,3,0.58,3,0.60
410.cand.6,410,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0
410.cand.7,410,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0
410.cand.8,410,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0
411.cand.0,411,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,270,75.84,262,77.74
411.cand.1,411,BUCCI,MARCO,,19591031000000,GENOVA,8,,,77,21.63,66,19.58
411.cand.2,411,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,4,1.12,4,1.19
411.cand.3,411,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,2,0.56,2,0.59
411.cand.4,411,MORRA,NICOLA,,19630705000000,GENOVA,7,,,2,0.56,2,0.59
411.cand.5,411,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,1,0.28,1,0.30
411.cand.6,411,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0
411.cand.7,411,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0
411.cand.8,411,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0
412.cand.0,412,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,354,60.41,346,63.14
412.cand.1,412,BUCCI,MARCO,,19591031000000,GENOVA,8,,,209,35.67,176,32.12
412.cand.2,412,MORRA,NICOLA,,19630705000000,GENOVA,7,,,11,1.88,13,2.37
412.cand.3,412,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,7,1.19,7,1.28
412.cand.4,412,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,3,0.51,3,0.55
412.cand.5,412,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,2,0.34,2,0.36
412.cand.6,412,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0
412.cand.7,412,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0
412.cand.8,412,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,1,0.18
413.cand.0,413,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,200,60.06,193,61.66
413.cand.1,413,BUCCI,MARCO,,19591031000000,GENOVA,8,,,120,36.04,108,34.50
413.cand.2,413,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,5,1.50,5,1.60
413.cand.3,413,MORRA,NICOLA,,19630705000000,GENOVA,7,,,5,1.50,5,1.60
413.cand.4,413,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,3,0.90,2,0.64
413.cand.5,413,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0
413.cand.6,413,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0
413.cand.7,413,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0
413.cand.8,413,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0
414.cand.0,414,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,211,61.34,199,60.30
414.cand.1,414,BUCCI,MARCO,,19591031000000,GENOVA,8,,,113,32.85,109,33.03
414.cand.2,414,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,8,2.33,5,1.52
414.cand.3,414,MORRA,NICOLA,,19630705000000,GENOVA,7,,,4,1.16,8,2.42
414.cand.4,414,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,3,0.87,2,0.61
414.cand.5,414,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,3,0.87,5,1.52
414.cand.6,414,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,2,0.58,2,0.61
414.cand.7,414,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0
414.cand.8,414,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0
415.cand.0,415,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,199,70.32,187,70.30
415.cand.1,415,BUCCI,MARCO,,19591031000000,GENOVA,8,,,76,26.86,67,25.19
415.cand.2,415,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,2,0.71,2,0.75
415.cand.3,415,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,2,0.71,2,0.75
415.cand.4,415,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,2,0.71,6,2.26
415.cand.5,415,MORRA,NICOLA,,19630705000000,GENOVA,7,,,2,0.71,2,0.75
415.cand.6,415,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0
415.cand.7,415,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0
415.cand.8,415,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0
416.cand.0,416,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,264,68.57,247,67.67
416.cand.1,416,BUCCI,MARCO,,19591031000000,GENOVA,8,,,106,27.53,97,26.58
416.cand.2,416,MORRA,NICOLA,,19630705000000,GENOVA,7,,,9,2.34,9,2.47
416.cand.3,416,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,3,0.78,4,1.10
416.cand.4,416,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,2,0.52,6,1.64
416.cand.5,416,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,1,0.26,1,0.27
416.cand.6,416,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0
416.cand.7,416,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0
416.cand.8,416,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,1,0.27
417.cand.0,417,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,340,69.67,326,69.36
417.cand.1,417,BUCCI,MARCO,,19591031000000,GENOVA,8,,,130,26.64,123,26.17
417.cand.2,417,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,5,1.02,6,1.28
417.cand.3,417,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,5,1.02,7,1.49
417.cand.4,417,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,4,0.82,4,0.85
417.cand.5,417,MORRA,NICOLA,,19630705000000,GENOVA,7,,,3,0.61,3,0.64
417.cand.6,417,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,1,0.20,1,0.21
417.cand.7,417,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0
417.cand.8,417,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0
418.cand.0,418,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,167,63.50,165,66.27
418.cand.1,418,BUCCI,MARCO,,19591031000000,GENOVA,8,,,82,31.18,72,28.92
418.cand.2,418,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,6,2.28,4,1.61
418.cand.3,418,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,4,1.52,3,1.20
418.cand.4,418,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,2,0.76,3,1.20
418.cand.5,418,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,1,0.38,1,0.40
418.cand.6,418,MORRA,NICOLA,,19630705000000,GENOVA,7,,,1,0.38,1,0.40
418.cand.7,418,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0
418.cand.8,418,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0
419.cand.0,419,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,239,66.20,227,67.76
419.cand.1,419,BUCCI,MARCO,,19591031000000,GENOVA,8,,,105,29.09,91,27.16
419.cand.2,419,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,8,2.22,8,2.39
419.cand.3,419,MORRA,NICOLA,,19630705000000,GENOVA,7,,,5,1.39,4,1.19
419.cand.4,419,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,3,0.83,4,1.19
419.cand.5,419,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,1,0.28,1,0.30
419.cand.6,419,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0
419.cand.7,419,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0
419.cand.8,419,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0
420.cand.0,420,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,215,59.56,202,59.24
420.cand.1,420,BUCCI,MARCO,,19591031000000,GENOVA,8,,,136,37.67,130,38.12
420.cand.2,420,MORRA,NICOLA,,19630705000000,GENOVA,7,,,4,1.11,4,1.17
420.cand.3,420,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,2,0.55,2,0.59
420.cand.4,420,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,2,0.55,2,0.59
420.cand.5,420,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,1,0.28,0,0
420.cand.6,420,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,1,0.28,1,0.29
420.cand.7,420,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0
420.cand.8,420,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,0,0,0,0
421.cand.0,421,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,266,59.24,242,60.05
421.cand.1,421,BUCCI,MARCO,,19591031000000,GENOVA,8,,,161,35.86,139,34.49
421.cand.2,421,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,6,1.34,6,1.49
421.cand.3,421,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,4,0.89,4,0.99
421.cand.4,421,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,4,0.89,3,0.74
421.cand.5,421,MORRA,NICOLA,,19630705000000,GENOVA,7,,,4,0.89,5,1.24
421.cand.6,421,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,3,0.67,3,0.74
421.cand.7,421,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,1,0.22,1,0.25
421.cand.8,421,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0
422.cand.0,422,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,225,67.16,207,67.65
422.cand.1,422,BUCCI,MARCO,,19591031000000,GENOVA,8,,,95,28.36,85,27.78
422.cand.2,422,MORRA,NICOLA,,19630705000000,GENOVA,7,,,7,2.09,6,1.96
422.cand.3,422,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,3,0.90,2,0.65
422.cand.4,422,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,3,0.90,4,1.31
422.cand.5,422,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,1,0.30,1,0.33
422.cand.6,422,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,1,0.30,1,0.33
422.cand.7,422,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0
422.cand.8,422,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0
423.cand.0,423,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,144,56.25,133,58.59
423.cand.1,423,BUCCI,MARCO,,19591031000000,GENOVA,8,,,94,36.72,76,33.48
423.cand.2,423,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,5,1.95,5,2.20
423.cand.3,423,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,4,1.56,3,1.32
423.cand.4,423,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,3,1.17,4,1.76
423.cand.5,423,MORRA,NICOLA,,19630705000000,GENOVA,7,,,3,1.17,3,1.32
423.cand.6,423,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,2,0.78,2,0.88
423.cand.7,423,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,1,0.39,1,0.44
423.cand.8,423,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0
424.cand.0,424,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,151,58.98,142,60.94
424.cand.1,424,BUCCI,MARCO,,19591031000000,GENOVA,8,,,95,37.11,84,36.05
424.cand.2,424,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,4,1.56,2,0.86
424.cand.3,424,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,2,0.78,2,0.86
424.cand.4,424,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,2,0.78,1,0.43
424.cand.5,424,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,2,0.78,0,0
424.cand.6,424,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0
