minint_elettorale,comune,comune_codice,codice_sezione,elettori_totali,elettori_maschi,elettori_femmine,orario,votanti,votanti_maschi,votanti_femmine,percentuale_votanti,percentuale_tornata_precedente,file,com_istat_code
1070370010,AIROLE,10,1,262,147,115,20241027120000,45,0,0,17.18,null,affluenza_comune_037_0010,008001
1070370010,AIROLE,10,1,262,147,115,20241027190000,100,0,0,38.17,null,affluenza_comune_037_0010,008001
1070370010,AIROLE,10,1,262,147,115,20241027230000,111,0,0,42.37,null,affluenza_comune_037_0010,008001
1070370010,AIROLE,10,1,262,147,115,20241028150000,151,79,72,57.63,null,affluenza_comune_037_0010,008001
1070370020,APRICALE,20,1,446,240,206,20241027120000,35,0,0,7.85,null,affluenza_comune_037_0020,008002
1070370020,APRICALE,20,1,446,240,206,20241027190000,80,0,0,17.94,null,affluenza_comune_037_0020,008002
1070370020,APRICALE,20,1,446,240,206,20241027230000,86,0,0,19.28,null,affluenza_comune_037_0020,008002
1070370020,APRICALE,20,1,446,240,206,20241028150000,134,72,62,30.04,null,affluenza_comune_037_0020,008002
1070370030,AQUILA D'ARROSCIA,30,1,173,97,76,20241027120000,19,0,0,10.98,null,affluenza_comune_037_0030,008003
1070370030,AQUILA D'ARROSCIA,30,1,173,97,76,20241027190000,60,0,0,34.68,null,affluenza_comune_037_0030,008003
1070370030,AQUILA D'ARROSCIA,30,1,173,97,76,20241027230000,69,0,0,39.88,null,affluenza_comune_037_0030,008003
1070370030,AQUILA D'ARROSCIA,30,1,173,97,76,20241028150000,90,54,36,52.02,null,affluenza_comune_037_0030,008003
1070370040,ARMO,40,1,85,39,46,20241027120000,14,0,0,16.47,null,affluenza_comune_037_0040,008004
1070370040,ARMO,40,1,85,39,46,20241027190000,30,0,0,35.29,null,affluenza_comune_037_0040,008004
1070370040,ARMO,40,1,85,39,46,20241027230000,32,0,0,37.65,null,affluenza_comune_037_0040,008004
1070370040,ARMO,40,1,85,39,46,20241028150000,52,28,24,61.18,null,affluenza_comune_037_0040,008004
1070370041,AURIGO,41,1,230,117,113,20241027120000,29,0,0,12.61,null,affluenza_comune_037_0041,008005
1070370041,AURIGO,41,1,230,117,113,20241027190000,76,0,0,33.04,null,affluenza_comune_037_0041,008005
1070370041,AURIGO,41,1,230,117,113,20241027230000,94,0,0,40.87,null,affluenza_comune_037_0041,008005
1070370041,AURIGO,41,1,230,117,113,20241028150000,132,69,63,57.39,null,affluenza_comune_037_0041,008005
1070370041,AURIGO,41,2,41,21,20,20241027120000,1,0,0,2.44,null,affluenza_comune_037_0041,008005
1070370041,AURIGO,41,2,41,21,20,20241027190000,18,0,0,43.9,null,affluenza_comune_037_0041,008005
1070370041,AURIGO,41,2,41,21,20,20241027230000,21,0,0,51.22,null,affluenza_comune_037_0041,008005
1070370041,AURIGO,41,2,41,21,20,20241028150000,29,12,17,70.73,null,affluenza_comune_037_0041,008005
1070370050,BADALUCCO,50,1,434,215,219,20241027120000,28,0,0,6.45,null,affluenza_comune_037_0050,008006
1070370050,BADALUCCO,50,1,434,215,219,20241027190000,86,0,0,19.82,null,affluenza_comune_037_0050,008006
1070370050,BADALUCCO,50,1,434,215,219,20241027230000,97,0,0,22.35,null,affluenza_comune_037_0050,008006
1070370050,BADALUCCO,50,1,434,215,219,20241028150000,168,77,91,38.71,null,affluenza_comune_037_0050,008006
1070370050,BADALUCCO,50,2,494,245,249,20241027120000,30,0,0,6.07,null,affluenza_comune_037_0050,008006
1070370050,BADALUCCO,50,2,494,245,249,20241027190000,103,0,0,20.85,null,affluenza_comune_037_0050,008006
1070370050,BADALUCCO,50,2,494,245,249,20241027230000,120,0,0,24.29,null,affluenza_comune_037_0050,008006
1070370050,BADALUCCO,50,2,494,245,249,20241028150000,212,101,111,42.91,null,affluenza_comune_037_0050,008006
1070370060,BAJARDO,60,1,258,135,123,20241027120000,34,0,0,13.18,null,affluenza_comune_037_0060,008007
1070370060,BAJARDO,60,1,258,135,123,20241027190000,65,0,0,25.19,null,affluenza_comune_037_0060,008007
1070370060,BAJARDO,60,1,258,135,123,20241027230000,67,0,0,25.97,null,affluenza_comune_037_0060,008007
1070370060,BAJARDO,60,1,258,135,123,20241028150000,111,64,47,43.02,null,affluenza_comune_037_0060,008007
1070370070,BORDIGHERA,70,1,931,459,472,20241027120000,116,0,0,12.46,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,1,931,459,472,20241027190000,236,0,0,25.35,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,1,931,459,472,20241027230000,257,0,0,27.6,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,1,931,459,472,20241028150000,355,164,191,38.13,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,2,934,430,504,20241027120000,84,0,0,8.99,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,2,934,430,504,20241027190000,200,0,0,21.41,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,2,934,430,504,20241027230000,217,0,0,23.23,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,2,934,430,504,20241028150000,292,132,160,31.26,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,3,842,370,472,20241027120000,83,0,0,9.86,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,3,842,370,472,20241027190000,212,0,0,25.18,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,3,842,370,472,20241027230000,236,0,0,28.03,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,3,842,370,472,20241028150000,327,149,178,38.84,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,4,959,434,525,20241027120000,101,0,0,10.53,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,4,959,434,525,20241027190000,219,0,0,22.84,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,4,959,434,525,20241027230000,239,0,0,24.92,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,4,959,434,525,20241028150000,322,144,178,33.58,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,5,936,431,505,20241027120000,115,0,0,12.29,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,5,936,431,505,20241027190000,279,0,0,29.81,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,5,936,431,505,20241027230000,301,0,0,32.16,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,5,936,431,505,20241028150000,401,188,213,42.84,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,6,816,414,402,20241027120000,92,0,0,11.27,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,6,816,414,402,20241027190000,189,0,0,23.16,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,6,816,414,402,20241027230000,199,0,0,24.39,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,6,816,414,402,20241028150000,296,146,150,36.27,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,7,974,483,491,20241027120000,101,0,0,10.37,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,7,974,483,491,20241027190000,232,0,0,23.82,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,7,974,483,491,20241027230000,254,0,0,26.08,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,7,974,483,491,20241028150000,344,168,176,35.32,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,8,851,401,450,20241027120000,101,0,0,11.87,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,8,851,401,450,20241027190000,242,0,0,28.44,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,8,851,401,450,20241027230000,265,0,0,31.14,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,8,851,401,450,20241028150000,357,171,186,41.95,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,9,1041,493,548,20241027120000,100,0,0,9.61,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,9,1041,493,548,20241027190000,230,0,0,22.09,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,9,1041,493,548,20241027230000,260,0,0,24.98,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,9,1041,493,548,20241028150000,360,173,187,34.58,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,10,994,485,509,20241027120000,113,0,0,11.37,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,10,994,485,509,20241027190000,240,0,0,24.14,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,10,994,485,509,20241027230000,263,0,0,26.46,null,affluenza_comune_037_0070,008008
1070370070,BORDIGHERA,70,10,994,485,509,20241028150000,387,183,204,38.93,null,affluenza_comune_037_0070,008008
1070370080,BORGHETTO D'ARROSCIA,80,1,318,179,139,20241027120000,18,0,0,5.66,null,affluenza_comune_037_0080,008009
1070370080,BORGHETTO D'ARROSCIA,80,1,318,179,139,20241027190000,76,0,0,23.9,null,affluenza_comune_037_0080,008009
1070370080,BORGHETTO D'ARROSCIA,80,1,318,179,139,20241027230000,82,0,0,25.79,null,affluenza_comune_037_0080,008009
1070370080,BORGHETTO D'ARROSCIA,80,1,318,179,139,20241028150000,129,70,59,40.57,null,affluenza_comune_037_0080,008009
1070370090,BORGOMARO,90,1,435,217,218,20241027120000,36,0,0,8.28,null,affluenza_comune_037_0090,008010
1070370090,BORGOMARO,90,1,435,217,218,20241027190000,105,0,0,24.14,null,affluenza_comune_037_0090,008010
1070370090,BORGOMARO,90,1,435,217,218,20241027230000,119,0,0,27.36,null,affluenza_comune_037_0090,008010
1070370090,BORGOMARO,90,1,435,217,218,20241028150000,181,91,90,41.61,null,affluenza_comune_037_0090,008010
1070370090,BORGOMARO,90,2,78,44,34,20241027120000,9,0,0,11.54,null,affluenza_comune_037_0090,008010
1070370090,BORGOMARO,90,2,78,44,34,20241027190000,23,0,0,29.49,null,affluenza_comune_037_0090,008010
1070370090,BORGOMARO,90,2,78,44,34,20241027230000,31,0,0,39.74,null,affluenza_comune_037_0090,008010
1070370090,BORGOMARO,90,2,78,44,34,20241028150000,34,20,14,43.59,null,affluenza_comune_037_0090,008010
1070370090,BORGOMARO,90,3,136,73,63,20241027120000,13,0,0,9.56,null,affluenza_comune_037_0090,008010
1070370090,BORGOMARO,90,3,136,73,63,20241027190000,48,0,0,35.29,null,affluenza_comune_037_0090,008010
1070370090,BORGOMARO,90,3,136,73,63,20241027230000,57,0,0,41.91,null,affluenza_comune_037_0090,008010
1070370090,BORGOMARO,90,3,136,73,63,20241028150000,74,42,32,54.41,null,affluenza_comune_037_0090,008010
1070370100,CAMPOROSSO,100,1,819,413,406,20241027120000,64,0,0,7.81,null,affluenza_comune_037_0100,008011
1070370100,CAMPOROSSO,100,1,819,413,406,20241027190000,148,0,0,18.07,null,affluenza_comune_037_0100,008011
1070370100,CAMPOROSSO,100,1,819,413,406,20241027230000,156,0,0,19.05,null,affluenza_comune_037_0100,008011
1070370100,CAMPOROSSO,100,1,819,413,406,20241028150000,230,117,113,28.08,null,affluenza_comune_037_0100,008011
1070370100,CAMPOROSSO,100,2,1013,508,505,20241027120000,98,0,0,9.67,null,affluenza_comune_037_0100,008011
1070370100,CAMPOROSSO,100,2,1013,508,505,20241027190000,270,0,0,26.65,null,affluenza_comune_037_0100,008011
1070370100,CAMPOROSSO,100,2,1013,508,505,20241027230000,303,0,0,29.91,null,affluenza_comune_037_0100,008011
1070370100,CAMPOROSSO,100,2,1013,508,505,20241028150000,395,196,199,38.99,null,affluenza_comune_037_0100,008011
1070370100,CAMPOROSSO,100,3,995,505,490,20241027120000,103,0,0,10.35,null,affluenza_comune_037_0100,008011
1070370100,CAMPOROSSO,100,3,995,505,490,20241027190000,226,0,0,22.71,null,affluenza_comune_037_0100,008011
1070370100,CAMPOROSSO,100,3,995,505,490,20241027230000,243,0,0,24.42,null,affluenza_comune_037_0100,008011
1070370100,CAMPOROSSO,100,3,995,505,490,20241028150000,378,186,192,37.99,null,affluenza_comune_037_0100,008011
1070370100,CAMPOROSSO,100,4,1002,494,508,20241027120000,103,0,0,10.28,null,affluenza_comune_037_0100,008011
1070370100,CAMPOROSSO,100,4,1002,494,508,20241027190000,283,0,0,28.24,null,affluenza_comune_037_0100,008011
1070370100,CAMPOROSSO,100,4,1002,494,508,20241027230000,308,0,0,30.74,null,affluenza_comune_037_0100,008011
1070370100,CAMPOROSSO,100,4,1002,494,508,20241028150000,440,212,228,43.91,null,affluenza_comune_037_0100,008011
1070370100,CAMPOROSSO,100,5,938,449,489,20241027120000,104,0,0,11.09,null,affluenza_comune_037_0100,008011
1070370100,CAMPOROSSO,100,5,938,449,489,20241027190000,233,0,0,24.84,null,affluenza_comune_037_0100,008011
1070370100,CAMPOROSSO,100,5,938,449,489,20241027230000,252,0,0,26.87,null,affluenza_comune_037_0100,008011
1070370100,CAMPOROSSO,100,5,938,449,489,20241028150000,345,179,166,36.78,null,affluenza_comune_037_0100,008011
1070370110,CARAVONICA,110,1,186,105,81,20241027120000,25,0,0,13.44,null,affluenza_comune_037_0110,008012
1070370110,CARAVONICA,110,1,186,105,81,20241027190000,82,0,0,44.09,null,affluenza_comune_037_0110,008012
1070370110,CARAVONICA,110,1,186,105,81,20241027230000,85,0,0,45.7,null,affluenza_comune_037_0110,008012
1070370110,CARAVONICA,110,1,186,105,81,20241028150000,130,74,56,69.89,null,affluenza_comune_037_0110,008012
1070370130,CASTELLARO,130,1,1077,532,545,20241027120000,126,0,0,11.7,null,affluenza_comune_037_0130,008014
1070370130,CASTELLARO,130,1,1077,532,545,20241027190000,303,0,0,28.13,null,affluenza_comune_037_0130,008014
1070370130,CASTELLARO,130,1,1077,532,545,20241027230000,342,0,0,31.75,null,affluenza_comune_037_0130,008014
1070370130,CASTELLARO,130,1,1077,532,545,20241028150000,453,231,222,42.06,null,affluenza_comune_037_0130,008014
1070370140,CASTEL VITTORIO,140,1,249,136,113,20241027120000,18,0,0,7.23,null,affluenza_comune_037_0140,008015
1070370140,CASTEL VITTORIO,140,1,249,136,113,20241027190000,54,0,0,21.69,null,affluenza_comune_037_0140,008015
1070370140,CASTEL VITTORIO,140,1,249,136,113,20241027230000,58,0,0,23.29,null,affluenza_comune_037_0140,008015
1070370140,CASTEL VITTORIO,140,1,249,136,113,20241028150000,103,50,53,41.37,null,affluenza_comune_037_0140,008015
1070370150,CERIANA,150,1,375,185,190,20241027120000,54,0,0,14.4,null,affluenza_comune_037_0150,008016
1070370150,CERIANA,150,1,375,185,190,20241027190000,87,0,0,23.2,null,affluenza_comune_037_0150,008016
1070370150,CERIANA,150,1,375,185,190,20241027230000,91,0,0,24.27,null,affluenza_comune_037_0150,008016
1070370150,CERIANA,150,1,375,185,190,20241028150000,134,72,62,35.73,null,affluenza_comune_037_0150,008016
1070370150,CERIANA,150,2,533,299,234,20241027120000,37,0,0,6.94,null,affluenza_comune_037_0150,008016
1070370150,CERIANA,150,2,533,299,234,20241027190000,83,0,0,15.57,null,affluenza_comune_037_0150,008016
1070370150,CERIANA,150,2,533,299,234,20241027230000,90,0,0,16.89,null,affluenza_comune_037_0150,008016
1070370150,CERIANA,150,2,533,299,234,20241028150000,134,70,64,25.14,null,affluenza_comune_037_0150,008016
1070370160,CERVO,160,1,1020,494,526,20241027120000,99,0,0,9.71,null,affluenza_comune_037_0160,008017
1070370160,CERVO,160,1,1020,494,526,20241027190000,216,0,0,21.18,null,affluenza_comune_037_0160,008017
1070370160,CERVO,160,1,1020,494,526,20241027230000,227,0,0,22.25,null,affluenza_comune_037_0160,008017
1070370160,CERVO,160,1,1020,494,526,20241028150000,346,166,180,33.92,null,affluenza_comune_037_0160,008017
1070370170,CESIO,170,1,228,121,107,20241027120000,34,0,0,14.91,null,affluenza_comune_037_0170,008018
1070370170,CESIO,170,1,228,121,107,20241027190000,66,0,0,28.95,null,affluenza_comune_037_0170,008018
1070370170,CESIO,170,1,228,121,107,20241027230000,76,0,0,33.33,null,affluenza_comune_037_0170,008018
1070370170,CESIO,170,1,228,121,107,20241028150000,104,61,43,45.61,null,affluenza_comune_037_0170,008018
1070370180,CHIUSANICO,180,1,244,122,122,20241027120000,26,0,0,10.66,null,affluenza_comune_037_0180,008019
1070370180,CHIUSANICO,180,1,244,122,122,20241027190000,62,0,0,25.41,null,affluenza_comune_037_0180,008019
1070370180,CHIUSANICO,180,1,244,122,122,20241027230000,69,0,0,28.28,null,affluenza_comune_037_0180,008019
1070370180,CHIUSANICO,180,1,244,122,122,20241028150000,93,48,45,38.11,null,affluenza_comune_037_0180,008019
1070370180,CHIUSANICO,180,2,136,71,65,20241027120000,19,0,0,13.97,null,affluenza_comune_037_0180,008019
1070370180,CHIUSANICO,180,2,136,71,65,20241027190000,55,0,0,40.44,null,affluenza_comune_037_0180,008019
1070370180,CHIUSANICO,180,2,136,71,65,20241027230000,63,0,0,46.32,null,affluenza_comune_037_0180,008019
1070370180,CHIUSANICO,180,2,136,71,65,20241028150000,80,44,36,58.82,null,affluenza_comune_037_0180,008019
1070370180,CHIUSANICO,180,3,158,84,74,20241027120000,18,0,0,11.39,null,affluenza_comune_037_0180,008019
1070370180,CHIUSANICO,180,3,158,84,74,20241027190000,45,0,0,28.48,null,affluenza_comune_037_0180,008019
1070370180,CHIUSANICO,180,3,158,84,74,20241027230000,57,0,0,36.08,null,affluenza_comune_037_0180,008019
1070370180,CHIUSANICO,180,3,158,84,74,20241028150000,86,45,41,54.43,null,affluenza_comune_037_0180,008019
1070370190,CHIUSAVECCHIA,190,1,370,182,188,20241027120000,51,0,0,13.78,null,affluenza_comune_037_0190,008020
1070370190,CHIUSAVECCHIA,190,1,370,182,188,20241027190000,112,0,0,30.27,null,affluenza_comune_037_0190,008020
1070370190,CHIUSAVECCHIA,190,1,370,182,188,20241027230000,119,0,0,32.16,null,affluenza_comune_037_0190,008020
1070370190,CHIUSAVECCHIA,190,1,370,182,188,20241028150000,165,77,88,44.59,null,affluenza_comune_037_0190,008020
1070370200,CIPRESSA,200,1,985,489,496,20241027120000,104,0,0,10.56,null,affluenza_comune_037_0200,008021
1070370200,CIPRESSA,200,1,985,489,496,20241027190000,278,0,0,28.22,null,affluenza_comune_037_0200,008021
1070370200,CIPRESSA,200,1,985,489,496,20241027230000,343,0,0,34.82,null,affluenza_comune_037_0200,008021
1070370200,CIPRESSA,200,1,985,489,496,20241028150000,447,228,219,45.38,null,affluenza_comune_037_0200,008021
1070370210,CIVEZZA,210,1,472,229,243,20241027120000,73,0,0,15.47,null,affluenza_comune_037_0210,008022
1070370210,CIVEZZA,210,1,472,229,243,20241027190000,160,0,0,33.9,null,affluenza_comune_037_0210,008022
1070370210,CIVEZZA,210,1,472,229,243,20241027230000,174,0,0,36.86,null,affluenza_comune_037_0210,008022
1070370210,CIVEZZA,210,1,472,229,243,20241028150000,222,105,117,47.03,null,affluenza_comune_037_0210,008022
1070370220,COSIO D'ARROSCIA,220,1,152,69,83,20241027120000,21,0,0,13.82,null,affluenza_comune_037_0220,008023
1070370220,COSIO D'ARROSCIA,220,1,152,69,83,20241027190000,77,0,0,50.66,null,affluenza_comune_037_0220,008023
1070370220,COSIO D'ARROSCIA,220,1,152,69,83,20241027230000,82,0,0,53.95,null,affluenza_comune_037_0220,008023
1070370220,COSIO D'ARROSCIA,220,1,152,69,83,20241028150000,101,51,50,66.45,null,affluenza_comune_037_0220,008023
1070370221,COSTARAINERA,221,1,649,318,331,20241027120000,79,0,0,12.17,null,affluenza_comune_037_0221,008024
1070370221,COSTARAINERA,221,1,649,318,331,20241027190000,194,0,0,29.89,null,affluenza_comune_037_0221,008024
1070370221,COSTARAINERA,221,1,649,318,331,20241027230000,224,0,0,34.51,null,affluenza_comune_037_0221,008024
1070370221,COSTARAINERA,221,1,649,318,331,20241028150000,318,155,163,49,null,affluenza_comune_037_0221,008024
1070370230,DIANO ARENTINO,230,1,634,334,300,20241027120000,47,0,0,7.41,null,affluenza_comune_037_0230,008025
1070370230,DIANO ARENTINO,230,1,634,334,300,20241027190000,120,0,0,18.93,null,affluenza_comune_037_0230,008025
1070370230,DIANO ARENTINO,230,1,634,334,300,20241027230000,145,0,0,22.87,null,affluenza_comune_037_0230,008025
1070370230,DIANO ARENTINO,230,1,634,334,300,20241028150000,211,100,111,33.28,null,affluenza_comune_037_0230,008025
1070370240,DIANO CASTELLO,240,1,933,457,476,20241027120000,79,0,0,8.47,null,affluenza_comune_037_0240,008026
1070370240,DIANO CASTELLO,240,1,933,457,476,20241027190000,190,0,0,20.36,null,affluenza_comune_037_0240,008026
1070370240,DIANO CASTELLO,240,1,933,457,476,20241027230000,317,0,0,33.98,null,affluenza_comune_037_0240,008026
1070370240,DIANO CASTELLO,240,1,933,457,476,20241028150000,334,162,172,35.8,null,affluenza_comune_037_0240,008026
1070370240,DIANO CASTELLO,240,2,922,450,472,20241027120000,95,0,0,10.3,null,affluenza_comune_037_0240,008026
1070370240,DIANO CASTELLO,240,2,922,450,472,20241027190000,237,0,0,25.7,null,affluenza_comune_037_0240,008026
1070370240,DIANO CASTELLO,240,2,922,450,472,20241027230000,267,0,0,28.96,null,affluenza_comune_037_0240,008026
1070370240,DIANO CASTELLO,240,2,922,450,472,20241028150000,374,186,188,40.56,null,affluenza_comune_037_0240,008026
1070370250,DIANO MARINA,250,1,737,338,399,20241027120000,109,0,0,14.79,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,1,737,338,399,20241027190000,205,0,0,27.82,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,1,737,338,399,20241027230000,225,0,0,30.53,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,1,737,338,399,20241028150000,347,164,183,47.08,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,2,621,275,346,20241027120000,78,0,0,12.56,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,2,621,275,346,20241027190000,144,0,0,23.19,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,2,621,275,346,20241027230000,150,0,0,24.15,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,2,621,275,346,20241028150000,214,92,122,34.46,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,3,635,292,343,20241027120000,100,0,0,15.75,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,3,635,292,343,20241027190000,171,0,0,26.93,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,3,635,292,343,20241027230000,196,0,0,30.87,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,3,635,292,343,20241028150000,252,122,130,39.69,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,4,721,321,400,20241027120000,93,0,0,12.9,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,4,721,321,400,20241027190000,171,0,0,23.72,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,4,721,321,400,20241027230000,186,0,0,25.8,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,4,721,321,400,20241028150000,283,127,156,39.25,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,5,622,272,350,20241027120000,67,0,0,10.77,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,5,622,272,350,20241027190000,132,0,0,21.22,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,5,622,272,350,20241027230000,144,0,0,23.15,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,5,622,272,350,20241028150000,205,92,113,32.96,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,6,772,365,407,20241027120000,93,0,0,12.05,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,6,772,365,407,20241027190000,189,0,0,24.48,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,6,772,365,407,20241027230000,208,0,0,26.94,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,6,772,365,407,20241028150000,293,146,147,37.95,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,7,1040,532,508,20241027120000,102,0,0,9.81,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,7,1040,532,508,20241027190000,206,0,0,19.81,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,7,1040,532,508,20241027230000,227,0,0,21.83,null,affluenza_comune_037_0250,008027
1070370250,DIANO MARINA,250,7,1040,532,508,20241028150000,342,171,171,32.88,null,affluenza_comune_037_0250,008027
1070370260,DIANO SAN PIETRO,260,1,889,439,450,20241027120000,94,0,0,10.57,null,affluenza_comune_037_0260,008028
1070370260,DIANO SAN PIETRO,260,1,889,439,450,20241027190000,238,0,0,26.77,null,affluenza_comune_037_0260,008028
1070370260,DIANO SAN PIETRO,260,1,889,439,450,20241027230000,266,0,0,29.92,null,affluenza_comune_037_0260,008028
1070370260,DIANO SAN PIETRO,260,1,889,439,450,20241028150000,385,201,184,43.31,null,affluenza_comune_037_0260,008028
1070370270,DOLCEACQUA,270,1,1088,549,539,20241027120000,71,0,0,6.53,null,affluenza_comune_037_0270,008029
1070370270,DOLCEACQUA,270,1,1088,549,539,20241027190000,177,0,0,16.27,null,affluenza_comune_037_0270,008029
1070370270,DOLCEACQUA,270,1,1088,549,539,20241027230000,212,0,0,19.49,null,affluenza_comune_037_0270,008029
1070370270,DOLCEACQUA,270,1,1088,549,539,20241028150000,359,183,176,33,null,affluenza_comune_037_0270,008029
1070370270,DOLCEACQUA,270,2,801,394,407,20241027120000,76,0,0,9.49,null,affluenza_comune_037_0270,008029
1070370270,DOLCEACQUA,270,2,801,394,407,20241027190000,196,0,0,24.47,null,affluenza_comune_037_0270,008029
1070370270,DOLCEACQUA,270,2,801,394,407,20241027230000,223,0,0,27.84,null,affluenza_comune_037_0270,008029
1070370270,DOLCEACQUA,270,2,801,394,407,20241028150000,329,147,182,41.07,null,affluenza_comune_037_0270,008029
1070370280,DOLCEDO,280,1,864,441,423,20241027120000,83,0,0,9.61,null,affluenza_comune_037_0280,008030
1070370280,DOLCEDO,280,1,864,441,423,20241027190000,228,0,0,26.39,null,affluenza_comune_037_0280,008030
1070370280,DOLCEDO,280,1,864,441,423,20241027230000,259,0,0,29.98,null,affluenza_comune_037_0280,008030
1070370280,DOLCEDO,280,1,864,441,423,20241028150000,368,193,175,42.59,null,affluenza_comune_037_0280,008030
1070370280,DOLCEDO,280,2,154,85,69,20241027120000,14,0,0,9.09,null,affluenza_comune_037_0280,008030
1070370280,DOLCEDO,280,2,154,85,69,20241027190000,33,0,0,21.43,null,affluenza_comune_037_0280,008030
1070370280,DOLCEDO,280,2,154,85,69,20241027230000,43,0,0,27.92,null,affluenza_comune_037_0280,008030
1070370280,DOLCEDO,280,2,154,85,69,20241028150000,70,42,28,45.45,null,affluenza_comune_037_0280,008030
1070370290,IMPERIA,290,1,544,279,265,20241027120000,79,0,0,14.52,null,affluenza_comune_037_0290,008031
1070370290,IMPERIA,290,1,544,279,265,20241027190000,150,0,0,27.57,null,affluenza_comune_037_0290,008031
1070370290,IMPERIA,290,1,544,279,265,20241027230000,168,0,0,30.88,null,affluenza_comune_037_0290,008031
1070370290,IMPERIA,290,1,544,279,265,20241028150000,229,121,108,42.1,null,affluenza_comune_037_0290,008031
1070370290,IMPERIA,290,2,660,340,320,20241027120000,77,0,0,11.67,null,affluenza_comune_037_0290,008031
1070370290,IMPERIA,290,2,660,340,320,20241027190000,203,0,0,30.76,null,affluenza_comune_037_0290,008031
1070370290,IMPERIA,290,2,660,340,320,20241027230000,234,0,0,35.45,null,affluenza_comune_037_0290,008031
