minint_elettorale,comune,comune_codice,codice_sezione,elettori_totali,elettori_maschi,elettori_femmine,orario,votanti,votanti_maschi,votanti_femmine,percentuale_votanti,percentuale_tornata_precedente,file,com_istat_code
1070340250,GENOVA,250,4,419,220,199,20241028150000,201,103,98,47.97,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,5,598,285,313,20241027120000,109,0,0,18.23,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,5,598,285,313,20241027190000,254,0,0,42.47,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,5,598,285,313,20241027230000,284,0,0,47.49,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,5,598,285,313,20241028150000,371,180,191,62.04,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,6,424,208,216,20241027120000,63,0,0,14.86,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,6,424,208,216,20241027190000,126,0,0,29.72,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,6,424,208,216,20241027230000,138,0,0,32.55,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,6,424,208,216,20241028150000,174,80,94,41.04,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,7,134,66,68,20241027120000,16,0,0,11.94,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,7,134,66,68,20241027190000,41,0,0,30.6,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,7,134,66,68,20241027230000,47,0,0,35.07,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,7,134,66,68,20241028150000,71,35,36,52.99,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,8,559,257,302,20241027120000,108,0,0,19.32,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,8,559,257,302,20241027190000,220,0,0,39.36,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,8,559,257,302,20241027230000,248,0,0,44.36,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,8,559,257,302,20241028150000,326,152,174,58.32,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,9,1016,475,541,20241027120000,178,0,0,17.52,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,9,1016,475,541,20241027190000,372,0,0,36.61,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,9,1016,475,541,20241027230000,433,0,0,42.62,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,9,1016,475,541,20241028150000,536,240,296,52.76,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,10,690,331,359,20241027120000,135,0,0,19.57,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,10,690,331,359,20241027190000,315,0,0,45.65,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,10,690,331,359,20241027230000,357,0,0,51.74,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,10,690,331,359,20241028150000,422,202,220,61.16,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,11,701,338,363,20241027120000,133,0,0,18.97,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,11,701,338,363,20241027190000,261,0,0,37.23,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,11,701,338,363,20241027230000,300,0,0,42.8,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,11,701,338,363,20241028150000,388,189,199,55.35,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,12,716,340,376,20241027120000,115,0,0,16.06,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,12,716,340,376,20241027190000,243,0,0,33.94,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,12,716,340,376,20241027230000,278,0,0,38.83,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,12,716,340,376,20241028150000,357,159,198,49.86,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,13,912,408,504,20241027120000,160,0,0,17.54,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,13,912,408,504,20241027190000,369,0,0,40.46,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,13,912,408,504,20241027230000,403,0,0,44.19,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,13,912,408,504,20241028150000,494,219,275,54.17,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,14,757,359,398,20241027120000,150,0,0,19.82,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,14,757,359,398,20241027190000,290,0,0,38.31,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,14,757,359,398,20241027230000,321,0,0,42.4,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,14,757,359,398,20241028150000,400,195,205,52.84,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,15,721,339,382,20241027120000,161,0,0,22.33,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,15,721,339,382,20241027190000,338,0,0,46.88,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,15,721,339,382,20241027230000,364,0,0,50.49,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,15,721,339,382,20241028150000,446,199,247,61.86,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,16,681,318,363,20241027120000,101,0,0,14.83,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,16,681,318,363,20241027190000,297,0,0,43.61,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,16,681,318,363,20241027230000,322,0,0,47.28,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,16,681,318,363,20241028150000,423,201,222,62.11,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,17,372,163,209,20241027120000,42,0,0,11.29,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,17,372,163,209,20241027190000,86,0,0,23.12,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,17,372,163,209,20241027230000,94,0,0,25.27,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,17,372,163,209,20241028150000,123,63,60,33.06,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,18,752,348,404,20241027120000,99,0,0,13.16,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,18,752,348,404,20241027190000,255,0,0,33.91,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,18,752,348,404,20241027230000,299,0,0,39.76,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,18,752,348,404,20241028150000,365,181,184,48.54,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,19,719,360,359,20241027120000,71,0,0,9.87,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,19,719,360,359,20241027190000,147,0,0,20.45,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,19,719,360,359,20241027230000,161,0,0,22.39,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,19,719,360,359,20241028150000,215,111,104,29.9,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,20,943,448,495,20241027120000,135,0,0,14.32,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,20,943,448,495,20241027190000,279,0,0,29.59,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,20,943,448,495,20241027230000,317,0,0,33.62,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,20,943,448,495,20241028150000,411,204,207,43.58,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,21,449,204,245,20241027120000,42,0,0,9.35,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,21,449,204,245,20241027190000,59,0,0,13.14,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,21,449,204,245,20241027230000,66,0,0,14.7,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,21,449,204,245,20241028150000,94,46,48,20.94,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,22,566,252,314,20241027120000,39,0,0,6.89,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,22,566,252,314,20241027190000,128,0,0,22.61,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,22,566,252,314,20241027230000,147,0,0,25.97,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,22,566,252,314,20241028150000,208,95,113,36.75,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,23,513,224,289,20241027120000,31,0,0,6.04,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,23,513,224,289,20241027190000,81,0,0,15.79,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,23,513,224,289,20241027230000,90,0,0,17.54,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,23,513,224,289,20241028150000,128,65,63,24.95,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,24,453,202,251,20241027120000,30,0,0,6.62,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,24,453,202,251,20241027190000,77,0,0,17,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,24,453,202,251,20241027230000,87,0,0,19.21,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,24,453,202,251,20241028150000,122,62,60,26.93,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,25,578,259,319,20241027120000,41,0,0,7.09,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,25,578,259,319,20241027190000,88,0,0,15.22,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,25,578,259,319,20241027230000,95,0,0,16.44,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,25,578,259,319,20241028150000,144,67,77,24.91,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,26,732,356,376,20241027120000,102,0,0,13.93,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,26,732,356,376,20241027190000,202,0,0,27.6,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,26,732,356,376,20241027230000,219,0,0,29.92,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,26,732,356,376,20241028150000,321,155,166,43.85,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,27,558,279,279,20241027120000,79,0,0,14.16,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,27,558,279,279,20241027190000,165,0,0,29.57,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,27,558,279,279,20241027230000,174,0,0,31.18,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,27,558,279,279,20241028150000,228,121,107,40.86,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,28,684,315,369,20241027120000,97,0,0,14.18,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,28,684,315,369,20241027190000,190,0,0,27.78,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,28,684,315,369,20241027230000,216,0,0,31.58,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,28,684,315,369,20241028150000,282,141,141,41.23,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,29,510,249,261,20241027120000,63,0,0,12.35,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,29,510,249,261,20241027190000,166,0,0,32.55,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,29,510,249,261,20241027230000,176,0,0,34.51,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,29,510,249,261,20241028150000,247,119,128,48.43,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,30,918,420,498,20241027120000,149,0,0,16.23,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,30,918,420,498,20241027190000,305,0,0,33.22,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,30,918,420,498,20241027230000,325,0,0,35.4,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,30,918,420,498,20241028150000,400,188,212,43.57,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,31,781,375,406,20241027120000,108,0,0,13.83,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,31,781,375,406,20241027190000,239,0,0,30.6,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,31,781,375,406,20241027230000,272,0,0,34.83,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,31,781,375,406,20241028150000,355,178,177,45.45,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,32,845,409,436,20241027120000,132,0,0,15.62,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,32,845,409,436,20241027190000,389,0,0,46.04,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,32,845,409,436,20241027230000,389,0,0,46.04,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,32,845,409,436,20241028150000,464,229,235,54.91,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,33,757,374,383,20241027120000,114,0,0,15.06,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,33,757,374,383,20241027190000,253,0,0,33.42,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,33,757,374,383,20241027230000,289,0,0,38.18,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,33,757,374,383,20241028150000,357,179,178,47.16,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,34,743,360,383,20241027120000,106,0,0,14.27,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,34,743,360,383,20241027190000,251,0,0,33.78,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,34,743,360,383,20241027230000,275,0,0,37.01,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,34,743,360,383,20241028150000,365,189,176,49.13,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,35,784,375,409,20241027120000,128,0,0,16.33,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,35,784,375,409,20241027190000,279,0,0,35.59,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,35,784,375,409,20241027230000,303,0,0,38.65,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,35,784,375,409,20241028150000,392,189,203,50,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,36,689,329,360,20241027120000,106,0,0,15.38,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,36,689,329,360,20241027190000,227,0,0,32.95,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,36,689,329,360,20241027230000,269,0,0,39.04,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,36,689,329,360,20241028150000,344,170,174,49.93,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,37,496,233,263,20241027120000,64,0,0,12.9,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,37,496,233,263,20241027190000,170,0,0,34.27,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,37,496,233,263,20241027230000,195,0,0,39.31,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,37,496,233,263,20241028150000,244,119,125,49.19,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,38,853,391,462,20241027120000,145,0,0,17,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,38,853,391,462,20241027190000,315,0,0,36.93,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,38,853,391,462,20241027230000,352,0,0,41.27,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,38,853,391,462,20241028150000,434,207,227,50.88,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,39,662,292,370,20241027120000,99,0,0,14.95,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,39,662,292,370,20241027190000,214,0,0,32.33,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,39,662,292,370,20241027230000,240,0,0,36.25,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,39,662,292,370,20241028150000,305,143,162,46.07,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,40,604,272,332,20241027120000,62,0,0,10.26,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,40,604,272,332,20241027190000,120,0,0,19.87,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,40,604,272,332,20241027230000,130,0,0,21.52,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,40,604,272,332,20241028150000,180,85,95,29.8,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,41,566,270,296,20241027120000,54,0,0,9.54,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,41,566,270,296,20241027190000,133,0,0,23.5,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,41,566,270,296,20241027230000,149,0,0,26.33,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,41,566,270,296,20241028150000,213,105,108,37.63,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,42,794,369,425,20241027120000,78,0,0,9.82,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,42,794,369,425,20241027190000,206,0,0,25.94,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,42,794,369,425,20241027230000,227,0,0,28.59,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,42,794,369,425,20241028150000,311,151,160,39.17,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,43,729,339,390,20241027120000,117,0,0,16.05,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,43,729,339,390,20241027190000,265,0,0,36.35,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,43,729,339,390,20241027230000,294,0,0,40.33,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,43,729,339,390,20241028150000,381,176,205,52.26,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,44,618,271,347,20241027120000,128,0,0,20.71,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,44,618,271,347,20241027190000,237,0,0,38.35,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,44,618,271,347,20241027230000,255,0,0,41.26,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,44,618,271,347,20241028150000,318,143,175,51.46,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,45,621,284,337,20241027120000,90,0,0,14.49,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,45,621,284,337,20241027190000,224,0,0,36.07,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,45,621,284,337,20241027230000,270,0,0,43.48,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,45,621,284,337,20241028150000,353,172,181,56.84,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,46,625,298,327,20241027120000,88,0,0,14.08,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,46,625,298,327,20241027190000,224,0,0,35.84,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,46,625,298,327,20241027230000,247,0,0,39.52,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,46,625,298,327,20241028150000,333,154,179,53.28,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,47,925,434,491,20241027120000,156,0,0,16.86,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,47,925,434,491,20241027190000,370,0,0,40,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,47,925,434,491,20241027230000,425,0,0,45.95,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,47,925,434,491,20241028150000,548,259,289,59.24,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,48,865,414,451,20241027120000,151,0,0,17.46,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,48,865,414,451,20241027190000,328,0,0,37.92,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,48,865,414,451,20241027230000,370,0,0,42.77,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,48,865,414,451,20241028150000,496,236,260,57.34,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,49,923,442,481,20241027120000,137,0,0,14.84,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,49,923,442,481,20241027190000,313,0,0,33.91,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,49,923,442,481,20241027230000,358,0,0,38.79,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,49,923,442,481,20241028150000,474,215,259,51.35,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,50,874,420,454,20241027120000,172,0,0,19.68,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,50,874,420,454,20241027190000,402,0,0,46,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,50,874,420,454,20241027230000,465,0,0,53.2,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,50,874,420,454,20241028150000,567,262,305,64.87,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,51,817,369,448,20241027120000,148,0,0,18.12,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,51,817,369,448,20241027190000,309,0,0,37.82,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,51,817,369,448,20241027230000,354,0,0,43.33,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,51,817,369,448,20241028150000,460,212,248,56.3,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,52,856,423,433,20241027120000,128,0,0,14.95,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,52,856,423,433,20241027190000,328,0,0,38.32,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,52,856,423,433,20241027230000,375,0,0,43.81,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,52,856,423,433,20241028150000,492,241,251,57.48,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,53,924,423,501,20241027120000,176,0,0,19.05,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,53,924,423,501,20241027190000,376,0,0,40.69,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,53,924,423,501,20241027230000,430,0,0,46.54,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,53,924,423,501,20241028150000,533,252,281,57.68,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,54,900,412,488,20241027120000,182,0,0,20.22,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,54,900,412,488,20241027190000,388,0,0,43.11,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,54,900,412,488,20241027230000,431,0,0,47.89,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,54,900,412,488,20241028150000,551,256,295,61.22,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,55,908,413,495,20241027120000,179,0,0,19.71,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,55,908,413,495,20241027190000,415,0,0,45.7,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,55,908,413,495,20241027230000,420,0,0,46.26,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,55,908,413,495,20241028150000,537,241,296,59.14,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,56,936,426,510,20241027120000,203,0,0,21.69,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,56,936,426,510,20241027190000,456,0,0,48.72,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,56,936,426,510,20241027230000,571,0,0,61,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,56,936,426,510,20241028150000,624,284,340,66.67,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,57,759,356,403,20241027120000,192,0,0,25.3,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,57,759,356,403,20241027190000,376,0,0,49.54,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,57,759,356,403,20241027230000,405,0,0,53.36,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,57,759,356,403,20241028150000,504,235,269,66.4,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,58,742,334,408,20241027120000,130,0,0,17.52,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,58,742,334,408,20241027190000,292,0,0,39.35,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,58,742,334,408,20241027230000,322,0,0,43.4,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,58,742,334,408,20241028150000,413,186,227,55.66,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,59,854,379,475,20241027120000,211,0,0,24.71,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,59,854,379,475,20241027190000,390,0,0,45.67,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,59,854,379,475,20241027230000,436,0,0,51.05,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,59,854,379,475,20241028150000,563,251,312,65.93,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,60,679,300,379,20241027120000,156,0,0,22.97,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,60,679,300,379,20241027190000,305,0,0,44.92,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,60,679,300,379,20241027230000,327,0,0,48.16,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,60,679,300,379,20241028150000,406,183,223,59.79,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,61,766,342,424,20241027120000,163,0,0,21.28,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,61,766,342,424,20241027190000,340,0,0,44.39,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,61,766,342,424,20241027230000,379,0,0,49.48,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,61,766,342,424,20241028150000,470,207,263,61.36,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,62,797,361,436,20241027120000,177,0,0,22.21,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,62,797,361,436,20241027190000,345,0,0,43.29,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,62,797,361,436,20241027230000,384,0,0,48.18,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,62,797,361,436,20241028150000,486,217,269,60.98,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,63,856,388,468,20241027120000,175,0,0,20.44,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,63,856,388,468,20241027190000,369,0,0,43.11,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,63,856,388,468,20241027230000,413,0,0,48.25,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,63,856,388,468,20241028150000,507,239,268,59.23,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,64,172,94,78,20241027120000,20,0,0,11.63,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,64,172,94,78,20241027190000,54,0,0,31.4,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,64,172,94,78,20241027230000,64,0,0,37.21,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,64,172,94,78,20241028150000,87,49,38,50.58,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,65,234,124,110,20241027120000,19,0,0,8.12,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,65,234,124,110,20241027190000,70,0,0,29.91,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,65,234,124,110,20241027230000,74,0,0,31.62,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,65,234,124,110,20241028150000,99,45,54,42.31,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,66,457,236,221,20241027120000,69,0,0,15.1,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,66,457,236,221,20241027190000,161,0,0,35.23,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,66,457,236,221,20241027230000,190,0,0,41.58,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,66,457,236,221,20241028150000,234,129,105,51.2,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,67,877,440,437,20241027120000,180,0,0,20.52,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,67,877,440,437,20241027190000,394,0,0,44.93,null,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,67,877,440,437,20241027230000,421,0,0,48,null,affluenza_comune_034_0250,010025
