minint_elettorale,_link,note,int_st,int_t_ele,int_f_elet,int_dt_ele,int_l_terr,int_area,int_desc_com,int_cod_com,int_desc_prov,int_cod_prov,int_ele_m,int_ele_f,int_ele_t,int_vot_m,int_vot_f,int_vot_t,int_perc_vot,int_sz_pres,int_sz_cons,int_sz_tot,int_fine_rip,int_sk_bianche,int_sk_nulle,int_sk_contestate,int_tot_vot_cand,int_tot_vot_lis,int_non_valid,int_dt_agg,int_data_prec_elez,int_reg_sto,int_prov_sto,int_comu_sto,int_circ_sto,int_tipo_tras,com_istat_code
1070740380,202,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,MILLESIMO,380,SAVONA,74,1437,1584,3021,0,0,0,0,1,1,3,N,0,0,0,399,381,,20241028172433,20200920000000,7,74,380,74,SZ,009038
1070740390,203,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,MIOGLIA,390,SAVONA,74,338,349,687,117,99,216,31.44,1,1,1,N,6,4,0,206,186,,20241028174647,20200920000000,7,74,390,74,SZ,009039
1070740400,204,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,MURIALDO,400,SAVONA,74,428,429,857,154,154,308,35.94,2,2,2,N,8,4,0,296,283,,20241028175305,20200920000000,7,74,400,74,SZ,009040
1070740410,205,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,NASINO,410,SAVONA,74,133,105,238,43,33,76,31.93,1,1,1,N,0,1,0,75,70,,20241028165031,20200920000000,7,74,410,74,SZ,009041
1070740420,206,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,NOLI,420,SAVONA,74,1181,1232,2413,0,0,0,0,1,1,4,N,0,0,0,82,77,,20241028162906,20200920000000,7,74,420,74,SZ,009042
1070740430,207,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,ONZO,430,SAVONA,74,79,97,176,54,51,105,59.66,1,1,1,N,0,1,0,104,98,,20241028165838,20200920000000,7,74,430,74,SZ,009043
1070740440,208,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,ORCO FEGLINO,440,SAVONA,74,505,540,1045,0,0,0,0,1,1,2,N,0,0,0,105,97,,20241028171156,20200920000000,7,74,440,74,SZ,009044
1070740450,209,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,ORTOVERO,450,SAVONA,74,641,632,1273,0,0,0,0,1,1,2,N,0,0,0,182,177,,20241028171447,20200920000000,7,74,450,74,SZ,009045
1070740460,210,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,OSIGLIA,460,SAVONA,74,331,305,636,0,0,0,0,0,0,1,N,0,0,0,0,0,,,20200920000000,7,74,460,74,SZ,009046
1070740470,211,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,PALLARE,470,SAVONA,74,474,482,956,0,0,0,0,0,0,2,N,0,0,0,0,0,,,20200920000000,7,74,470,74,SZ,009047
1070740480,212,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,PIANA CRIXIA,480,SAVONA,74,360,363,723,0,0,0,0,0,0,1,N,0,0,0,0,0,,,20200920000000,7,74,480,74,SZ,009048
1070740490,213,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,PIETRA LIGURE,490,SAVONA,74,3532,3904,7436,0,0,0,0,5,5,11,N,0,0,0,1208,1144,,20241028175514,20200920000000,7,74,490,74,SZ,009049
1070740500,214,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,PLODIO,500,SAVONA,74,284,272,556,0,0,0,0,0,0,1,N,0,0,0,0,0,,,20200920000000,7,74,500,74,SZ,009050
1070740510,215,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,PONTINVREA,510,SAVONA,74,437,425,862,0,0,0,0,0,0,1,N,0,0,0,0,0,,,20200920000000,7,74,510,74,SZ,009051
1070740520,216,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,QUILIANO,520,SAVONA,74,3233,3419,6652,0,0,0,0,0,0,9,N,0,0,0,0,0,,,20200920000000,7,74,520,74,SZ,009052
1070740530,217,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,RIALTO,530,SAVONA,74,331,341,672,0,0,0,0,0,0,1,N,0,0,0,0,0,,,20200920000000,7,74,530,74,SZ,009053
1070740540,218,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,ROCCAVIGNALE,540,SAVONA,74,446,482,928,0,0,0,0,0,0,1,N,0,0,0,0,0,,,20200920000000,7,74,540,74,SZ,009054
1070740550,219,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,SASSELLO,550,SAVONA,74,1104,1133,2237,0,0,0,0,2,2,4,N,0,0,0,129,124,,20241028171910,20200920000000,7,74,550,74,SZ,009055
1070740560,220,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,SAVONA,560,SAVONA,74,23214,26386,49600,0,0,0,0,12,12,61,N,0,0,0,3641,3367,,20241028172819,20200920000000,7,74,560,74,SZ,009056
1070740570,221,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,SPOTORNO,570,SAVONA,74,1554,1654,3208,0,0,0,0,0,0,4,N,0,0,0,0,0,,,20200920000000,7,74,570,74,SZ,009057
1070740580,222,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,STELLA,580,SAVONA,74,1539,1505,3044,0,0,0,0,0,0,3,N,0,0,0,0,0,,,20200920000000,7,74,580,74,SZ,009058
1070740590,223,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,STELLANELLO,590,SAVONA,74,373,351,724,155,139,294,40.61,1,1,1,N,0,7,0,287,270,,20241028173813,20200920000000,7,74,590,74,SZ,009059
1070740600,224,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,TESTICO,600,SAVONA,74,72,69,141,36,46,82,58.16,1,1,1,N,2,4,0,76,74,,20241028174645,20200920000000,7,74,600,74,SZ,009060
1070740610,225,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,TOIRANO,610,SAVONA,74,1220,1243,2463,543,568,1111,45.11,3,3,3,N,9,38,0,1064,992,,20241028172849,20200920000000,7,74,610,74,SZ,009061
1070740620,226,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,TOVO SAN GIACOMO,620,SAVONA,74,1158,1191,2349,0,0,0,0,0,0,3,N,0,0,0,0,0,,,20200920000000,7,74,620,74,SZ,009062
1070740630,227,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,URBE,630,SAVONA,74,414,390,804,0,0,0,0,0,0,2,N,0,0,0,0,0,,,20200920000000,7,74,630,74,SZ,009063
1070740640,228,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,VADO LIGURE,640,SAVONA,74,3461,3780,7241,0,0,0,0,3,3,8,N,0,0,0,1101,1036,,20241028175505,20200920000000,7,74,640,74,SZ,009064
1070740650,229,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,VARAZZE,650,SAVONA,74,5966,6278,12244,0,0,0,0,5,5,15,N,0,0,0,1125,1065,,20241028175432,20200920000000,7,74,650,74,SZ,009065
1070740660,230,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,VENDONE,660,SAVONA,74,165,155,320,89,72,161,50.31,1,1,1,N,2,5,0,154,148,,20241028172307,20200920000000,7,74,660,74,SZ,009066
1070740670,231,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,VEZZI PORTIO,670,SAVONA,74,394,373,767,0,0,0,0,0,0,1,N,0,0,0,0,0,,,20200920000000,7,74,670,74,SZ,009067
1070740680,232,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,VILLANOVA D'ALBENGA,680,SAVONA,74,1180,1177,2357,0,0,0,0,0,0,3,N,0,0,0,0,0,,,20200920000000,7,74,680,74,SZ,009068
1070740690,233,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,ZUCCARELLO,690,SAVONA,74,152,165,317,73,83,156,49.21,1,1,1,N,1,7,0,148,148,,20241028172635,20200920000000,7,74,690,74,SZ,009069
1070340010,0,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,ARENZANO,10,GENOVA,34,4922,5395,10317,0,0,0,0,1,1,10,N,0,0,0,583,547,,20241028172331,20200920000000,7,34,10,34,SZ,010001
1070340020,1,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,AVEGNO,20,GENOVA,34,1130,1114,2244,0,0,0,0,1,1,3,N,0,0,0,351,337,,20241028175030,20200920000000,7,34,20,34,SZ,010002
1070340030,2,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,BARGAGLI,30,GENOVA,34,1164,1119,2283,0,0,0,0,1,1,4,N,0,0,0,151,137,,20241028172331,20200920000000,7,34,30,34,SZ,010003
1070340040,3,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,BOGLIASCO,40,GENOVA,34,2123,2281,4404,0,0,0,0,0,0,4,N,0,0,0,0,0,,,20200920000000,7,34,40,34,SZ,010004
1070340050,4,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,BORZONASCA,50,GENOVA,34,932,869,1801,0,0,0,0,0,0,3,N,0,0,0,0,0,,,20200920000000,7,34,50,34,SZ,010005
1070340060,5,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,BUSALLA,60,GENOVA,34,2181,2311,4492,0,0,0,0,1,1,7,N,0,0,0,275,260,,20241028171231,20200920000000,7,34,60,34,SZ,010006
1070340070,6,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,CAMOGLI,70,GENOVA,34,2870,2910,5780,0,0,0,0,2,2,7,N,0,0,0,562,534,,20241028173212,20200920000000,7,34,70,34,SZ,010007
1070340080,7,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,CAMPO LIGURE,80,GENOVA,34,1190,1209,2399,0,0,0,0,1,1,3,N,0,0,0,460,443,,20241028175153,20200920000000,7,34,80,34,SZ,010008
1070340090,8,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,CAMPOMORONE,90,GENOVA,34,2901,3071,5972,0,0,0,0,0,0,9,N,0,0,0,0,0,,,20200920000000,7,34,90,34,SZ,010009
1070340100,9,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,CARASCO,100,GENOVA,34,1651,1664,3315,0,0,0,0,0,0,4,N,0,0,0,0,0,,,20200920000000,7,34,100,34,SZ,010010
1070340110,10,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,CASARZA LIGURE,110,GENOVA,34,2869,2958,5827,0,0,0,0,1,1,6,N,0,0,0,486,467,,20241028174452,20200920000000,7,34,110,34,SZ,010011
1070340120,11,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,CASELLA,120,GENOVA,34,1378,1372,2750,0,0,0,0,1,1,3,N,0,0,0,463,433,,20241028173436,20200920000000,7,34,120,34,SZ,010012
1070340130,12,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,CASTIGLIONE CHIAVARESE,130,GENOVA,34,875,907,1782,0,0,0,0,1,1,2,N,0,0,0,345,334,,20241028172051,20200920000000,7,34,130,34,SZ,010013
1070340140,13,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,CERANESI,140,GENOVA,34,1630,1594,3224,0,0,0,0,3,3,6,N,0,0,0,752,706,,20241028175018,20200920000000,7,34,140,34,SZ,010014
1070340150,14,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,CHIAVARI,150,GENOVA,34,12198,14128,26326,0,0,0,0,12,12,29,N,0,0,0,4365,4128,,20241028174921,20200920000000,7,34,150,34,SZ,010015
1070340160,15,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,CICAGNA,160,GENOVA,34,1028,979,2007,0,0,0,0,0,0,2,N,0,0,0,0,0,,,20200920000000,7,34,160,34,SZ,010016
1070340170,16,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,COGOLETO,170,GENOVA,34,3585,3908,7493,0,0,0,0,3,3,10,N,0,0,0,643,598,,20241028174745,20200920000000,7,34,170,34,SZ,010017
1070340180,17,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,COGORNO,180,GENOVA,34,2845,2979,5824,0,0,0,0,0,0,5,N,0,0,0,0,0,,,20200920000000,7,34,180,34,SZ,010018
1070340190,18,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,COREGLIA LIGURE,190,GENOVA,34,160,141,301,64,56,120,39.87,1,1,1,N,2,3,0,115,111,,20241028172800,20200920000000,7,34,190,34,SZ,010019
1070340200,19,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,CROCEFIESCHI,200,GENOVA,34,303,249,552,0,0,0,0,0,0,1,N,0,0,0,0,0,,,20200920000000,7,34,200,34,SZ,010020
1070340210,20,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,DAVAGNA,210,GENOVA,34,868,796,1664,0,0,0,0,0,0,2,N,0,0,0,0,0,,,20200920000000,7,34,210,34,SZ,010021
1070340220,21,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,FASCIA,220,GENOVA,34,39,40,79,26,17,43,54.43,1,1,1,N,2,1,0,40,38,,20241028154905,20200920000000,7,34,220,34,SZ,010022
1070340230,22,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,FAVALE DI MALVARO,230,GENOVA,34,354,385,739,0,0,0,0,0,0,1,N,0,0,0,0,0,,,20200920000000,7,34,230,34,SZ,010023
1070340240,23,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,FONTANIGORDA,240,GENOVA,34,124,95,219,0,0,0,0,0,0,1,N,0,0,0,0,0,,,20200920000000,7,34,240,34,SZ,010024
1070340250,24,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,GENOVA,250,GENOVA,34,225668,253210,478878,0,0,0,0,249,249,653,N,0,0,0,79354,74284,,20241028175619,20200920000000,7,34,250,34,SZ,010025
1070340260,25,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,GORRETO,260,GENOVA,34,56,53,109,33,21,54,49.54,1,1,1,N,1,0,0,53,52,,20241028162406,20200920000000,7,34,260,34,SZ,010026
1070340270,26,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,ISOLA DEL CANTONE,270,GENOVA,34,930,884,1814,0,0,0,0,0,0,2,N,0,0,0,0,0,,,20200920000000,7,34,270,34,SZ,010027
1070340280,27,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,LAVAGNA,280,GENOVA,34,5662,6406,12068,0,0,0,0,2,2,11,N,0,0,0,936,884,,20241028173147,20200920000000,7,34,280,34,SZ,010028
1070340290,28,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,LEIVI,290,GENOVA,34,1189,1221,2410,0,0,0,0,0,0,2,N,0,0,0,0,0,,,20200920000000,7,34,290,34,SZ,010029
1070340300,29,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,LORSICA,300,GENOVA,34,237,254,491,0,0,0,0,0,0,1,N,0,0,0,0,0,,,20200920000000,7,34,300,34,SZ,010030
1070340310,30,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,LUMARZO,310,GENOVA,34,941,925,1866,0,0,0,0,0,0,2,N,0,0,0,0,0,,,20200920000000,7,34,310,34,SZ,010031
1070340320,31,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,MASONE,320,GENOVA,34,1632,1659,3291,0,0,0,0,0,0,4,N,0,0,0,0,0,,,20200920000000,7,34,320,34,SZ,010032
1070340330,32,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,MELE,330,GENOVA,34,1103,1133,2236,0,0,0,0,2,2,3,N,0,0,0,732,680,,20241028172506,20200920000000,7,34,330,34,SZ,010033
1070340340,33,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,MEZZANEGO,340,GENOVA,34,730,730,1460,0,0,0,0,1,1,2,N,0,0,0,215,208,,20241028173609,20200920000000,7,34,340,34,SZ,010034
1070340350,34,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,MIGNANEGO,350,GENOVA,34,1574,1659,3233,0,0,0,0,0,0,4,N,0,0,0,0,0,,,20200920000000,7,34,350,34,SZ,010035
1070340360,35,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,MOCONESI,360,GENOVA,34,1142,1089,2231,0,0,0,0,1,1,3,N,0,0,0,202,199,,20241028173043,20200920000000,7,34,360,34,SZ,010036
1070340370,36,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,MONEGLIA,370,GENOVA,34,1489,1554,3043,0,0,0,0,0,0,3,N,0,0,0,0,0,,,20200920000000,7,34,370,34,SZ,010037
1070340380,37,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,MONTEBRUNO,380,GENOVA,34,95,100,195,48,34,82,42.05,1,1,1,N,2,0,0,80,77,,20241028172333,20200920000000,7,34,380,34,SZ,010038
1070340390,38,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,MONTOGGIO,390,GENOVA,34,943,935,1878,0,0,0,0,0,0,2,N,0,0,0,0,0,,,20200920000000,7,34,390,34,SZ,010039
1070340400,39,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,NE,400,GENOVA,34,1230,1193,2423,0,0,0,0,2,2,5,N,0,0,0,358,346,,20241028171313,20200920000000,7,34,400,34,SZ,010040
1070340410,40,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,NEIRONE,410,GENOVA,34,481,440,921,0,0,0,0,1,1,2,N,0,0,0,174,166,,20241028165406,20200920000000,7,34,410,34,SZ,010041
1070340420,41,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,ORERO,420,GENOVA,34,266,259,525,0,0,0,0,0,0,1,N,0,0,0,0,0,,,20200920000000,7,34,420,34,SZ,010042
1070340430,42,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,PIEVE LIGURE,430,GENOVA,34,1394,1463,2857,0,0,0,0,0,0,3,N,0,0,0,0,0,,,20200920000000,7,34,430,34,SZ,010043
1070340440,43,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,PORTOFINO,440,GENOVA,34,413,428,841,0,0,0,0,0,0,1,N,0,0,0,0,0,,,20200920000000,7,34,440,34,SZ,010044
1070340450,44,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,PROPATA,450,GENOVA,34,85,77,162,31,23,54,33.33,1,1,1,N,0,2,0,52,49,,20241028175554,20200920000000,7,34,450,34,SZ,010045
1070340460,45,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,RAPALLO,460,GENOVA,34,13941,15345,29286,0,0,0,0,19,19,32,N,0,0,0,6169,5839,,20241028174620,20200920000000,7,34,460,34,SZ,010046
1070340470,46,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,RECCO,470,GENOVA,34,4556,5031,9587,0,0,0,0,2,2,10,N,0,0,0,832,780,,20241028172741,20200920000000,7,34,470,34,SZ,010047
1070340480,47,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,REZZOAGLIO,480,GENOVA,34,384,381,765,0,0,0,0,1,1,3,N,0,0,0,119,112,,20241028172333,20200920000000,7,34,480,34,SZ,010048
1070340490,48,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,RONCO SCRIVIA,490,GENOVA,34,1894,1951,3845,0,0,0,0,0,0,4,N,0,0,0,0,0,,,20200920000000,7,34,490,34,SZ,010049
1070340500,49,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,RONDANINA,500,GENOVA,34,42,29,71,17,9,26,36.62,1,1,1,N,1,0,0,25,21,,20241028160350,20200920000000,7,34,500,34,SZ,010050
1070340510,50,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,ROSSIGLIONE,510,GENOVA,34,1085,1155,2240,0,0,0,0,0,0,3,N,0,0,0,0,0,,,20200920000000,7,34,510,34,SZ,010051
1070340520,51,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,ROVEGNO,520,GENOVA,34,240,176,416,0,0,0,0,0,0,1,N,0,0,0,0,0,,,20200920000000,7,34,520,34,SZ,010052
1070340530,52,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,SAN COLOMBANO CERTENOLI,530,GENOVA,34,1453,1455,2908,0,0,0,0,1,1,3,N,0,0,0,109,108,,20241028174503,20200920000000,7,34,530,34,SZ,010053
1070340540,53,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,SANTA MARGHERITA LIGURE,540,GENOVA,34,4631,5173,9804,0,0,0,0,4,4,11,N,0,0,0,1100,1048,,20241028175902,20200920000000,7,34,540,34,SZ,010054
1070340550,54,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,SANT'OLCESE,550,GENOVA,34,2414,2471,4885,0,0,0,0,4,4,9,N,0,0,0,1374,1310,,20241028175653,20200920000000,7,34,550,34,SZ,010055
1070340560,55,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,SANTO STEFANO D'AVETO,560,GENOVA,34,474,439,913,0,0,0,0,1,1,2,N,0,0,0,181,180,,20241028175018,20200920000000,7,34,560,34,SZ,010056
1070340570,56,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,SAVIGNONE,570,GENOVA,34,1405,1422,2827,0,0,0,0,3,3,5,N,0,0,0,630,590,,20241028173229,20200920000000,7,34,570,34,SZ,010057
1070340580,57,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,SERRA RICCO',580,GENOVA,34,3432,3514,6946,0,0,0,0,1,1,8,N,0,0,0,214,201,,20241028173851,20200920000000,7,34,580,34,SZ,010058
1070340590,58,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,SESTRI LEVANTE,590,GENOVA,34,8145,8952,17097,0,0,0,0,9,9,23,N,0,0,0,2702,2569,,20241028175521,20200920000000,7,34,590,34,SZ,010059
1070340600,59,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,SORI,600,GENOVA,34,2227,2349,4576,0,0,0,0,0,0,4,N,0,0,0,0,0,,,20200920000000,7,34,600,34,SZ,010060
1070340610,60,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,TIGLIETO,610,GENOVA,34,512,541,1053,0,0,0,0,1,1,2,N,0,0,0,57,56,,20241028171727,20200920000000,7,34,610,34,SZ,010061
1070340620,61,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,TORRIGLIA,620,GENOVA,34,1098,1095,2193,0,0,0,0,0,0,3,N,0,0,0,0,0,,,20200920000000,7,34,620,34,SZ,010062
1070340630,62,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,TRIBOGNA,630,GENOVA,34,323,313,636,0,0,0,0,0,0,1,N,0,0,0,0,0,,,20200920000000,7,34,630,34,SZ,010063
1070340640,63,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,USCIO,640,GENOVA,34,938,955,1893,0,0,0,0,0,0,2,N,0,0,0,0,0,,,20200920000000,7,34,640,34,SZ,010064
1070340650,64,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,VALBREVENNA,650,GENOVA,34,469,394,863,0,0,0,0,0,0,1,N,0,0,0,0,0,,,20200920000000,7,34,650,34,SZ,010065
1070340660,65,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,VOBBIA,660,GENOVA,34,207,173,380,0,0,0,0,0,0,1,N,0,0,0,0,0,,,20200920000000,7,34,660,34,SZ,010066
1070340670,66,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,ZOAGLI,670,GENOVA,34,2035,2066,4101,0,0,0,0,0,0,4,N,0,0,0,0,0,,,20200920000000,7,34,670,34,SZ,010067
1070390010,133,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,AMEGLIA,10,LA SPEZIA,39,1859,1913,3772,0,0,0,0,0,0,5,N,0,0,0,0,0,,,20200920000000,7,39,10,39,SZ,011001
1070390020,134,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,ARCOLA,20,LA SPEZIA,39,4125,4367,8492,0,0,0,0,1,1,11,N,0,0,0,461,435,,20241028171039,20200920000000,7,39,20,39,SZ,011002
1070390030,135,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,BEVERINO,30,LA SPEZIA,39,1135,1184,2319,0,0,0,0,2,2,3,N,0,0,0,736,680,,20241028175912,20200920000000,7,39,30,39,SZ,011003
1070390040,136,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,BOLANO,40,LA SPEZIA,39,3234,3378,6612,0,0,0,0,4,4,8,N,0,0,0,1248,1197,,20241028175629,20200920000000,7,39,40,39,SZ,011004
1070390050,137,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,BONASSOLA,50,LA SPEZIA,39,353,407,760,0,0,0,0,1,1,2,N,0,0,0,105,104,,20241028173722,20200920000000,7,39,50,39,SZ,011005
1070390060,138,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,BORGHETTO DI VARA,60,LA SPEZIA,39,569,568,1137,0,0,0,0,2,2,4,N,0,0,0,95,92,,20241028164505,20200920000000,7,39,60,39,SZ,011006
1070390070,139,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,BRUGNATO,70,LA SPEZIA,39,579,596,1175,0,0,0,0,0,0,2,N,0,0,0,0,0,,,20200920000000,7,39,70,39,SZ,011007
1070390080,140,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,CALICE AL CORNOVIGLIO,80,LA SPEZIA,39,706,678,1384,0,0,0,0,1,1,2,N,0,0,0,300,293,,20241028175251,20200920000000,7,39,80,39,SZ,011008
1070390090,141,,ESERCIZIO,Regionali Speciali,SCRUTINI,20241027000000,COMUNE,I,CARRO,90,LA SPEZIA,39,314,311,625,123,117,240,38.40,2,2,2,N,2,8,0,230,225,,20241028172901,20200920000000,7,39,90,39,SZ,011009
