_link_cand,_link,_link_main,pos,desc_lis_c,img_lis_c,voti,perc,cogn,nome,com_istat_code
135.cand.0,135.cand.0.liste.2,135,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-039.png,64,6.21,BUCCI,MARCO,011003
135.cand.1,135.cand.1.liste.1,135,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-039.png,100,9.70,ORLANDO,ANDREA,011003
135.cand.1,135.cand.1.liste.5,135,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-039.png,8,0.78,ORLANDO,ANDREA,011003
135.cand.6,135.cand.6.liste.0,135,18,FORZA DEL POPOLO,7-20241027000000-18-039.png,1,0.10,FELICE,DAVIDE,011003
135.cand.8,135.cand.8.liste.0,135,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-039.png,0,0,CELLA,MARIA ANTONIETTA,011003
136.cand.0,136.cand.0.liste.1,136,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-039.png,336,11.64,BUCCI,MARCO,011004
136.cand.0,136.cand.0.liste.0,136,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-039.png,485,16.81,BUCCI,MARCO,011004
136.cand.0,136.cand.0.liste.4,136,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-039.png,96,3.33,BUCCI,MARCO,011004
136.cand.1,136.cand.1.liste.3,136,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-039.png,105,3.64,ORLANDO,ANDREA,011004
136.cand.1,136.cand.1.liste.0,136,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-039.png,893,30.94,ORLANDO,ANDREA,011004
136.cand.1,136.cand.1.liste.4,136,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-039.png,55,1.91,ORLANDO,ANDREA,011004
136.cand.4,136.cand.4.liste.0,136,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-039.png,13,0.45,ROLLANDO,NICOLA,011004
136.cand.5,136.cand.5.liste.0,136,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-039.png,11,0.38,ROSSON,ALESSANDRO,011004
136.cand.2,136.cand.2.liste.0,136,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-039.png,16,0.55,TOSCANO,FRANCESCO,011004
136.cand.0,136.cand.0.liste.6,136,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-039.png,39,1.35,BUCCI,MARCO,011004
136.cand.1,136.cand.1.liste.2,136,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-039.png,106,3.67,ORLANDO,ANDREA,011004
136.cand.3,136.cand.3.liste.0,136,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-039.png,14,0.49,MORRA,NICOLA,011004
136.cand.0,136.cand.0.liste.5,136,13,BUCCI LIBERTAS UDC,7-20241027000000-13-039.png,45,1.56,BUCCI,MARCO,011004
136.cand.0,136.cand.0.liste.3,136,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-039.png,184,6.38,BUCCI,MARCO,011004
136.cand.0,136.cand.0.liste.2,136,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-039.png,292,10.12,BUCCI,MARCO,011004
136.cand.1,136.cand.1.liste.1,136,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-039.png,142,4.92,ORLANDO,ANDREA,011004
136.cand.1,136.cand.1.liste.5,136,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-039.png,48,1.66,ORLANDO,ANDREA,011004
136.cand.6,136.cand.6.liste.0,136,18,FORZA DEL POPOLO,7-20241027000000-18-039.png,3,0.10,FELICE,DAVIDE,011004
136.cand.7,136.cand.7.liste.0,136,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-039.png,3,0.10,CELLA,MARIA ANTONIETTA,011004
137.cand.1,137.cand.1.liste.0,137,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-039.png,40,11.40,BUCCI,MARCO,011005
137.cand.1,137.cand.1.liste.1,137,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-039.png,31,8.83,BUCCI,MARCO,011005
137.cand.1,137.cand.1.liste.4,137,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-039.png,4,1.14,BUCCI,MARCO,011005
137.cand.0,137.cand.0.liste.1,137,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-039.png,21,5.98,ORLANDO,ANDREA,011005
137.cand.0,137.cand.0.liste.0,137,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-039.png,124,35.33,ORLANDO,ANDREA,011005
137.cand.0,137.cand.0.liste.3,137,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-039.png,12,3.42,ORLANDO,ANDREA,011005
137.cand.3,137.cand.3.liste.0,137,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-039.png,8,2.28,ROLLANDO,NICOLA,011005
137.cand.2,137.cand.2.liste.0,137,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-039.png,45,12.82,ROSSON,ALESSANDRO,011005
137.cand.8,137.cand.8.liste.0,137,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-039.png,0,0,TOSCANO,FRANCESCO,011005
137.cand.1,137.cand.1.liste.6,137,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-039.png,1,0.28,BUCCI,MARCO,011005
137.cand.0,137.cand.0.liste.4,137,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-039.png,5,1.42,ORLANDO,ANDREA,011005
137.cand.5,137.cand.5.liste.0,137,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-039.png,3,0.85,MORRA,NICOLA,011005
137.cand.1,137.cand.1.liste.5,137,13,BUCCI LIBERTAS UDC,7-20241027000000-13-039.png,1,0.28,BUCCI,MARCO,011005
137.cand.1,137.cand.1.liste.2,137,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-039.png,20,5.70,BUCCI,MARCO,011005
137.cand.1,137.cand.1.liste.3,137,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-039.png,13,3.70,BUCCI,MARCO,011005
137.cand.0,137.cand.0.liste.2,137,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-039.png,19,5.41,ORLANDO,ANDREA,011005
137.cand.0,137.cand.0.liste.5,137,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-039.png,2,0.57,ORLANDO,ANDREA,011005
137.cand.6,137.cand.6.liste.0,137,18,FORZA DEL POPOLO,7-20241027000000-18-039.png,1,0.28,FELICE,DAVIDE,011005
137.cand.7,137.cand.7.liste.0,137,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-039.png,1,0.28,CELLA,MARIA ANTONIETTA,011005
138.cand.0,138.cand.0.liste.1,138,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-039.png,65,16.62,BUCCI,MARCO,011006
138.cand.0,138.cand.0.liste.0,138,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-039.png,113,28.90,BUCCI,MARCO,011006
138.cand.0,138.cand.0.liste.3,138,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-039.png,19,4.86,BUCCI,MARCO,011006
138.cand.1,138.cand.1.liste.3,138,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-039.png,11,2.81,ORLANDO,ANDREA,011006
138.cand.1,138.cand.1.liste.0,138,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-039.png,54,13.81,ORLANDO,ANDREA,011006
138.cand.1,138.cand.1.liste.1,138,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-039.png,37,9.46,ORLANDO,ANDREA,011006
138.cand.4,138.cand.4.liste.0,138,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-039.png,2,0.51,ROLLANDO,NICOLA,011006
138.cand.5,138.cand.5.liste.0,138,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-039.png,0,0,ROSSON,ALESSANDRO,011006
138.cand.3,138.cand.3.liste.0,138,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-039.png,3,0.77,TOSCANO,FRANCESCO,011006
138.cand.0,138.cand.0.liste.6,138,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-039.png,4,1.02,BUCCI,MARCO,011006
138.cand.1,138.cand.1.liste.4,138,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-039.png,9,2.30,ORLANDO,ANDREA,011006
138.cand.2,138.cand.2.liste.0,138,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-039.png,4,1.02,MORRA,NICOLA,011006
138.cand.0,138.cand.0.liste.5,138,13,BUCCI LIBERTAS UDC,7-20241027000000-13-039.png,7,1.79,BUCCI,MARCO,011006
138.cand.0,138.cand.0.liste.2,138,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-039.png,32,8.18,BUCCI,MARCO,011006
138.cand.0,138.cand.0.liste.4,138,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-039.png,16,4.09,BUCCI,MARCO,011006
138.cand.1,138.cand.1.liste.2,138,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-039.png,12,3.07,ORLANDO,ANDREA,011006
138.cand.1,138.cand.1.liste.5,138,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-039.png,2,0.51,ORLANDO,ANDREA,011006
138.cand.6,138.cand.6.liste.0,138,18,FORZA DEL POPOLO,7-20241027000000-18-039.png,0,0,FELICE,DAVIDE,011006
138.cand.8,138.cand.8.liste.0,138,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-039.png,1,0.26,CELLA,MARIA ANTONIETTA,011006
139.cand.0,139.cand.0.liste.1,139,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-039.png,103,17.00,BUCCI,MARCO,011007
139.cand.0,139.cand.0.liste.0,139,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-039.png,143,23.60,BUCCI,MARCO,011007
139.cand.0,139.cand.0.liste.4,139,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-039.png,21,3.47,BUCCI,MARCO,011007
139.cand.1,139.cand.1.liste.3,139,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-039.png,22,3.63,ORLANDO,ANDREA,011007
139.cand.1,139.cand.1.liste.0,139,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-039.png,95,15.68,ORLANDO,ANDREA,011007
139.cand.1,139.cand.1.liste.1,139,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-039.png,64,10.56,ORLANDO,ANDREA,011007
139.cand.2,139.cand.2.liste.0,139,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-039.png,4,0.66,ROLLANDO,NICOLA,011007
139.cand.3,139.cand.3.liste.0,139,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-039.png,4,0.66,ROSSON,ALESSANDRO,011007
139.cand.4,139.cand.4.liste.0,139,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-039.png,4,0.66,TOSCANO,FRANCESCO,011007
139.cand.0,139.cand.0.liste.5,139,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-039.png,8,1.32,BUCCI,MARCO,011007
139.cand.1,139.cand.1.liste.2,139,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-039.png,26,4.29,ORLANDO,ANDREA,011007
139.cand.5,139.cand.5.liste.0,139,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-039.png,2,0.33,MORRA,NICOLA,011007
139.cand.0,139.cand.0.liste.6,139,13,BUCCI LIBERTAS UDC,7-20241027000000-13-039.png,4,0.66,BUCCI,MARCO,011007
139.cand.0,139.cand.0.liste.2,139,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-039.png,47,7.76,BUCCI,MARCO,011007
139.cand.0,139.cand.0.liste.3,139,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-039.png,33,5.45,BUCCI,MARCO,011007
139.cand.1,139.cand.1.liste.4,139,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-039.png,18,2.97,ORLANDO,ANDREA,011007
139.cand.1,139.cand.1.liste.5,139,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-039.png,4,0.66,ORLANDO,ANDREA,011007
139.cand.6,139.cand.6.liste.0,139,18,FORZA DEL POPOLO,7-20241027000000-18-039.png,2,0.33,FELICE,DAVIDE,011007
139.cand.7,139.cand.7.liste.0,139,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-039.png,2,0.33,CELLA,MARIA ANTONIETTA,011007
140.cand.0,140.cand.0.liste.0,140,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-039.png,73,18.25,BUCCI,MARCO,011008
140.cand.0,140.cand.0.liste.1,140,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-039.png,50,12.50,BUCCI,MARCO,011008
140.cand.0,140.cand.0.liste.4,140,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-039.png,23,5.75,BUCCI,MARCO,011008
140.cand.1,140.cand.1.liste.2,140,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-039.png,15,3.75,ORLANDO,ANDREA,011008
140.cand.1,140.cand.1.liste.0,140,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-039.png,86,21.50,ORLANDO,ANDREA,011008
140.cand.1,140.cand.1.liste.4,140,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-039.png,7,1.75,ORLANDO,ANDREA,011008
140.cand.2,140.cand.2.liste.0,140,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-039.png,10,2.50,ROLLANDO,NICOLA,011008
140.cand.5,140.cand.5.liste.0,140,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-039.png,1,0.25,ROSSON,ALESSANDRO,011008
140.cand.4,140.cand.4.liste.0,140,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-039.png,3,0.75,TOSCANO,FRANCESCO,011008
140.cand.0,140.cand.0.liste.6,140,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-039.png,7,1.75,BUCCI,MARCO,011008
140.cand.1,140.cand.1.liste.3,140,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-039.png,10,2.50,ORLANDO,ANDREA,011008
140.cand.3,140.cand.3.liste.0,140,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-039.png,5,1.25,MORRA,NICOLA,011008
140.cand.0,140.cand.0.liste.5,140,13,BUCCI LIBERTAS UDC,7-20241027000000-13-039.png,8,2.00,BUCCI,MARCO,011008
140.cand.0,140.cand.0.liste.3,140,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-039.png,35,8.75,BUCCI,MARCO,011008
140.cand.0,140.cand.0.liste.2,140,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-039.png,38,9.50,BUCCI,MARCO,011008
140.cand.1,140.cand.1.liste.1,140,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-039.png,17,4.25,ORLANDO,ANDREA,011008
140.cand.1,140.cand.1.liste.5,140,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-039.png,2,0.50,ORLANDO,ANDREA,011008
140.cand.7,140.cand.7.liste.0,140,18,FORZA DEL POPOLO,7-20241027000000-18-039.png,10,2.50,FELICE,DAVIDE,011008
140.cand.8,140.cand.8.liste.0,140,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-039.png,0,0,CELLA,MARIA ANTONIETTA,011008
141.cand.0,141.cand.0.liste.0,141,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-039.png,64,28.44,BUCCI,MARCO,011009
141.cand.0,141.cand.0.liste.1,141,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-039.png,20,8.89,BUCCI,MARCO,011009
141.cand.0,141.cand.0.liste.6,141,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-039.png,6,2.67,BUCCI,MARCO,011009
141.cand.1,141.cand.1.liste.2,141,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-039.png,10,4.44,ORLANDO,ANDREA,011009
141.cand.1,141.cand.1.liste.1,141,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-039.png,27,12.00,ORLANDO,ANDREA,011009
141.cand.1,141.cand.1.liste.0,141,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-039.png,28,12.44,ORLANDO,ANDREA,011009
141.cand.2,141.cand.2.liste.0,141,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-039.png,4,1.78,ROLLANDO,NICOLA,011009
141.cand.4,141.cand.4.liste.0,141,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-039.png,1,0.44,ROSSON,ALESSANDRO,011009
141.cand.3,141.cand.3.liste.0,141,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-039.png,3,1.33,TOSCANO,FRANCESCO,011009
141.cand.0,141.cand.0.liste.2,141,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-039.png,19,8.44,BUCCI,MARCO,011009
141.cand.1,141.cand.1.liste.5,141,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-039.png,3,1.33,ORLANDO,ANDREA,011009
141.cand.6,141.cand.6.liste.0,141,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-039.png,1,0.44,MORRA,NICOLA,011009
141.cand.0,141.cand.0.liste.5,141,13,BUCCI LIBERTAS UDC,7-20241027000000-13-039.png,6,2.67,BUCCI,MARCO,011009
141.cand.0,141.cand.0.liste.3,141,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-039.png,12,5.33,BUCCI,MARCO,011009
141.cand.0,141.cand.0.liste.4,141,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-039.png,7,3.11,BUCCI,MARCO,011009
141.cand.1,141.cand.1.liste.3,141,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-039.png,10,4.44,ORLANDO,ANDREA,011009
141.cand.1,141.cand.1.liste.4,141,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-039.png,3,1.33,ORLANDO,ANDREA,011009
141.cand.7,141.cand.7.liste.0,141,18,FORZA DEL POPOLO,7-20241027000000-18-039.png,0,0,FELICE,DAVIDE,011009
141.cand.5,141.cand.5.liste.0,141,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-039.png,1,0.44,CELLA,MARIA ANTONIETTA,011009
142.cand.1,142.cand.1.liste.0,142,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-039.png,38,18.10,BUCCI,MARCO,011010
142.cand.1,142.cand.1.liste.1,142,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-039.png,24,11.43,BUCCI,MARCO,011010
142.cand.1,142.cand.1.liste.4,142,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-039.png,9,4.29,BUCCI,MARCO,011010
142.cand.0,142.cand.0.liste.4,142,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-039.png,5,2.38,ORLANDO,ANDREA,011010
142.cand.0,142.cand.0.liste.0,142,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-039.png,53,25.24,ORLANDO,ANDREA,011010
142.cand.0,142.cand.0.liste.1,142,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-039.png,27,12.86,ORLANDO,ANDREA,011010
142.cand.2,142.cand.2.liste.0,142,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-039.png,6,2.86,ROLLANDO,NICOLA,011010
142.cand.3,142.cand.3.liste.0,142,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-039.png,1,0.48,ROSSON,ALESSANDRO,011010
142.cand.4,142.cand.4.liste.0,142,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-039.png,0,0,TOSCANO,FRANCESCO,011010
142.cand.1,142.cand.1.liste.6,142,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-039.png,1,0.48,BUCCI,MARCO,011010
142.cand.0,142.cand.0.liste.3,142,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-039.png,6,2.86,ORLANDO,ANDREA,011010
142.cand.8,142.cand.8.liste.0,142,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-039.png,0,0,MORRA,NICOLA,011010
142.cand.1,142.cand.1.liste.5,142,13,BUCCI LIBERTAS UDC,7-20241027000000-13-039.png,3,1.43,BUCCI,MARCO,011010
142.cand.1,142.cand.1.liste.2,142,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-039.png,13,6.19,BUCCI,MARCO,011010
142.cand.1,142.cand.1.liste.3,142,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-039.png,13,6.19,BUCCI,MARCO,011010
142.cand.0,142.cand.0.liste.2,142,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-039.png,10,4.76,ORLANDO,ANDREA,011010
142.cand.0,142.cand.0.liste.5,142,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-039.png,1,0.48,ORLANDO,ANDREA,011010
142.cand.6,142.cand.6.liste.0,142,18,FORZA DEL POPOLO,7-20241027000000-18-039.png,0,0,FELICE,DAVIDE,011010
142.cand.7,142.cand.7.liste.0,142,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-039.png,0,0,CELLA,MARIA ANTONIETTA,011010
143.cand.1,143.cand.1.liste.1,143,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-039.png,372,12.49,BUCCI,MARCO,011011
143.cand.1,143.cand.1.liste.0,143,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-039.png,416,13.96,BUCCI,MARCO,011011
143.cand.1,143.cand.1.liste.4,143,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-039.png,96,3.22,BUCCI,MARCO,011011
143.cand.0,143.cand.0.liste.1,143,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-039.png,124,4.16,ORLANDO,ANDREA,011011
143.cand.0,143.cand.0.liste.0,143,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-039.png,1172,39.34,ORLANDO,ANDREA,011011
143.cand.0,143.cand.0.liste.5,143,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-039.png,22,0.74,ORLANDO,ANDREA,011011
143.cand.3,143.cand.3.liste.0,143,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-039.png,36,1.21,ROLLANDO,NICOLA,011011
143.cand.5,143.cand.5.liste.0,143,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-039.png,9,0.30,ROSSON,ALESSANDRO,011011
143.cand.2,143.cand.2.liste.0,143,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-039.png,34,1.14,TOSCANO,FRANCESCO,011011
143.cand.1,143.cand.1.liste.6,143,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-039.png,10,0.34,BUCCI,MARCO,011011
143.cand.0,143.cand.0.liste.3,143,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-039.png,79,2.65,ORLANDO,ANDREA,011011
143.cand.4,143.cand.4.liste.0,143,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-039.png,24,0.81,MORRA,NICOLA,011011
143.cand.1,143.cand.1.liste.5,143,13,BUCCI LIBERTAS UDC,7-20241027000000-13-039.png,31,1.04,BUCCI,MARCO,011011
143.cand.1,143.cand.1.liste.2,143,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-039.png,239,8.02,BUCCI,MARCO,011011
