_link_cand,_link,_link_main,pos,desc_lis_c,img_lis_c,voti,perc,cogn,nome,com_istat_code
26.cand.0,26.cand.0.liste.2,26,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,56,10.07,BUCCI,MARCO,010027
26.cand.1,26.cand.1.liste.1,26,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,31,5.58,ORLANDO,ANDREA,010027
26.cand.1,26.cand.1.liste.0,26,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,136,24.46,ORLANDO,ANDREA,010027
26.cand.1,26.cand.1.liste.5,26,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,3,0.54,ORLANDO,ANDREA,010027
26.cand.2,26.cand.2.liste.0,26,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,5,0.90,ROLLANDO,NICOLA,010027
26.cand.7,26.cand.7.liste.0,26,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,1,0.18,ROSSON,ALESSANDRO,010027
26.cand.3,26.cand.3.liste.0,26,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,4,0.72,TOSCANO,FRANCESCO,010027
26.cand.0,26.cand.0.liste.6,26,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,2,0.36,BUCCI,MARCO,010027
26.cand.1,26.cand.1.liste.2,26,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,25,4.50,ORLANDO,ANDREA,010027
26.cand.6,26.cand.6.liste.0,26,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,2,0.36,MORRA,NICOLA,010027
26.cand.0,26.cand.0.liste.5,26,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,22,3.96,BUCCI,MARCO,010027
26.cand.0,26.cand.0.liste.0,26,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,94,16.91,BUCCI,MARCO,010027
26.cand.0,26.cand.0.liste.4,26,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,24,4.32,BUCCI,MARCO,010027
26.cand.1,26.cand.1.liste.3,26,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,20,3.60,ORLANDO,ANDREA,010027
26.cand.1,26.cand.1.liste.4,26,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,7,1.26,ORLANDO,ANDREA,010027
26.cand.8,26.cand.8.liste.0,26,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,0,0,FELICE,DAVIDE,010027
26.cand.5,26.cand.5.liste.0,26,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,2,0.36,CELLA,MARIA ANTONIETTA,010027
26.cand.4,26.cand.4.liste.0,26,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,4,0.72,FERRANDO,MARCO GIUSEPPE,010027
27.cand.0,27.cand.0.liste.2,27,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,412,8.40,BUCCI,MARCO,010028
27.cand.0,27.cand.0.liste.0,27,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,742,15.12,BUCCI,MARCO,010028
27.cand.0,27.cand.0.liste.1,27,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,638,13.00,BUCCI,MARCO,010028
27.cand.1,27.cand.1.liste.1,27,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,259,5.28,ORLANDO,ANDREA,010028
27.cand.1,27.cand.1.liste.0,27,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,1222,24.90,ORLANDO,ANDREA,010028
27.cand.1,27.cand.1.liste.5,27,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,36,0.73,ORLANDO,ANDREA,010028
27.cand.4,27.cand.4.liste.0,27,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,49,1.00,ROLLANDO,NICOLA,010028
27.cand.7,27.cand.7.liste.0,27,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,9,0.18,ROSSON,ALESSANDRO,010028
27.cand.2,27.cand.2.liste.0,27,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,65,1.32,TOSCANO,FRANCESCO,010028
27.cand.0,27.cand.0.liste.6,27,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,44,0.90,BUCCI,MARCO,010028
27.cand.1,27.cand.1.liste.2,27,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,257,5.24,ORLANDO,ANDREA,010028
27.cand.6,27.cand.6.liste.0,27,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,22,0.45,MORRA,NICOLA,010028
27.cand.0,27.cand.0.liste.5,27,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,74,1.51,BUCCI,MARCO,010028
27.cand.0,27.cand.0.liste.3,27,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,366,7.46,BUCCI,MARCO,010028
27.cand.0,27.cand.0.liste.4,27,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,345,7.03,BUCCI,MARCO,010028
27.cand.1,27.cand.1.liste.3,27,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,193,3.93,ORLANDO,ANDREA,010028
27.cand.1,27.cand.1.liste.4,27,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,87,1.77,ORLANDO,ANDREA,010028
27.cand.8,27.cand.8.liste.0,27,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,7,0.14,FELICE,DAVIDE,010028
27.cand.3,27.cand.3.liste.0,27,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,57,1.16,CELLA,MARIA ANTONIETTA,010028
27.cand.5,27.cand.5.liste.0,27,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,23,0.47,FERRANDO,MARCO GIUSEPPE,010028
28.cand.0,28.cand.0.liste.2,28,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,92,9.22,BUCCI,MARCO,010029
28.cand.0,28.cand.0.liste.1,28,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,163,16.33,BUCCI,MARCO,010029
28.cand.0,28.cand.0.liste.3,28,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,91,9.12,BUCCI,MARCO,010029
28.cand.1,28.cand.1.liste.3,28,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,43,4.31,ORLANDO,ANDREA,010029
28.cand.1,28.cand.1.liste.0,28,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,188,18.84,ORLANDO,ANDREA,010029
28.cand.1,28.cand.1.liste.5,28,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,13,1.30,ORLANDO,ANDREA,010029
28.cand.4,28.cand.4.liste.0,28,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,9,0.90,ROLLANDO,NICOLA,010029
28.cand.8,28.cand.8.liste.0,28,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,0,ROSSON,ALESSANDRO,010029
28.cand.2,28.cand.2.liste.0,28,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,16,1.60,TOSCANO,FRANCESCO,010029
28.cand.0,28.cand.0.liste.6,28,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,2,0.20,BUCCI,MARCO,010029
28.cand.1,28.cand.1.liste.2,28,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,45,4.51,ORLANDO,ANDREA,010029
28.cand.5,28.cand.5.liste.0,28,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,8,0.80,MORRA,NICOLA,010029
28.cand.0,28.cand.0.liste.5,28,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,12,1.20,BUCCI,MARCO,010029
28.cand.0,28.cand.0.liste.0,28,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,163,16.33,BUCCI,MARCO,010029
28.cand.0,28.cand.0.liste.4,28,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,64,6.41,BUCCI,MARCO,010029
28.cand.1,28.cand.1.liste.1,28,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,62,6.21,ORLANDO,ANDREA,010029
28.cand.1,28.cand.1.liste.4,28,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,13,1.30,ORLANDO,ANDREA,010029
28.cand.6,28.cand.6.liste.0,28,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,2,0.20,FELICE,DAVIDE,010029
28.cand.3,28.cand.3.liste.0,28,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,11,1.10,CELLA,MARIA ANTONIETTA,010029
28.cand.7,28.cand.7.liste.0,28,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,1,0.10,FERRANDO,MARCO GIUSEPPE,010029
29.cand.0,29.cand.0.liste.2,29,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,15,8.72,BUCCI,MARCO,010030
29.cand.0,29.cand.0.liste.1,29,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,16,9.30,BUCCI,MARCO,010030
29.cand.0,29.cand.0.liste.0,29,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,62,36.05,BUCCI,MARCO,010030
29.cand.1,29.cand.1.liste.2,29,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,9,5.23,ORLANDO,ANDREA,010030
29.cand.1,29.cand.1.liste.0,29,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,23,13.37,ORLANDO,ANDREA,010030
29.cand.1,29.cand.1.liste.5,29,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,0,0,ORLANDO,ANDREA,010030
29.cand.2,29.cand.2.liste.0,29,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,1,0.58,ROLLANDO,NICOLA,010030
29.cand.5,29.cand.5.liste.0,29,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,0,ROSSON,ALESSANDRO,010030
29.cand.7,29.cand.7.liste.0,29,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,1,0.58,TOSCANO,FRANCESCO,010030
29.cand.0,29.cand.0.liste.6,29,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,2,1.16,BUCCI,MARCO,010030
29.cand.1,29.cand.1.liste.3,29,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,8,4.65,ORLANDO,ANDREA,010030
29.cand.4,29.cand.4.liste.0,29,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,1,0.58,MORRA,NICOLA,010030
29.cand.0,29.cand.0.liste.4,29,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,3,1.74,BUCCI,MARCO,010030
29.cand.0,29.cand.0.liste.3,29,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,13,7.56,BUCCI,MARCO,010030
29.cand.0,29.cand.0.liste.5,29,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,3,1.74,BUCCI,MARCO,010030
29.cand.1,29.cand.1.liste.1,29,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,12,6.98,ORLANDO,ANDREA,010030
29.cand.1,29.cand.1.liste.4,29,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,1,0.58,ORLANDO,ANDREA,010030
29.cand.6,29.cand.6.liste.0,29,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,0,0,FELICE,DAVIDE,010030
29.cand.3,29.cand.3.liste.0,29,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,1,0.58,CELLA,MARIA ANTONIETTA,010030
29.cand.8,29.cand.8.liste.0,29,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,1,0.58,FERRANDO,MARCO GIUSEPPE,010030
30.cand.0,30.cand.0.liste.3,30,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,37,6.64,BUCCI,MARCO,010031
30.cand.0,30.cand.0.liste.2,30,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,68,12.21,BUCCI,MARCO,010031
30.cand.0,30.cand.0.liste.1,30,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,85,15.26,BUCCI,MARCO,010031
30.cand.1,30.cand.1.liste.1,30,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,41,7.36,ORLANDO,ANDREA,010031
30.cand.1,30.cand.1.liste.0,30,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,93,16.70,ORLANDO,ANDREA,010031
30.cand.1,30.cand.1.liste.4,30,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,6,1.08,ORLANDO,ANDREA,010031
30.cand.3,30.cand.3.liste.0,30,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,7,1.26,ROLLANDO,NICOLA,010031
30.cand.8,30.cand.8.liste.0,30,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,1,0.18,ROSSON,ALESSANDRO,010031
30.cand.2,30.cand.2.liste.0,30,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,8,1.44,TOSCANO,FRANCESCO,010031
30.cand.0,30.cand.0.liste.6,30,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,1,0.18,BUCCI,MARCO,010031
30.cand.1,30.cand.1.liste.2,30,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,33,5.92,ORLANDO,ANDREA,010031
30.cand.7,30.cand.7.liste.0,30,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,2,0.36,MORRA,NICOLA,010031
30.cand.0,30.cand.0.liste.5,30,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,9,1.62,BUCCI,MARCO,010031
30.cand.0,30.cand.0.liste.0,30,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,118,21.18,BUCCI,MARCO,010031
30.cand.0,30.cand.0.liste.4,30,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,15,2.69,BUCCI,MARCO,010031
30.cand.1,30.cand.1.liste.3,30,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,16,2.87,ORLANDO,ANDREA,010031
30.cand.1,30.cand.1.liste.5,30,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,4,0.72,ORLANDO,ANDREA,010031
30.cand.4,30.cand.4.liste.0,30,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,5,0.90,FELICE,DAVIDE,010031
30.cand.6,30.cand.6.liste.0,30,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,4,0.72,CELLA,MARIA ANTONIETTA,010031
30.cand.5,30.cand.5.liste.0,30,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,4,0.72,FERRANDO,MARCO GIUSEPPE,010031
31.cand.1,31.cand.1.liste.3,31,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,79,4.83,BUCCI,MARCO,010032
31.cand.1,31.cand.1.liste.1,31,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,170,10.40,BUCCI,MARCO,010032
31.cand.1,31.cand.1.liste.2,31,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,96,5.87,BUCCI,MARCO,010032
31.cand.0,31.cand.0.liste.1,31,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,74,4.53,ORLANDO,ANDREA,010032
31.cand.0,31.cand.0.liste.0,31,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,775,47.40,ORLANDO,ANDREA,010032
31.cand.0,31.cand.0.liste.5,31,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,9,0.55,ORLANDO,ANDREA,010032
31.cand.7,31.cand.7.liste.0,31,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,4,0.24,ROLLANDO,NICOLA,010032
31.cand.8,31.cand.8.liste.0,31,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,2,0.12,ROSSON,ALESSANDRO,010032
31.cand.2,31.cand.2.liste.0,31,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,19,1.16,TOSCANO,FRANCESCO,010032
31.cand.1,31.cand.1.liste.6,31,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,2,0.12,BUCCI,MARCO,010032
31.cand.0,31.cand.0.liste.2,31,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,37,2.26,ORLANDO,ANDREA,010032
31.cand.3,31.cand.3.liste.0,31,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,11,0.67,MORRA,NICOLA,010032
31.cand.1,31.cand.1.liste.5,31,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,36,2.20,BUCCI,MARCO,010032
31.cand.1,31.cand.1.liste.0,31,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,217,13.27,BUCCI,MARCO,010032
31.cand.1,31.cand.1.liste.4,31,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,42,2.57,BUCCI,MARCO,010032
31.cand.0,31.cand.0.liste.3,31,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,27,1.65,ORLANDO,ANDREA,010032
31.cand.0,31.cand.0.liste.4,31,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,12,0.73,ORLANDO,ANDREA,010032
31.cand.6,31.cand.6.liste.0,31,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,6,0.37,FELICE,DAVIDE,010032
31.cand.4,31.cand.4.liste.0,31,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,9,0.55,CELLA,MARIA ANTONIETTA,010032
31.cand.5,31.cand.5.liste.0,31,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,8,0.49,FERRANDO,MARCO GIUSEPPE,010032
32.cand.1,32.cand.1.liste.2,32,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,73,6.67,BUCCI,MARCO,010033
32.cand.1,32.cand.1.liste.0,32,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,111,10.14,BUCCI,MARCO,010033
32.cand.1,32.cand.1.liste.3,32,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,71,6.48,BUCCI,MARCO,010033
32.cand.0,32.cand.0.liste.2,32,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,56,5.11,ORLANDO,ANDREA,010033
32.cand.0,32.cand.0.liste.0,32,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,434,39.63,ORLANDO,ANDREA,010033
32.cand.0,32.cand.0.liste.4,32,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,39,3.56,ORLANDO,ANDREA,010033
32.cand.4,32.cand.4.liste.0,32,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,6,0.55,ROLLANDO,NICOLA,010033
32.cand.6,32.cand.6.liste.0,32,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,2,0.18,ROSSON,ALESSANDRO,010033
32.cand.2,32.cand.2.liste.0,32,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,7,0.64,TOSCANO,FRANCESCO,010033
32.cand.1,32.cand.1.liste.6,32,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,1,0.09,BUCCI,MARCO,010033
32.cand.0,32.cand.0.liste.1,32,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,61,5.57,ORLANDO,ANDREA,010033
32.cand.5,32.cand.5.liste.0,32,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,5,0.46,MORRA,NICOLA,010033
32.cand.1,32.cand.1.liste.5,32,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,15,1.37,BUCCI,MARCO,010033
32.cand.1,32.cand.1.liste.1,32,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,105,9.59,BUCCI,MARCO,010033
32.cand.1,32.cand.1.liste.4,32,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,31,2.83,BUCCI,MARCO,010033
32.cand.0,32.cand.0.liste.3,32,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,53,4.84,ORLANDO,ANDREA,010033
32.cand.0,32.cand.0.liste.5,32,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,17,1.55,ORLANDO,ANDREA,010033
32.cand.7,32.cand.7.liste.0,32,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,1,0.09,FELICE,DAVIDE,010033
32.cand.8,32.cand.8.liste.0,32,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,0,0,CELLA,MARIA ANTONIETTA,010033
32.cand.3,32.cand.3.liste.0,32,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,7,0.64,FERRANDO,MARCO GIUSEPPE,010033
33.cand.0,33.cand.0.liste.2,33,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,32,6.68,BUCCI,MARCO,010034
33.cand.0,33.cand.0.liste.0,33,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,124,25.89,BUCCI,MARCO,010034
33.cand.0,33.cand.0.liste.3,33,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,31,6.47,BUCCI,MARCO,010034
33.cand.1,33.cand.1.liste.1,33,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,17,3.55,ORLANDO,ANDREA,010034
33.cand.1,33.cand.1.liste.0,33,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,82,17.12,ORLANDO,ANDREA,010034
33.cand.1,33.cand.1.liste.4,33,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,13,2.71,ORLANDO,ANDREA,010034
33.cand.4,33.cand.4.liste.0,33,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,4,0.84,ROLLANDO,NICOLA,010034
33.cand.7,33.cand.7.liste.0,33,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,1,0.21,ROSSON,ALESSANDRO,010034
33.cand.3,33.cand.3.liste.0,33,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,3,0.63,TOSCANO,FRANCESCO,010034
33.cand.0,33.cand.0.liste.6,33,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,2,0.42,BUCCI,MARCO,010034
33.cand.1,33.cand.1.liste.2,33,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,16,3.34,ORLANDO,ANDREA,010034
33.cand.6,33.cand.6.liste.0,33,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,1,0.21,MORRA,NICOLA,010034
33.cand.0,33.cand.0.liste.5,33,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,6,1.25,BUCCI,MARCO,010034
33.cand.0,33.cand.0.liste.1,33,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,79,16.49,BUCCI,MARCO,010034
33.cand.0,33.cand.0.liste.4,33,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,29,6.05,BUCCI,MARCO,010034
