_link_main,_link,cogn,nome,a_nome,d_nasc,l_nasc,pos,desc_lis_r,img_lis_r,voti,perc,tot_vot_lis,perc_lis,com_istat_code
93,93.cand.7,BUCCI,MARCO,,19591031000000,GENOVA,8,,,0,0,0,0,008028
93,93.cand.8,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,0,0,0,0,008028
94,94.cand.0,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0,008029
94,94.cand.1,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0,008029
94,94.cand.2,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0,008029
94,94.cand.3,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0,008029
94,94.cand.4,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,0,0,0,0,008029
94,94.cand.5,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0,008029
94,94.cand.6,MORRA,NICOLA,,19630705000000,GENOVA,7,,,0,0,0,0,008029
94,94.cand.7,BUCCI,MARCO,,19591031000000,GENOVA,8,,,0,0,0,0,008029
94,94.cand.8,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,0,0,0,0,008029
95,95.cand.0,BUCCI,MARCO,,19591031000000,GENOVA,8,,,36,54.55,33,55.00,008030
95,95.cand.1,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,26,39.39,23,38.33,008030
95,95.cand.2,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,3,4.55,3,5.00,008030
95,95.cand.3,MORRA,NICOLA,,19630705000000,GENOVA,7,,,1,1.52,1,1.67,008030
95,95.cand.4,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0,008030
95,95.cand.5,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0,008030
95,95.cand.6,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0,008030
95,95.cand.7,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,0,0,0,0,008030
95,95.cand.8,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0,008030
96,96.cand.0,BUCCI,MARCO,,19591031000000,GENOVA,8,,,487,50.94,465,50.93,008031
96,96.cand.1,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,425,44.46,409,44.80,008031
96,96.cand.2,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,15,1.57,14,1.53,008031
96,96.cand.3,MORRA,NICOLA,,19630705000000,GENOVA,7,,,9,0.94,7,0.77,008031
96,96.cand.4,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,7,0.73,7,0.77,008031
96,96.cand.5,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,6,0.63,6,0.66,008031
96,96.cand.6,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,5,0.52,5,0.55,008031
96,96.cand.7,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,2,0.21,0,0,008031
96,96.cand.8,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0,008031
97,97.cand.0,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0,008032
97,97.cand.1,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0,008032
97,97.cand.2,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0,008032
97,97.cand.3,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0,008032
97,97.cand.4,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,0,0,0,0,008032
97,97.cand.5,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0,008032
97,97.cand.6,MORRA,NICOLA,,19630705000000,GENOVA,7,,,0,0,0,0,008032
97,97.cand.7,BUCCI,MARCO,,19591031000000,GENOVA,8,,,0,0,0,0,008032
97,97.cand.8,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,0,0,0,0,008032
98,98.cand.0,BUCCI,MARCO,,19591031000000,GENOVA,8,,,61,62.89,61,63.54,008033
98,98.cand.1,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,34,35.05,34,35.42,008033
98,98.cand.2,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,1,1.03,0,0,008033
98,98.cand.3,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,1,1.03,1,1.04,008033
98,98.cand.4,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0,008033
98,98.cand.5,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0,008033
98,98.cand.6,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0,008033
98,98.cand.7,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0,008033
98,98.cand.8,MORRA,NICOLA,,19630705000000,GENOVA,7,,,0,0,0,0,008033
99,99.cand.0,BUCCI,MARCO,,19591031000000,GENOVA,8,,,62,65.26,60,65.93,008034
99,99.cand.1,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,30,31.58,28,30.77,008034
99,99.cand.2,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,3,3.16,3,3.30,008034
99,99.cand.3,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0,008034
99,99.cand.4,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0,008034
99,99.cand.5,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0,008034
99,99.cand.6,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,0,0,0,0,008034
99,99.cand.7,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0,008034
99,99.cand.8,MORRA,NICOLA,,19630705000000,GENOVA,7,,,0,0,0,0,008034
100,100.cand.0,BUCCI,MARCO,,19591031000000,GENOVA,8,,,93,59.24,95,61.29,008035
100,100.cand.1,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,54,34.39,52,33.55,008035
100,100.cand.2,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,3,1.91,2,1.29,008035
100,100.cand.3,MORRA,NICOLA,,19630705000000,GENOVA,7,,,3,1.91,2,1.29,008035
100,100.cand.4,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,2,1.27,2,1.29,008035
100,100.cand.5,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,1,0.64,1,0.65,008035
100,100.cand.6,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,1,0.64,1,0.65,008035
100,100.cand.7,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0,008035
100,100.cand.8,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0,008035
102,102.cand.0,BUCCI,MARCO,,19591031000000,GENOVA,8,,,50,68.49,49,71.01,008037
102,102.cand.1,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,23,31.51,20,28.99,008037
102,102.cand.2,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0,008037
102,102.cand.3,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0,008037
102,102.cand.4,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0,008037
102,102.cand.5,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0,008037
102,102.cand.6,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,0,0,0,0,008037
102,102.cand.7,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0,008037
102,102.cand.8,MORRA,NICOLA,,19630705000000,GENOVA,7,,,0,0,0,0,008037
103,103.cand.0,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0,008038
103,103.cand.1,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0,008038
103,103.cand.2,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0,008038
103,103.cand.3,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0,008038
103,103.cand.4,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,0,0,0,0,008038
103,103.cand.5,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0,008038
103,103.cand.6,MORRA,NICOLA,,19630705000000,GENOVA,7,,,0,0,0,0,008038
103,103.cand.7,BUCCI,MARCO,,19591031000000,GENOVA,8,,,0,0,0,0,008038
103,103.cand.8,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,0,0,0,0,008038
104,104.cand.0,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0,008039
104,104.cand.1,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0,008039
104,104.cand.2,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0,008039
104,104.cand.3,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0,008039
104,104.cand.4,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,0,0,0,0,008039
104,104.cand.5,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0,008039
104,104.cand.6,MORRA,NICOLA,,19630705000000,GENOVA,7,,,0,0,0,0,008039
104,104.cand.7,BUCCI,MARCO,,19591031000000,GENOVA,8,,,0,0,0,0,008039
104,104.cand.8,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,0,0,0,0,008039
105,105.cand.0,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0,008040
105,105.cand.1,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0,008040
105,105.cand.2,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0,008040
105,105.cand.3,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0,008040
105,105.cand.4,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,0,0,0,0,008040
105,105.cand.5,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0,008040
105,105.cand.6,MORRA,NICOLA,,19630705000000,GENOVA,7,,,0,0,0,0,008040
105,105.cand.7,BUCCI,MARCO,,19591031000000,GENOVA,8,,,0,0,0,0,008040
105,105.cand.8,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,0,0,0,0,008040
106,106.cand.0,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0,008041
106,106.cand.1,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0,008041
106,106.cand.2,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0,008041
106,106.cand.3,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0,008041
106,106.cand.4,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,0,0,0,0,008041
106,106.cand.5,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0,008041
106,106.cand.6,MORRA,NICOLA,,19630705000000,GENOVA,7,,,0,0,0,0,008041
106,106.cand.7,BUCCI,MARCO,,19591031000000,GENOVA,8,,,0,0,0,0,008041
106,106.cand.8,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,0,0,0,0,008041
107,107.cand.0,BUCCI,MARCO,,19591031000000,GENOVA,8,,,132,62.26,127,62.56,008042
107,107.cand.1,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,67,31.60,64,31.53,008042
107,107.cand.2,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,5,2.36,5,2.46,008042
107,107.cand.3,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,5,2.36,4,1.97,008042
107,107.cand.4,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,2,0.94,2,0.99,008042
107,107.cand.5,MORRA,NICOLA,,19630705000000,GENOVA,7,,,1,0.47,1,0.49,008042
107,107.cand.6,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0,008042
107,107.cand.7,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0,008042
107,107.cand.8,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0,008042
108,108.cand.0,BUCCI,MARCO,,19591031000000,GENOVA,8,,,133,50.76,129,50.79,008043
108,108.cand.1,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,98,37.40,94,37.01,008043
108,108.cand.2,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,27,10.31,28,11.02,008043
108,108.cand.3,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,3,1.15,2,0.79,008043
108,108.cand.4,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,1,0.38,1,0.39,008043
108,108.cand.5,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0,008043
108,108.cand.6,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0,008043
108,108.cand.7,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0,008043
108,108.cand.8,MORRA,NICOLA,,19630705000000,GENOVA,7,,,0,0,0,0,008043
109,109.cand.0,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0,008044
109,109.cand.1,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0,008044
109,109.cand.2,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0,008044
109,109.cand.3,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0,008044
109,109.cand.4,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,0,0,0,0,008044
109,109.cand.5,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0,008044
109,109.cand.6,MORRA,NICOLA,,19630705000000,GENOVA,7,,,0,0,0,0,008044
109,109.cand.7,BUCCI,MARCO,,19591031000000,GENOVA,8,,,0,0,0,0,008044
109,109.cand.8,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,0,0,0,0,008044
110,110.cand.0,BUCCI,MARCO,,19591031000000,GENOVA,8,,,423,69.00,423,70.03,008045
110,110.cand.1,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,173,28.22,165,27.32,008045
110,110.cand.2,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,7,1.14,6,0.99,008045
110,110.cand.3,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,4,0.65,4,0.66,008045
110,110.cand.4,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,2,0.33,2,0.33,008045
110,110.cand.5,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,2,0.33,2,0.33,008045
110,110.cand.6,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,1,0.16,1,0.17,008045
110,110.cand.7,MORRA,NICOLA,,19630705000000,GENOVA,7,,,1,0.16,1,0.17,008045
110,110.cand.8,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0,008045
111,111.cand.0,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0,008046
111,111.cand.1,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0,008046
111,111.cand.2,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0,008046
111,111.cand.3,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0,008046
111,111.cand.4,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,0,0,0,0,008046
111,111.cand.5,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0,008046
111,111.cand.6,MORRA,NICOLA,,19630705000000,GENOVA,7,,,0,0,0,0,008046
111,111.cand.7,BUCCI,MARCO,,19591031000000,GENOVA,8,,,0,0,0,0,008046
111,111.cand.8,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,0,0,0,0,008046
112,112.cand.0,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0,008047
112,112.cand.1,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0,008047
112,112.cand.2,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0,008047
112,112.cand.3,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0,008047
112,112.cand.4,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,0,0,0,0,008047
112,112.cand.5,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0,008047
112,112.cand.6,MORRA,NICOLA,,19630705000000,GENOVA,7,,,0,0,0,0,008047
112,112.cand.7,BUCCI,MARCO,,19591031000000,GENOVA,8,,,0,0,0,0,008047
112,112.cand.8,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,0,0,0,0,008047
113,113.cand.0,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0,008048
113,113.cand.1,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0,008048
113,113.cand.2,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0,008048
113,113.cand.3,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0,008048
113,113.cand.4,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,0,0,0,0,008048
113,113.cand.5,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0,008048
113,113.cand.6,MORRA,NICOLA,,19630705000000,GENOVA,7,,,0,0,0,0,008048
113,113.cand.7,BUCCI,MARCO,,19591031000000,GENOVA,8,,,0,0,0,0,008048
113,113.cand.8,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,0,0,0,0,008048
114,114.cand.0,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0,008049
114,114.cand.1,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0,008049
114,114.cand.2,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0,008049
114,114.cand.3,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0,008049
114,114.cand.4,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,0,0,0,0,008049
114,114.cand.5,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0,008049
114,114.cand.6,MORRA,NICOLA,,19630705000000,GENOVA,7,,,0,0,0,0,008049
114,114.cand.7,BUCCI,MARCO,,19591031000000,GENOVA,8,,,0,0,0,0,008049
114,114.cand.8,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,0,0,0,0,008049
115,115.cand.0,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0,008050
115,115.cand.1,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0,008050
115,115.cand.2,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0,008050
115,115.cand.3,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0,008050
115,115.cand.4,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,0,0,0,0,008050
115,115.cand.5,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0,008050
115,115.cand.6,MORRA,NICOLA,,19630705000000,GENOVA,7,,,0,0,0,0,008050
115,115.cand.7,BUCCI,MARCO,,19591031000000,GENOVA,8,,,0,0,0,0,008050
115,115.cand.8,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,0,0,0,0,008050
116,116.cand.0,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0,008051
116,116.cand.1,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0,008051
116,116.cand.2,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0,008051
116,116.cand.3,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0,008051
116,116.cand.4,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,0,0,0,0,008051
116,116.cand.5,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0,008051
116,116.cand.6,MORRA,NICOLA,,19630705000000,GENOVA,7,,,0,0,0,0,008051
116,116.cand.7,BUCCI,MARCO,,19591031000000,GENOVA,8,,,0,0,0,0,008051
116,116.cand.8,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,0,0,0,0,008051
117,117.cand.0,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0,008052
117,117.cand.1,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0,008052
117,117.cand.2,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0,008052
117,117.cand.3,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0,008052
117,117.cand.4,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,0,0,0,0,008052
117,117.cand.5,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0,008052
117,117.cand.6,MORRA,NICOLA,,19630705000000,GENOVA,7,,,0,0,0,0,008052
117,117.cand.7,BUCCI,MARCO,,19591031000000,GENOVA,8,,,0,0,0,0,008052
117,117.cand.8,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,0,0,0,0,008052
118,118.cand.0,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0,008053
118,118.cand.1,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0,008053
118,118.cand.2,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0,008053
118,118.cand.3,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0,008053
118,118.cand.4,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,0,0,0,0,008053
118,118.cand.5,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0,008053
118,118.cand.6,MORRA,NICOLA,,19630705000000,GENOVA,7,,,0,0,0,0,008053
118,118.cand.7,BUCCI,MARCO,,19591031000000,GENOVA,8,,,0,0,0,0,008053
118,118.cand.8,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,0,0,0,0,008053
119,119.cand.0,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0,008054
119,119.cand.1,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0,008054
119,119.cand.2,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0,008054
119,119.cand.3,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0,008054
119,119.cand.4,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,0,0,0,0,008054
119,119.cand.5,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0,008054
119,119.cand.6,MORRA,NICOLA,,19630705000000,GENOVA,7,,,0,0,0,0,008054
119,119.cand.7,BUCCI,MARCO,,19591031000000,GENOVA,8,,,0,0,0,0,008054
119,119.cand.8,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,0,0,0,0,008054
120,120.cand.0,BUCCI,MARCO,,19591031000000,GENOVA,8,,,177,56.73,165,56.51,008055
120,120.cand.1,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,121,38.78,115,39.38,008055
120,120.cand.2,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,5,1.60,5,1.71,008055
120,120.cand.3,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,3,0.96,3,1.03,008055
120,120.cand.4,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,3,0.96,3,1.03,008055
120,120.cand.5,MORRA,NICOLA,,19630705000000,GENOVA,7,,,2,0.64,1,0.34,008055
120,120.cand.6,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,1,0.32,0,0,008055
120,120.cand.7,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0,008055
120,120.cand.8,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0,008055
121,121.cand.0,ROSSON,ALESSANDRO,,19670421000000,LEVANTO (SP),1,,,0,0,0,0,008056
121,121.cand.1,FELICE,DAVIDE,,19871129000000,BRESCIA,2,,,0,0,0,0,008056
121,121.cand.2,TOSCANO,FRANCESCO,,19790528000000,GIOIA TAURO (RC),3,,,0,0,0,0,008056
121,121.cand.3,FERRANDO,MARCO GIUSEPPE,,19540718000000,GENOVA,4,,,0,0,0,0,008056
121,121.cand.4,ROLLANDO,NICOLA,,19600907000000,SESTRI LEVANTE (GE),5,,,0,0,0,0,008056
121,121.cand.5,CELLA,MARIA ANTONIETTA,,19641025000000,SANTO STEFANO D'AVETO (GE),6,,,0,0,0,0,008056
121,121.cand.6,MORRA,NICOLA,,19630705000000,GENOVA,7,,,0,0,0,0,008056
121,121.cand.7,BUCCI,MARCO,,19591031000000,GENOVA,8,,,0,0,0,0,008056
121,121.cand.8,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,0,0,0,0,008056
122,122.cand.0,BUCCI,MARCO,,19591031000000,GENOVA,8,,,71,70.30,64,68.82,008057
122,122.cand.1,ORLANDO,ANDREA,,19690208000000,LA SPEZIA,9,,,27,26.73,26,27.96,008057
