_link,_link_cand,_link_main,pos,desc_lis_c,img_lis_c,voti,perc
31.cand.7.liste.5,31.cand.7,31,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,0,0
31.cand.7.liste.6,31.cand.7,31,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,0,0
31.cand.8.liste.0,31.cand.8,31,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,0,0
31.cand.8.liste.1,31.cand.8,31,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,0,0
31.cand.8.liste.2,31.cand.8,31,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,0,0
31.cand.8.liste.3,31.cand.8,31,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,0,0
31.cand.8.liste.4,31.cand.8,31,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,0,0
31.cand.8.liste.5,31.cand.8,31,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,0,0
32.cand.0.liste.0,32.cand.0,32,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,0
32.cand.1.liste.0,32.cand.1,32,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,0,0
32.cand.2.liste.0,32.cand.2,32,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,0,0
32.cand.3.liste.0,32.cand.3,32,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,0,0
32.cand.4.liste.0,32.cand.4,32,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,0,0
32.cand.5.liste.0,32.cand.5,32,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,0,0
32.cand.6.liste.0,32.cand.6,32,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,0,0
32.cand.7.liste.0,32.cand.7,32,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,0,0
32.cand.7.liste.1,32.cand.7,32,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,0,0
32.cand.7.liste.2,32.cand.7,32,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,0,0
32.cand.7.liste.3,32.cand.7,32,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,0,0
32.cand.7.liste.4,32.cand.7,32,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,0,0
32.cand.7.liste.5,32.cand.7,32,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,0,0
32.cand.7.liste.6,32.cand.7,32,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,0,0
32.cand.8.liste.0,32.cand.8,32,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,0,0
32.cand.8.liste.1,32.cand.8,32,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,0,0
32.cand.8.liste.2,32.cand.8,32,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,0,0
32.cand.8.liste.3,32.cand.8,32,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,0,0
32.cand.8.liste.4,32.cand.8,32,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,0,0
32.cand.8.liste.5,32.cand.8,32,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,0,0
33.cand.0.liste.0,33.cand.0,33,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,0
33.cand.1.liste.0,33.cand.1,33,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,0,0
33.cand.2.liste.0,33.cand.2,33,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,0,0
33.cand.3.liste.0,33.cand.3,33,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,0,0
33.cand.4.liste.0,33.cand.4,33,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,0,0
33.cand.5.liste.0,33.cand.5,33,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,0,0
33.cand.6.liste.0,33.cand.6,33,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,0,0
33.cand.7.liste.0,33.cand.7,33,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,0,0
33.cand.7.liste.1,33.cand.7,33,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,0,0
33.cand.7.liste.2,33.cand.7,33,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,0,0
33.cand.7.liste.3,33.cand.7,33,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,0,0
33.cand.7.liste.4,33.cand.7,33,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,0,0
33.cand.7.liste.5,33.cand.7,33,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,0,0
33.cand.7.liste.6,33.cand.7,33,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,0,0
33.cand.8.liste.0,33.cand.8,33,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,0,0
33.cand.8.liste.1,33.cand.8,33,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,0,0
33.cand.8.liste.2,33.cand.8,33,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,0,0
33.cand.8.liste.3,33.cand.8,33,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,0,0
33.cand.8.liste.4,33.cand.8,33,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,0,0
33.cand.8.liste.5,33.cand.8,33,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,0,0
34.cand.0.liste.0,34.cand.0,34,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,0
34.cand.1.liste.0,34.cand.1,34,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,0,0
34.cand.2.liste.0,34.cand.2,34,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,0,0
34.cand.3.liste.0,34.cand.3,34,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,0,0
34.cand.4.liste.0,34.cand.4,34,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,0,0
34.cand.5.liste.0,34.cand.5,34,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,0,0
34.cand.6.liste.0,34.cand.6,34,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,0,0
34.cand.7.liste.0,34.cand.7,34,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,0,0
34.cand.7.liste.1,34.cand.7,34,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,0,0
34.cand.7.liste.2,34.cand.7,34,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,0,0
34.cand.7.liste.3,34.cand.7,34,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,0,0
34.cand.7.liste.4,34.cand.7,34,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,0,0
34.cand.7.liste.5,34.cand.7,34,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,0,0
34.cand.7.liste.6,34.cand.7,34,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,0,0
34.cand.8.liste.0,34.cand.8,34,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,0,0
34.cand.8.liste.1,34.cand.8,34,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,0,0
34.cand.8.liste.2,34.cand.8,34,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,0,0
34.cand.8.liste.3,34.cand.8,34,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,0,0
34.cand.8.liste.4,34.cand.8,34,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,0,0
34.cand.8.liste.5,34.cand.8,34,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,0,0
35.cand.0.liste.0,35.cand.0,35,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,0
35.cand.1.liste.0,35.cand.1,35,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,0,0
35.cand.2.liste.0,35.cand.2,35,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,0,0
35.cand.3.liste.0,35.cand.3,35,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,0,0
35.cand.4.liste.0,35.cand.4,35,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,0,0
35.cand.5.liste.0,35.cand.5,35,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,0,0
35.cand.6.liste.0,35.cand.6,35,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,0,0
35.cand.7.liste.0,35.cand.7,35,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,0,0
35.cand.7.liste.1,35.cand.7,35,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,0,0
35.cand.7.liste.2,35.cand.7,35,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,0,0
35.cand.7.liste.3,35.cand.7,35,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,0,0
35.cand.7.liste.4,35.cand.7,35,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,0,0
35.cand.7.liste.5,35.cand.7,35,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,0,0
35.cand.7.liste.6,35.cand.7,35,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,0,0
35.cand.8.liste.0,35.cand.8,35,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,0,0
35.cand.8.liste.1,35.cand.8,35,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,0,0
35.cand.8.liste.2,35.cand.8,35,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,0,0
35.cand.8.liste.3,35.cand.8,35,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,0,0
35.cand.8.liste.4,35.cand.8,35,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,0,0
35.cand.8.liste.5,35.cand.8,35,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,0,0
36.cand.0.liste.0,36.cand.0,36,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,0
36.cand.1.liste.0,36.cand.1,36,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,0,0
36.cand.2.liste.0,36.cand.2,36,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,0,0
36.cand.3.liste.0,36.cand.3,36,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,0,0
36.cand.4.liste.0,36.cand.4,36,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,0,0
36.cand.5.liste.0,36.cand.5,36,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,0,0
36.cand.6.liste.0,36.cand.6,36,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,0,0
36.cand.7.liste.0,36.cand.7,36,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,0,0
36.cand.7.liste.1,36.cand.7,36,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,0,0
36.cand.7.liste.2,36.cand.7,36,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,0,0
36.cand.7.liste.3,36.cand.7,36,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,0,0
36.cand.7.liste.4,36.cand.7,36,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,0,0
36.cand.7.liste.5,36.cand.7,36,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,0,0
36.cand.7.liste.6,36.cand.7,36,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,0,0
36.cand.8.liste.0,36.cand.8,36,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,0,0
36.cand.8.liste.1,36.cand.8,36,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,0,0
36.cand.8.liste.2,36.cand.8,36,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,0,0
36.cand.8.liste.3,36.cand.8,36,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,0,0
36.cand.8.liste.4,36.cand.8,36,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,0,0
36.cand.8.liste.5,36.cand.8,36,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,0,0
37.cand.0.liste.0,37.cand.0,37,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,0
37.cand.1.liste.0,37.cand.1,37,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,0,0
37.cand.2.liste.0,37.cand.2,37,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,0,0
37.cand.3.liste.0,37.cand.3,37,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,0,0
37.cand.4.liste.0,37.cand.4,37,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,0,0
37.cand.5.liste.0,37.cand.5,37,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,0,0
37.cand.6.liste.0,37.cand.6,37,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,0,0
37.cand.7.liste.0,37.cand.7,37,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,0,0
37.cand.7.liste.1,37.cand.7,37,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,0,0
37.cand.7.liste.2,37.cand.7,37,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,0,0
37.cand.7.liste.3,37.cand.7,37,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,0,0
37.cand.7.liste.4,37.cand.7,37,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,0,0
37.cand.7.liste.5,37.cand.7,37,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,0,0
37.cand.7.liste.6,37.cand.7,37,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,0,0
37.cand.8.liste.0,37.cand.8,37,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,0,0
37.cand.8.liste.1,37.cand.8,37,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,0,0
37.cand.8.liste.2,37.cand.8,37,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,0,0
37.cand.8.liste.3,37.cand.8,37,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,0,0
37.cand.8.liste.4,37.cand.8,37,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,0,0
37.cand.8.liste.5,37.cand.8,37,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,0,0
38.cand.0.liste.0,38.cand.0,38,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,0
38.cand.1.liste.0,38.cand.1,38,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,0,0
38.cand.2.liste.0,38.cand.2,38,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,0,0
38.cand.3.liste.0,38.cand.3,38,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,0,0
38.cand.4.liste.0,38.cand.4,38,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,0,0
38.cand.5.liste.0,38.cand.5,38,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,0,0
38.cand.6.liste.0,38.cand.6,38,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,0,0
38.cand.7.liste.0,38.cand.7,38,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,0,0
38.cand.7.liste.1,38.cand.7,38,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,0,0
38.cand.7.liste.2,38.cand.7,38,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,0,0
38.cand.7.liste.3,38.cand.7,38,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,0,0
38.cand.7.liste.4,38.cand.7,38,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,0,0
38.cand.7.liste.5,38.cand.7,38,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,0,0
38.cand.7.liste.6,38.cand.7,38,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,0,0
38.cand.8.liste.0,38.cand.8,38,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,0,0
38.cand.8.liste.1,38.cand.8,38,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,0,0
38.cand.8.liste.2,38.cand.8,38,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,0,0
38.cand.8.liste.3,38.cand.8,38,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,0,0
38.cand.8.liste.4,38.cand.8,38,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,0,0
38.cand.8.liste.5,38.cand.8,38,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,0,0
39.cand.0.liste.0,39.cand.0,39,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,0
39.cand.1.liste.0,39.cand.1,39,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,0,0
39.cand.2.liste.0,39.cand.2,39,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,0,0
39.cand.3.liste.0,39.cand.3,39,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,0,0
39.cand.4.liste.0,39.cand.4,39,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,0,0
39.cand.5.liste.0,39.cand.5,39,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,0,0
39.cand.6.liste.0,39.cand.6,39,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,0,0
39.cand.7.liste.0,39.cand.7,39,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,0,0
39.cand.7.liste.1,39.cand.7,39,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,0,0
39.cand.7.liste.2,39.cand.7,39,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,0,0
39.cand.7.liste.3,39.cand.7,39,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,0,0
39.cand.7.liste.4,39.cand.7,39,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,0,0
39.cand.7.liste.5,39.cand.7,39,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,0,0
39.cand.7.liste.6,39.cand.7,39,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,0,0
39.cand.8.liste.0,39.cand.8,39,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,0,0
39.cand.8.liste.1,39.cand.8,39,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,0,0
39.cand.8.liste.2,39.cand.8,39,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,0,0
39.cand.8.liste.3,39.cand.8,39,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,0,0
39.cand.8.liste.4,39.cand.8,39,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,0,0
39.cand.8.liste.5,39.cand.8,39,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,0,0
40.cand.0.liste.0,40.cand.0,40,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,0
40.cand.1.liste.0,40.cand.1,40,18,FORZA DEL POPOLO,7-20241027000000-18-034.png,0,0
40.cand.2.liste.0,40.cand.2,40,9,DEMOCRAZIA SOVRANA POPOLARE,7-20241027000000-9-034.png,0,0
40.cand.3.liste.0,40.cand.3,40,20,PARTITO COMUNISTA DEI LAVORATORI,7-20241027000000-20-034.png,0,0
40.cand.4.liste.0,40.cand.4,40,7,PER L'ALTERNATIVA - POTERE AL POPOLO! - PCI - RIFONDAZIONE PARTITO COMUNISTA SINISTRA EUROPEA,7-20241027000000-7-034.png,0,0
40.cand.5.liste.0,40.cand.5,40,19,PARTITO POPOLARE DEL NORD AUTONOMIA E LIBERTA',7-20241027000000-19-034.png,0,0
40.cand.6.liste.0,40.cand.6,40,12,UNITI PER LA COSTITUZIONE,7-20241027000000-12-034.png,0,0
40.cand.7.liste.0,40.cand.7,40,3,ORGOGLIO LIGURIA BUCCI PRESIDENTE,7-20241027000000-3-034.png,0,0
40.cand.7.liste.1,40.cand.7,40,1,BUCCI PRESIDENTE VINCE LIGURIA,7-20241027000000-1-034.png,0,0
40.cand.7.liste.2,40.cand.7,40,14,LEGA LIGURIA BUCCI PRESIDENTE,7-20241027000000-14-034.png,0,0
40.cand.7.liste.3,40.cand.7,40,13,BUCCI LIBERTAS UDC,7-20241027000000-13-034.png,0,0
40.cand.7.liste.4,40.cand.7,40,2,GIORGIA MELONI PER BUCCI PRESIDENTE FRATELLI D'ITALIA,7-20241027000000-2-034.png,0,0
40.cand.7.liste.5,40.cand.7,40,10,ALTERNATIVA POPOLARE CON BANDECCHI PER BUCCI PPE,7-20241027000000-10-034.png,0,0
40.cand.7.liste.6,40.cand.7,40,15,FORZA ITALIA BERLUSCONI BUCCI PRESIDENTE PPE,7-20241027000000-15-034.png,0,0
40.cand.8.liste.0,40.cand.8,40,17,PATTO CIVICO E RIFORMISTA PER ORLANDO - AZIONE CON CALENDA - PRI - REPUBBLICANI EUROPEI - PER - ALLEANZA CIVICA LIGURIA,7-20241027000000-17-034.png,0,0
40.cand.8.liste.1,40.cand.8,40,16,ALLEANZA VERDI E SINISTRA - LISTA SANSA - POSSIBILE - EUROPA VERDE - SINISTRA ITALIANA,7-20241027000000-16-034.png,0,0
40.cand.8.liste.2,40.cand.8,40,11,LISTA ANDREA ORLANDO PRESIDENTE,7-20241027000000-11-034.png,0,0
40.cand.8.liste.3,40.cand.8,40,5,PARTITO DEMOCRATICO ANDREA ORLANDO PRESIDENTE,7-20241027000000-5-034.png,0,0
40.cand.8.liste.4,40.cand.8,40,4,MOVIMENTO 5 STELLE 2050,7-20241027000000-4-034.png,0,0
40.cand.8.liste.5,40.cand.8,40,6,LIGURI A TESTA ALTA ORLANDO PRESIDENTE,7-20241027000000-6-034.png,0,0
41.cand.0.liste.0,41.cand.0,41,8,INDIPENDENZA! ALEMANNO PER ROSSON,7-20241027000000-8-034.png,0,0
