minint_elettorale,comune,comune_codice,codice_sezione,file,com_istat_code
1070740010,ALASSIO,10,4,affluenza_comune_074_0010,009001
1070740010,ALASSIO,10,5,affluenza_comune_074_0010,009001
1070740010,ALASSIO,10,6,affluenza_comune_074_0010,009001
1070740010,ALASSIO,10,7,affluenza_comune_074_0010,009001
1070740010,ALASSIO,10,8,affluenza_comune_074_0010,009001
1070740010,ALASSIO,10,9,affluenza_comune_074_0010,009001
1070740010,ALASSIO,10,10,affluenza_comune_074_0010,009001
1070740010,ALASSIO,10,11,affluenza_comune_074_0010,009001
1070740020,ALBENGA,20,1,affluenza_comune_074_0020,009002
1070740020,ALBENGA,20,2,affluenza_comune_074_0020,009002
1070740020,ALBENGA,20,3,affluenza_comune_074_0020,009002
1070740020,ALBENGA,20,4,affluenza_comune_074_0020,009002
1070740020,ALBENGA,20,5,affluenza_comune_074_0020,009002
1070740020,ALBENGA,20,6,affluenza_comune_074_0020,009002
1070740020,ALBENGA,20,7,affluenza_comune_074_0020,009002
1070740020,ALBENGA,20,8,affluenza_comune_074_0020,009002
1070740020,ALBENGA,20,9,affluenza_comune_074_0020,009002
1070740020,ALBENGA,20,10,affluenza_comune_074_0020,009002
1070740020,ALBENGA,20,11,affluenza_comune_074_0020,009002
1070740020,ALBENGA,20,12,affluenza_comune_074_0020,009002
1070740020,ALBENGA,20,13,affluenza_comune_074_0020,009002
1070740020,ALBENGA,20,14,affluenza_comune_074_0020,009002
1070740020,ALBENGA,20,15,affluenza_comune_074_0020,009002
1070740020,ALBENGA,20,16,affluenza_comune_074_0020,009002
1070740020,ALBENGA,20,17,affluenza_comune_074_0020,009002
1070740020,ALBENGA,20,18,affluenza_comune_074_0020,009002
1070740020,ALBENGA,20,19,affluenza_comune_074_0020,009002
1070740020,ALBENGA,20,20,affluenza_comune_074_0020,009002
1070740020,ALBENGA,20,21,affluenza_comune_074_0020,009002
1070740020,ALBENGA,20,22,affluenza_comune_074_0020,009002
1070740030,ALBISSOLA MARINA,30,1,affluenza_comune_074_0030,009003
1070740030,ALBISSOLA MARINA,30,2,affluenza_comune_074_0030,009003
1070740030,ALBISSOLA MARINA,30,3,affluenza_comune_074_0030,009003
1070740030,ALBISSOLA MARINA,30,4,affluenza_comune_074_0030,009003
1070740030,ALBISSOLA MARINA,30,5,affluenza_comune_074_0030,009003
1070740040,ALBISOLA SUPERIORE,40,1,affluenza_comune_074_0040,009004
1070740040,ALBISOLA SUPERIORE,40,2,affluenza_comune_074_0040,009004
1070740040,ALBISOLA SUPERIORE,40,3,affluenza_comune_074_0040,009004
1070740040,ALBISOLA SUPERIORE,40,4,affluenza_comune_074_0040,009004
1070740040,ALBISOLA SUPERIORE,40,5,affluenza_comune_074_0040,009004
1070740040,ALBISOLA SUPERIORE,40,6,affluenza_comune_074_0040,009004
1070740040,ALBISOLA SUPERIORE,40,7,affluenza_comune_074_0040,009004
1070740040,ALBISOLA SUPERIORE,40,8,affluenza_comune_074_0040,009004
1070740040,ALBISOLA SUPERIORE,40,9,affluenza_comune_074_0040,009004
1070740040,ALBISOLA SUPERIORE,40,10,affluenza_comune_074_0040,009004
1070740040,ALBISOLA SUPERIORE,40,11,affluenza_comune_074_0040,009004
1070740050,ALTARE,50,1,affluenza_comune_074_0050,009005
1070740050,ALTARE,50,2,affluenza_comune_074_0050,009005
1070740060,ANDORA,60,1,affluenza_comune_074_0060,009006
1070740060,ANDORA,60,2,affluenza_comune_074_0060,009006
1070740060,ANDORA,60,3,affluenza_comune_074_0060,009006
1070740060,ANDORA,60,4,affluenza_comune_074_0060,009006
1070740060,ANDORA,60,5,affluenza_comune_074_0060,009006
1070740060,ANDORA,60,6,affluenza_comune_074_0060,009006
1070740060,ANDORA,60,7,affluenza_comune_074_0060,009006
1070740070,ARNASCO,70,1,affluenza_comune_074_0070,009007
1070740080,BALESTRINO,80,1,affluenza_comune_074_0080,009008
1070740090,BARDINETO,90,1,affluenza_comune_074_0090,009009
1070740100,BERGEGGI,100,1,affluenza_comune_074_0100,009010
1070740110,BOISSANO,110,1,affluenza_comune_074_0110,009011
1070740110,BOISSANO,110,2,affluenza_comune_074_0110,009011
1070740120,BORGHETTO SANTO SPIRITO,120,1,affluenza_comune_074_0120,009012
1070740120,BORGHETTO SANTO SPIRITO,120,2,affluenza_comune_074_0120,009012
1070740120,BORGHETTO SANTO SPIRITO,120,3,affluenza_comune_074_0120,009012
1070740120,BORGHETTO SANTO SPIRITO,120,4,affluenza_comune_074_0120,009012
1070740120,BORGHETTO SANTO SPIRITO,120,5,affluenza_comune_074_0120,009012
1070740130,BORGIO VEREZZI,130,1,affluenza_comune_074_0130,009013
1070740130,BORGIO VEREZZI,130,2,affluenza_comune_074_0130,009013
1070740130,BORGIO VEREZZI,130,3,affluenza_comune_074_0130,009013
1070740140,BORMIDA,140,1,affluenza_comune_074_0140,009014
1070740150,CAIRO MONTENOTTE,150,1,affluenza_comune_074_0150,009015
1070740150,CAIRO MONTENOTTE,150,2,affluenza_comune_074_0150,009015
1070740150,CAIRO MONTENOTTE,150,3,affluenza_comune_074_0150,009015
1070740150,CAIRO MONTENOTTE,150,4,affluenza_comune_074_0150,009015
1070740150,CAIRO MONTENOTTE,150,5,affluenza_comune_074_0150,009015
1070740150,CAIRO MONTENOTTE,150,6,affluenza_comune_074_0150,009015
1070740150,CAIRO MONTENOTTE,150,7,affluenza_comune_074_0150,009015
1070740150,CAIRO MONTENOTTE,150,8,affluenza_comune_074_0150,009015
1070740150,CAIRO MONTENOTTE,150,9,affluenza_comune_074_0150,009015
1070740150,CAIRO MONTENOTTE,150,10,affluenza_comune_074_0150,009015
1070740150,CAIRO MONTENOTTE,150,11,affluenza_comune_074_0150,009015
1070740150,CAIRO MONTENOTTE,150,12,affluenza_comune_074_0150,009015
1070740150,CAIRO MONTENOTTE,150,13,affluenza_comune_074_0150,009015
1070740150,CAIRO MONTENOTTE,150,14,affluenza_comune_074_0150,009015
1070740160,CALICE LIGURE,160,1,affluenza_comune_074_0160,009016
1070740160,CALICE LIGURE,160,2,affluenza_comune_074_0160,009016
1070740160,CALICE LIGURE,160,3,affluenza_comune_074_0160,009016
1070740170,CALIZZANO,170,1,affluenza_comune_074_0170,009017
1070740170,CALIZZANO,170,2,affluenza_comune_074_0170,009017
1070740180,CARCARE,180,1,affluenza_comune_074_0180,009018
1070740180,CARCARE,180,2,affluenza_comune_074_0180,009018
1070740180,CARCARE,180,3,affluenza_comune_074_0180,009018
1070740180,CARCARE,180,4,affluenza_comune_074_0180,009018
1070740180,CARCARE,180,5,affluenza_comune_074_0180,009018
1070740180,CARCARE,180,6,affluenza_comune_074_0180,009018
1070740190,CASANOVA LERRONE,190,1,affluenza_comune_074_0190,009019
1070740190,CASANOVA LERRONE,190,2,affluenza_comune_074_0190,009019
1070740200,CASTELBIANCO,200,1,affluenza_comune_074_0200,009020
1070740210,CASTELVECCHIO DI ROCCA BARBENA,210,1,affluenza_comune_074_0210,009021
1070740220,CELLE LIGURE,220,1,affluenza_comune_074_0220,009022
1070740220,CELLE LIGURE,220,2,affluenza_comune_074_0220,009022
1070740220,CELLE LIGURE,220,3,affluenza_comune_074_0220,009022
1070740220,CELLE LIGURE,220,4,affluenza_comune_074_0220,009022
1070740220,CELLE LIGURE,220,5,affluenza_comune_074_0220,009022
1070740230,CENGIO,230,1,affluenza_comune_074_0230,009023
1070740230,CENGIO,230,2,affluenza_comune_074_0230,009023
1070740230,CENGIO,230,3,affluenza_comune_074_0230,009023
1070740230,CENGIO,230,4,affluenza_comune_074_0230,009023
1070740240,CERIALE,240,1,affluenza_comune_074_0240,009024
1070740240,CERIALE,240,2,affluenza_comune_074_0240,009024
1070740240,CERIALE,240,3,affluenza_comune_074_0240,009024
1070740240,CERIALE,240,4,affluenza_comune_074_0240,009024
1070740240,CERIALE,240,5,affluenza_comune_074_0240,009024
1070740250,CISANO SUL NEVA,250,1,affluenza_comune_074_0250,009025
1070740250,CISANO SUL NEVA,250,2,affluenza_comune_074_0250,009025
1070740260,COSSERIA,260,1,affluenza_comune_074_0260,009026
1070740270,DEGO,270,1,affluenza_comune_074_0270,009027
1070740270,DEGO,270,2,affluenza_comune_074_0270,009027
1070740280,ERLI,280,1,affluenza_comune_074_0280,009028
1070740290,FINALE LIGURE,290,1,affluenza_comune_074_0290,009029
1070740290,FINALE LIGURE,290,2,affluenza_comune_074_0290,009029
1070740290,FINALE LIGURE,290,3,affluenza_comune_074_0290,009029
1070740290,FINALE LIGURE,290,4,affluenza_comune_074_0290,009029
1070740290,FINALE LIGURE,290,5,affluenza_comune_074_0290,009029
1070740290,FINALE LIGURE,290,6,affluenza_comune_074_0290,009029
1070740290,FINALE LIGURE,290,7,affluenza_comune_074_0290,009029
1070740290,FINALE LIGURE,290,8,affluenza_comune_074_0290,009029
1070740290,FINALE LIGURE,290,9,affluenza_comune_074_0290,009029
1070740290,FINALE LIGURE,290,10,affluenza_comune_074_0290,009029
1070740290,FINALE LIGURE,290,11,affluenza_comune_074_0290,009029
1070740290,FINALE LIGURE,290,12,affluenza_comune_074_0290,009029
1070740290,FINALE LIGURE,290,13,affluenza_comune_074_0290,009029
1070740300,GARLENDA,300,1,affluenza_comune_074_0300,009030
1070740310,GIUSTENICE,310,1,affluenza_comune_074_0310,009031
1070740320,GIUSVALLA,320,1,affluenza_comune_074_0320,009032
1070740330,LAIGUEGLIA,330,1,affluenza_comune_074_0330,009033
1070740330,LAIGUEGLIA,330,2,affluenza_comune_074_0330,009033
1070740340,LOANO,340,1,affluenza_comune_074_0340,009034
1070740340,LOANO,340,2,affluenza_comune_074_0340,009034
1070740340,LOANO,340,3,affluenza_comune_074_0340,009034
1070740340,LOANO,340,4,affluenza_comune_074_0340,009034
1070740340,LOANO,340,5,affluenza_comune_074_0340,009034
1070740340,LOANO,340,6,affluenza_comune_074_0340,009034
1070740340,LOANO,340,7,affluenza_comune_074_0340,009034
1070740340,LOANO,340,8,affluenza_comune_074_0340,009034
1070740340,LOANO,340,9,affluenza_comune_074_0340,009034
1070740340,LOANO,340,10,affluenza_comune_074_0340,009034
1070740350,MAGLIOLO,350,1,affluenza_comune_074_0350,009035
1070740360,MALLARE,360,1,affluenza_comune_074_0360,009036
1070740370,MASSIMINO,370,1,affluenza_comune_074_0370,009037
1070740380,MILLESIMO,380,1,affluenza_comune_074_0380,009038
1070740380,MILLESIMO,380,2,affluenza_comune_074_0380,009038
1070740380,MILLESIMO,380,3,affluenza_comune_074_0380,009038
1070740390,MIOGLIA,390,1,affluenza_comune_074_0390,009039
1070740400,MURIALDO,400,1,affluenza_comune_074_0400,009040
