minint_elettorale,comune,comune_codice,codice_sezione,file,com_istat_code
1070740400,MURIALDO,400,2,affluenza_comune_074_0400,009040
1070740410,NASINO,410,1,affluenza_comune_074_0410,009041
1070740420,NOLI,420,1,affluenza_comune_074_0420,009042
1070740420,NOLI,420,2,affluenza_comune_074_0420,009042
1070740420,NOLI,420,3,affluenza_comune_074_0420,009042
1070740420,NOLI,420,4,affluenza_comune_074_0420,009042
1070740430,ONZO,430,1,affluenza_comune_074_0430,009043
1070740440,ORCO FEGLINO,440,1,affluenza_comune_074_0440,009044
1070740440,ORCO FEGLINO,440,2,affluenza_comune_074_0440,009044
1070740450,ORTOVERO,450,1,affluenza_comune_074_0450,009045
1070740450,ORTOVERO,450,2,affluenza_comune_074_0450,009045
1070740460,OSIGLIA,460,1,affluenza_comune_074_0460,009046
1070740470,PALLARE,470,1,affluenza_comune_074_0470,009047
1070740470,PALLARE,470,2,affluenza_comune_074_0470,009047
1070740480,PIANA CRIXIA,480,1,affluenza_comune_074_0480,009048
1070740490,PIETRA LIGURE,490,1,affluenza_comune_074_0490,009049
1070740490,PIETRA LIGURE,490,2,affluenza_comune_074_0490,009049
1070740490,PIETRA LIGURE,490,3,affluenza_comune_074_0490,009049
1070740490,PIETRA LIGURE,490,4,affluenza_comune_074_0490,009049
1070740490,PIETRA LIGURE,490,5,affluenza_comune_074_0490,009049
1070740490,PIETRA LIGURE,490,6,affluenza_comune_074_0490,009049
1070740490,PIETRA LIGURE,490,7,affluenza_comune_074_0490,009049
1070740490,PIETRA LIGURE,490,8,affluenza_comune_074_0490,009049
1070740490,PIETRA LIGURE,490,9,affluenza_comune_074_0490,009049
1070740490,PIETRA LIGURE,490,10,affluenza_comune_074_0490,009049
1070740490,PIETRA LIGURE,490,11,affluenza_comune_074_0490,009049
1070740500,PLODIO,500,1,affluenza_comune_074_0500,009050
1070740510,PONTINVREA,510,1,affluenza_comune_074_0510,009051
1070740520,QUILIANO,520,1,affluenza_comune_074_0520,009052
1070740520,QUILIANO,520,2,affluenza_comune_074_0520,009052
1070740520,QUILIANO,520,3,affluenza_comune_074_0520,009052
1070740520,QUILIANO,520,4,affluenza_comune_074_0520,009052
1070740520,QUILIANO,520,5,affluenza_comune_074_0520,009052
1070740520,QUILIANO,520,6,affluenza_comune_074_0520,009052
1070740520,QUILIANO,520,7,affluenza_comune_074_0520,009052
1070740520,QUILIANO,520,8,affluenza_comune_074_0520,009052
1070740520,QUILIANO,520,9,affluenza_comune_074_0520,009052
1070740530,RIALTO,530,1,affluenza_comune_074_0530,009053
1070740540,ROCCAVIGNALE,540,1,affluenza_comune_074_0540,009054
1070740550,SASSELLO,550,1,affluenza_comune_074_0550,009055
1070740550,SASSELLO,550,2,affluenza_comune_074_0550,009055
1070740550,SASSELLO,550,3,affluenza_comune_074_0550,009055
1070740550,SASSELLO,550,4,affluenza_comune_074_0550,009055
1070740560,SAVONA,560,1,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,2,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,3,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,4,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,5,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,6,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,7,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,8,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,9,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,10,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,11,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,12,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,13,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,14,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,15,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,16,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,17,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,18,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,19,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,20,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,21,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,22,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,23,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,24,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,25,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,26,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,27,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,28,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,29,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,30,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,31,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,32,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,33,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,34,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,35,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,36,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,37,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,38,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,39,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,40,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,41,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,42,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,43,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,44,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,45,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,46,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,47,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,48,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,49,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,50,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,51,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,52,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,53,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,54,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,55,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,56,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,57,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,58,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,59,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,60,affluenza_comune_074_0560,009056
1070740560,SAVONA,560,61,affluenza_comune_074_0560,009056
1070740570,SPOTORNO,570,1,affluenza_comune_074_0570,009057
1070740570,SPOTORNO,570,2,affluenza_comune_074_0570,009057
1070740570,SPOTORNO,570,3,affluenza_comune_074_0570,009057
1070740570,SPOTORNO,570,4,affluenza_comune_074_0570,009057
1070740580,STELLA,580,1,affluenza_comune_074_0580,009058
1070740580,STELLA,580,2,affluenza_comune_074_0580,009058
1070740580,STELLA,580,3,affluenza_comune_074_0580,009058
1070740590,STELLANELLO,590,1,affluenza_comune_074_0590,009059
1070740600,TESTICO,600,1,affluenza_comune_074_0600,009060
1070740610,TOIRANO,610,1,affluenza_comune_074_0610,009061
1070740610,TOIRANO,610,2,affluenza_comune_074_0610,009061
1070740610,TOIRANO,610,3,affluenza_comune_074_0610,009061
1070740620,TOVO SAN GIACOMO,620,1,affluenza_comune_074_0620,009062
1070740620,TOVO SAN GIACOMO,620,2,affluenza_comune_074_0620,009062
1070740620,TOVO SAN GIACOMO,620,3,affluenza_comune_074_0620,009062
1070740630,URBE,630,1,affluenza_comune_074_0630,009063
1070740630,URBE,630,2,affluenza_comune_074_0630,009063
1070740640,VADO LIGURE,640,1,affluenza_comune_074_0640,009064
1070740640,VADO LIGURE,640,2,affluenza_comune_074_0640,009064
1070740640,VADO LIGURE,640,3,affluenza_comune_074_0640,009064
1070740640,VADO LIGURE,640,4,affluenza_comune_074_0640,009064
1070740640,VADO LIGURE,640,5,affluenza_comune_074_0640,009064
1070740640,VADO LIGURE,640,6,affluenza_comune_074_0640,009064
1070740640,VADO LIGURE,640,7,affluenza_comune_074_0640,009064
1070740640,VADO LIGURE,640,8,affluenza_comune_074_0640,009064
1070740650,VARAZZE,650,1,affluenza_comune_074_0650,009065
1070740650,VARAZZE,650,2,affluenza_comune_074_0650,009065
1070740650,VARAZZE,650,3,affluenza_comune_074_0650,009065
1070740650,VARAZZE,650,4,affluenza_comune_074_0650,009065
1070740650,VARAZZE,650,5,affluenza_comune_074_0650,009065
1070740650,VARAZZE,650,6,affluenza_comune_074_0650,009065
1070740650,VARAZZE,650,7,affluenza_comune_074_0650,009065
1070740650,VARAZZE,650,8,affluenza_comune_074_0650,009065
1070740650,VARAZZE,650,9,affluenza_comune_074_0650,009065
1070740650,VARAZZE,650,10,affluenza_comune_074_0650,009065
1070740650,VARAZZE,650,11,affluenza_comune_074_0650,009065
1070740650,VARAZZE,650,12,affluenza_comune_074_0650,009065
1070740650,VARAZZE,650,13,affluenza_comune_074_0650,009065
1070740650,VARAZZE,650,14,affluenza_comune_074_0650,009065
1070740650,VARAZZE,650,15,affluenza_comune_074_0650,009065
1070740660,VENDONE,660,1,affluenza_comune_074_0660,009066
1070740670,VEZZI PORTIO,670,1,affluenza_comune_074_0670,009067
1070740680,VILLANOVA D'ALBENGA,680,1,affluenza_comune_074_0680,009068
1070740680,VILLANOVA D'ALBENGA,680,2,affluenza_comune_074_0680,009068
1070740680,VILLANOVA D'ALBENGA,680,3,affluenza_comune_074_0680,009068
1070740690,ZUCCARELLO,690,1,affluenza_comune_074_0690,009069
1070340010,ARENZANO,10,1,affluenza_comune_034_0010,010001
1070340010,ARENZANO,10,2,affluenza_comune_034_0010,010001
1070340010,ARENZANO,10,3,affluenza_comune_034_0010,010001
1070340010,ARENZANO,10,4,affluenza_comune_034_0010,010001
1070340010,ARENZANO,10,5,affluenza_comune_034_0010,010001
1070340010,ARENZANO,10,6,affluenza_comune_034_0010,010001
1070340010,ARENZANO,10,7,affluenza_comune_034_0010,010001
1070340010,ARENZANO,10,8,affluenza_comune_034_0010,010001
1070340010,ARENZANO,10,9,affluenza_comune_034_0010,010001
1070340010,ARENZANO,10,10,affluenza_comune_034_0010,010001
1070340020,AVEGNO,20,1,affluenza_comune_034_0020,010002
1070340020,AVEGNO,20,2,affluenza_comune_034_0020,010002
1070340020,AVEGNO,20,3,affluenza_comune_034_0020,010002
1070340030,BARGAGLI,30,1,affluenza_comune_034_0030,010003
1070340030,BARGAGLI,30,2,affluenza_comune_034_0030,010003
1070340030,BARGAGLI,30,3,affluenza_comune_034_0030,010003
1070340030,BARGAGLI,30,4,affluenza_comune_034_0030,010003
1070340040,BOGLIASCO,40,1,affluenza_comune_034_0040,010004
1070340040,BOGLIASCO,40,2,affluenza_comune_034_0040,010004
1070340040,BOGLIASCO,40,3,affluenza_comune_034_0040,010004
1070340040,BOGLIASCO,40,4,affluenza_comune_034_0040,010004
1070340050,BORZONASCA,50,1,affluenza_comune_034_0050,010005
1070340050,BORZONASCA,50,2,affluenza_comune_034_0050,010005
1070340050,BORZONASCA,50,3,affluenza_comune_034_0050,010005
1070340060,BUSALLA,60,1,affluenza_comune_034_0060,010006
1070340060,BUSALLA,60,2,affluenza_comune_034_0060,010006
1070340060,BUSALLA,60,3,affluenza_comune_034_0060,010006
1070340060,BUSALLA,60,4,affluenza_comune_034_0060,010006
1070340060,BUSALLA,60,5,affluenza_comune_034_0060,010006
1070340060,BUSALLA,60,6,affluenza_comune_034_0060,010006
1070340060,BUSALLA,60,7,affluenza_comune_034_0060,010006
1070340070,CAMOGLI,70,1,affluenza_comune_034_0070,010007
1070340070,CAMOGLI,70,2,affluenza_comune_034_0070,010007
1070340070,CAMOGLI,70,3,affluenza_comune_034_0070,010007
1070340070,CAMOGLI,70,4,affluenza_comune_034_0070,010007
1070340070,CAMOGLI,70,5,affluenza_comune_034_0070,010007
1070340070,CAMOGLI,70,6,affluenza_comune_034_0070,010007
1070340070,CAMOGLI,70,7,affluenza_comune_034_0070,010007
1070340080,CAMPO LIGURE,80,1,affluenza_comune_034_0080,010008
1070340080,CAMPO LIGURE,80,2,affluenza_comune_034_0080,010008
1070340080,CAMPO LIGURE,80,3,affluenza_comune_034_0080,010008
1070340090,CAMPOMORONE,90,1,affluenza_comune_034_0090,010009
1070340090,CAMPOMORONE,90,2,affluenza_comune_034_0090,010009
1070340090,CAMPOMORONE,90,3,affluenza_comune_034_0090,010009
1070340090,CAMPOMORONE,90,4,affluenza_comune_034_0090,010009
1070340090,CAMPOMORONE,90,5,affluenza_comune_034_0090,010009
1070340090,CAMPOMORONE,90,6,affluenza_comune_034_0090,010009
1070340090,CAMPOMORONE,90,7,affluenza_comune_034_0090,010009
1070340090,CAMPOMORONE,90,8,affluenza_comune_034_0090,010009
1070340090,CAMPOMORONE,90,9,affluenza_comune_034_0090,010009
1070340100,CARASCO,100,1,affluenza_comune_034_0100,010010
1070340100,CARASCO,100,2,affluenza_comune_034_0100,010010
1070340100,CARASCO,100,3,affluenza_comune_034_0100,010010
1070340100,CARASCO,100,4,affluenza_comune_034_0100,010010
1070340110,CASARZA LIGURE,110,1,affluenza_comune_034_0110,010011
1070340110,CASARZA LIGURE,110,2,affluenza_comune_034_0110,010011
1070340110,CASARZA LIGURE,110,3,affluenza_comune_034_0110,010011
1070340110,CASARZA LIGURE,110,4,affluenza_comune_034_0110,010011
1070340110,CASARZA LIGURE,110,5,affluenza_comune_034_0110,010011
1070340110,CASARZA LIGURE,110,6,affluenza_comune_034_0110,010011
1070340120,CASELLA,120,1,affluenza_comune_034_0120,010012
1070340120,CASELLA,120,2,affluenza_comune_034_0120,010012
1070340120,CASELLA,120,3,affluenza_comune_034_0120,010012
1070340130,CASTIGLIONE CHIAVARESE,130,1,affluenza_comune_034_0130,010013
1070340130,CASTIGLIONE CHIAVARESE,130,2,affluenza_comune_034_0130,010013
1070340140,CERANESI,140,1,affluenza_comune_034_0140,010014
1070340140,CERANESI,140,2,affluenza_comune_034_0140,010014
1070340140,CERANESI,140,3,affluenza_comune_034_0140,010014
1070340140,CERANESI,140,4,affluenza_comune_034_0140,010014
1070340140,CERANESI,140,5,affluenza_comune_034_0140,010014
1070340140,CERANESI,140,6,affluenza_comune_034_0140,010014
1070340150,CHIAVARI,150,1,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,2,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,3,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,4,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,5,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,6,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,7,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,8,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,9,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,10,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,11,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,12,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,13,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,14,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,15,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,16,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,17,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,18,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,19,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,20,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,21,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,22,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,23,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,24,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,25,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,26,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,27,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,28,affluenza_comune_034_0150,010015
1070340150,CHIAVARI,150,29,affluenza_comune_034_0150,010015
1070340160,CICAGNA,160,1,affluenza_comune_034_0160,010016
1070340160,CICAGNA,160,2,affluenza_comune_034_0160,010016
1070340170,COGOLETO,170,1,affluenza_comune_034_0170,010017
1070340170,COGOLETO,170,2,affluenza_comune_034_0170,010017
1070340170,COGOLETO,170,3,affluenza_comune_034_0170,010017
1070340170,COGOLETO,170,4,affluenza_comune_034_0170,010017
1070340170,COGOLETO,170,5,affluenza_comune_034_0170,010017
1070340170,COGOLETO,170,6,affluenza_comune_034_0170,010017
1070340170,COGOLETO,170,7,affluenza_comune_034_0170,010017
1070340170,COGOLETO,170,8,affluenza_comune_034_0170,010017
1070340170,COGOLETO,170,9,affluenza_comune_034_0170,010017
1070340170,COGOLETO,170,10,affluenza_comune_034_0170,010017
1070340180,COGORNO,180,1,affluenza_comune_034_0180,010018
1070340180,COGORNO,180,2,affluenza_comune_034_0180,010018
1070340180,COGORNO,180,3,affluenza_comune_034_0180,010018
1070340180,COGORNO,180,4,affluenza_comune_034_0180,010018
1070340180,COGORNO,180,5,affluenza_comune_034_0180,010018
1070340190,COREGLIA LIGURE,190,1,affluenza_comune_034_0190,010019
1070340200,CROCEFIESCHI,200,1,affluenza_comune_034_0200,010020
1070340210,DAVAGNA,210,1,affluenza_comune_034_0210,010021
1070340210,DAVAGNA,210,2,affluenza_comune_034_0210,010021
1070340220,FASCIA,220,1,affluenza_comune_034_0220,010022
1070340230,FAVALE DI MALVARO,230,1,affluenza_comune_034_0230,010023
1070340240,FONTANIGORDA,240,1,affluenza_comune_034_0240,010024
1070340250,GENOVA,250,1,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,2,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,3,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,4,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,5,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,6,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,7,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,8,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,9,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,10,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,11,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,12,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,13,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,14,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,15,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,16,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,17,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,18,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,19,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,20,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,21,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,22,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,23,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,24,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,25,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,26,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,27,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,28,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,29,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,30,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,31,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,32,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,33,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,34,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,35,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,36,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,37,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,38,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,39,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,40,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,41,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,42,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,43,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,44,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,45,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,46,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,47,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,48,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,49,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,50,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,51,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,52,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,53,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,54,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,55,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,56,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,57,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,58,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,59,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,60,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,61,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,62,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,63,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,64,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,65,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,66,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,67,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,68,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,69,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,70,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,71,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,72,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,73,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,74,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,75,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,76,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,77,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,78,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,79,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,80,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,81,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,82,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,83,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,84,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,85,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,86,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,87,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,88,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,89,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,90,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,91,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,92,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,93,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,94,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,95,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,96,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,97,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,98,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,99,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,100,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,101,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,102,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,103,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,104,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,105,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,106,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,107,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,108,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,109,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,110,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,111,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,112,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,113,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,114,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,115,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,116,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,117,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,118,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,119,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,120,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,121,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,122,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,123,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,124,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,125,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,126,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,127,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,128,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,129,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,130,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,131,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,132,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,133,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,134,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,135,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,136,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,137,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,138,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,139,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,140,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,141,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,142,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,143,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,144,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,145,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,146,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,147,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,148,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,149,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,150,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,151,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,152,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,153,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,154,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,155,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,156,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,157,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,158,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,159,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,160,affluenza_comune_034_0250,010025
1070340250,GENOVA,250,161,affluenza_comune_034_0250,010025
